obsnme,obsval,ROW,COLUMN,TIME,spec
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:72_j:71_time:152_spec:ctet,0.0,72,71,152,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:77_j:63_time:152_spec:ctet,0.0,77,63,152,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:152_spec:ctet,0.0,83,80,152,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:75_j:62_time:152_spec:ctet,0.0,75,62,152,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:72_j:45_time:152_spec:ctet,0.0,72,45,152,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:118_j:128_time:152_spec:ctet,0.0,118,128,152,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:108_j:113_time:152_spec:ctet,0.0,108,113,152,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:76_j:84_time:152_spec:ctet,0.0,76,84,152,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:101_j:112_time:152_spec:ctet,0.0,101,112,152,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:93_j:112_time:152_spec:ctet,0.0,93,112,152,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:93_j:112_time:152_spec:ctet,0.0,93,112,152,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:87_j:111_time:152_spec:ctet,0.0,87,111,152,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:79_j:110_time:152_spec:ctet,0.0,79,110,152,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:79_j:110_time:152_spec:ctet,0.0,79,110,152,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:72_j:107_time:152_spec:ctet,0.0,72,107,152,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:68_j:45_time:152_spec:ctet,0.0,68,45,152,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:66_j:45_time:152_spec:ctet,0.0,66,45,152,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:64_j:45_time:152_spec:ctet,0.0,64,45,152,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:60_j:95_time:152_spec:ctet,0.0,60,95,152,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:65_j:101_time:152_spec:ctet,0.0,65,101,152,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:134_j:145_time:182_spec:ctet,0.0,134,145,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:121_j:135_time:182_spec:ctet,0.0,121,135,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:127_j:142_time:182_spec:ctet,0.0,127,142,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:85_j:45_time:182_spec:ctet,0.0,85,45,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:75_j:45_time:182_spec:ctet,0.0,75,45,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:95_j:85_time:182_spec:ctet,0.0,95,85,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:93_j:76_time:182_spec:ctet,0.0,93,76,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:64_time:182_spec:ctet,0.0,89,64,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:63_time:182_spec:ctet,0.0,89,63,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:106_j:72_time:182_spec:ctet,0.0,106,72,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:64_time:182_spec:ctet,0.0,89,64,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:94_j:71_time:182_spec:ctet,0.0,94,71,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:58_time:182_spec:ctet,0.0,97,58,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:80_time:182_spec:ctet,0.0,89,80,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:182_spec:ctet,0.0,107,91,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:92_j:91_time:182_spec:ctet,0.0,92,91,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:85_j:91_time:182_spec:ctet,0.0,85,91,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:91_time:182_spec:ctet,0.0,97,91,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:90_j:87_time:182_spec:ctet,0.0,90,87,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:110_j:87_time:182_spec:ctet,0.0,110,87,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:99_j:63_time:182_spec:ctet,0.0,99,63,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:79_time:182_spec:ctet,0.0,107,79,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:182_spec:ctet,0.0,102,91,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:95_j:74_time:182_spec:ctet,0.0,95,74,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:87_j:86_time:182_spec:ctet,0.0,87,86,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:86_time:182_spec:ctet,0.0,97,86,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:94_j:80_time:182_spec:ctet,0.0,94,80,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:103_j:87_time:182_spec:ctet,0.0,103,87,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:72_time:182_spec:ctet,0.0,100,72,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:80_time:182_spec:ctet,0.0,97,80,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:85_time:182_spec:ctet,0.0,100,85,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:106_j:56_time:182_spec:ctet,0.0,106,56,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:104_j:53_time:182_spec:ctet,0.0,104,53,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:58_time:182_spec:ctet,0.0,102,58,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:95_j:45_time:182_spec:ctet,0.0,95,45,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:45_time:182_spec:ctet,0.0,105,45,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:110_j:39_time:182_spec:ctet,0.0,110,39,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:111_j:45_time:182_spec:ctet,0.0,111,45,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:114_j:43_time:182_spec:ctet,0.0,114,43,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:112_j:60_time:182_spec:ctet,0.0,112,60,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:53_time:182_spec:ctet,0.0,105,53,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:57_time:182_spec:ctet,0.0,105,57,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:59_time:182_spec:ctet,0.0,107,59,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:60_time:182_spec:ctet,0.0,116,60,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:120_j:59_time:182_spec:ctet,0.0,120,59,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:58_time:182_spec:ctet,0.0,100,58,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:54_time:182_spec:ctet,0.0,100,54,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:103_j:58_time:182_spec:ctet,0.0,103,58,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:53_time:182_spec:ctet,0.0,105,53,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:113_j:60_time:182_spec:ctet,0.0,113,60,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:112_j:60_time:182_spec:ctet,0.0,112,60,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:111_j:61_time:182_spec:ctet,0.0,111,61,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:106_j:58_time:182_spec:ctet,0.0,106,58,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:58_time:182_spec:ctet,0.0,97,58,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:108_j:64_time:182_spec:ctet,0.0,108,64,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:118_j:63_time:182_spec:ctet,0.0,118,63,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:115_j:53_time:182_spec:ctet,0.0,115,53,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:43_time:182_spec:ctet,0.0,116,43,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:118_j:43_time:182_spec:ctet,0.0,118,43,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:120_j:42_time:182_spec:ctet,0.0,120,42,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:122_j:42_time:182_spec:ctet,0.0,122,42,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:51_time:182_spec:ctet,0.0,116,51,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:45_time:182_spec:ctet,0.0,124,45,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:122_j:40_time:182_spec:ctet,0.0,122,40,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:120_j:40_time:182_spec:ctet,0.0,120,40,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:41_time:182_spec:ctet,0.0,116,41,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:114_j:71_time:182_spec:ctet,0.0,114,71,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:78_time:182_spec:ctet,0.0,124,78,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:83_time:182_spec:ctet,0.0,124,83,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:125_j:75_time:182_spec:ctet,0.0,125,75,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:123_j:79_time:182_spec:ctet,0.0,123,79,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:77_time:182_spec:ctet,0.0,124,77,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:127_j:80_time:182_spec:ctet,0.0,127,80,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:126_j:80_time:182_spec:ctet,0.0,126,80,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:126_j:82_time:182_spec:ctet,0.0,126,82,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:77_time:182_spec:ctet,0.0,124,77,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:77_time:182_spec:ctet,0.0,124,77,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:127_j:83_time:182_spec:ctet,0.0,127,83,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:78_time:182_spec:ctet,0.0,124,78,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:135_j:64_time:182_spec:ctet,0.0,135,64,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:142_j:63_time:182_spec:ctet,0.0,142,63,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:144_j:68_time:182_spec:ctet,0.0,144,68,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:78_j:91_time:182_spec:ctet,0.0,78,91,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:72_j:71_time:182_spec:ctet,0.0,72,71,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:77_j:63_time:182_spec:ctet,0.0,77,63,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:182_spec:ctet,0.0,83,80,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:75_j:62_time:182_spec:ctet,0.0,75,62,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:72_j:45_time:182_spec:ctet,0.0,72,45,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:118_j:128_time:182_spec:ctet,0.0,118,128,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:108_j:113_time:182_spec:ctet,0.0,108,113,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:76_j:84_time:182_spec:ctet,0.0,76,84,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:101_j:112_time:182_spec:ctet,0.0,101,112,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:93_j:112_time:182_spec:ctet,0.0,93,112,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:93_j:112_time:182_spec:ctet,0.0,93,112,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:87_j:111_time:182_spec:ctet,0.0,87,111,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:79_j:110_time:182_spec:ctet,0.0,79,110,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:79_j:110_time:182_spec:ctet,0.0,79,110,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:72_j:107_time:182_spec:ctet,0.0,72,107,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:68_j:45_time:182_spec:ctet,0.0,68,45,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:66_j:45_time:182_spec:ctet,0.0,66,45,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:64_j:45_time:182_spec:ctet,0.0,64,45,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:60_j:95_time:182_spec:ctet,0.0,60,95,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:65_j:101_time:182_spec:ctet,0.0,65,101,182,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:134_j:145_time:213_spec:ctet,0.0,134,145,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:121_j:135_time:213_spec:ctet,0.0,121,135,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:127_j:142_time:213_spec:ctet,0.0,127,142,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:85_j:45_time:213_spec:ctet,0.0,85,45,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:75_j:45_time:213_spec:ctet,0.0,75,45,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:95_j:85_time:213_spec:ctet,0.0,95,85,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:93_j:76_time:213_spec:ctet,0.0,93,76,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:64_time:213_spec:ctet,0.0,89,64,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:63_time:213_spec:ctet,0.0,89,63,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:106_j:72_time:213_spec:ctet,0.0,106,72,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:64_time:213_spec:ctet,0.0,89,64,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:94_j:71_time:213_spec:ctet,0.0,94,71,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:58_time:213_spec:ctet,0.0,97,58,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:80_time:213_spec:ctet,0.0,89,80,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:213_spec:ctet,0.0,107,91,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:92_j:91_time:213_spec:ctet,0.0,92,91,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:85_j:91_time:213_spec:ctet,0.0,85,91,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:91_time:213_spec:ctet,0.0,97,91,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:90_j:87_time:213_spec:ctet,0.0,90,87,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:110_j:87_time:213_spec:ctet,0.0,110,87,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:99_j:63_time:213_spec:ctet,0.0,99,63,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:79_time:213_spec:ctet,0.0,107,79,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:213_spec:ctet,0.0,102,91,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:95_j:74_time:213_spec:ctet,0.0,95,74,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:87_j:86_time:213_spec:ctet,0.0,87,86,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:86_time:213_spec:ctet,0.0,97,86,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:94_j:80_time:213_spec:ctet,0.0,94,80,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:103_j:87_time:213_spec:ctet,0.0,103,87,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:72_time:213_spec:ctet,0.0,100,72,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:80_time:213_spec:ctet,0.0,97,80,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:85_time:213_spec:ctet,0.0,100,85,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:106_j:56_time:213_spec:ctet,0.0,106,56,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:104_j:53_time:213_spec:ctet,0.0,104,53,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:58_time:213_spec:ctet,0.0,102,58,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:95_j:45_time:213_spec:ctet,0.0,95,45,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:45_time:213_spec:ctet,0.0,105,45,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:110_j:39_time:213_spec:ctet,0.0,110,39,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:111_j:45_time:213_spec:ctet,0.0,111,45,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:114_j:43_time:213_spec:ctet,0.0,114,43,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:112_j:60_time:213_spec:ctet,0.0,112,60,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:53_time:213_spec:ctet,0.0,105,53,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:57_time:213_spec:ctet,0.0,105,57,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:59_time:213_spec:ctet,0.0,107,59,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:60_time:213_spec:ctet,0.0,116,60,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:120_j:59_time:213_spec:ctet,0.0,120,59,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:58_time:213_spec:ctet,0.0,100,58,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:54_time:213_spec:ctet,0.0,100,54,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:103_j:58_time:213_spec:ctet,0.0,103,58,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:53_time:213_spec:ctet,0.0,105,53,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:113_j:60_time:213_spec:ctet,0.0,113,60,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:112_j:60_time:213_spec:ctet,0.0,112,60,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:111_j:61_time:213_spec:ctet,0.0,111,61,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:106_j:58_time:213_spec:ctet,0.0,106,58,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:58_time:213_spec:ctet,0.0,97,58,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:108_j:64_time:213_spec:ctet,0.0,108,64,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:118_j:63_time:213_spec:ctet,0.0,118,63,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:115_j:53_time:213_spec:ctet,0.0,115,53,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:43_time:213_spec:ctet,0.0,116,43,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:118_j:43_time:213_spec:ctet,0.0,118,43,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:120_j:42_time:213_spec:ctet,0.0,120,42,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:122_j:42_time:213_spec:ctet,0.0,122,42,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:51_time:213_spec:ctet,0.0,116,51,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:45_time:213_spec:ctet,0.0,124,45,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:122_j:40_time:213_spec:ctet,0.0,122,40,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:120_j:40_time:213_spec:ctet,0.0,120,40,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:41_time:213_spec:ctet,0.0,116,41,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:114_j:71_time:213_spec:ctet,0.0,114,71,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:78_time:213_spec:ctet,0.0,124,78,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:83_time:213_spec:ctet,0.0,124,83,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:125_j:75_time:213_spec:ctet,0.0,125,75,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:123_j:79_time:213_spec:ctet,0.0,123,79,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:77_time:213_spec:ctet,0.0,124,77,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:127_j:80_time:213_spec:ctet,0.0,127,80,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:126_j:80_time:213_spec:ctet,0.0,126,80,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:126_j:82_time:213_spec:ctet,0.0,126,82,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:77_time:213_spec:ctet,0.0,124,77,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:77_time:213_spec:ctet,0.0,124,77,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:127_j:83_time:213_spec:ctet,0.0,127,83,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:78_time:213_spec:ctet,0.0,124,78,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:135_j:64_time:213_spec:ctet,0.0,135,64,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:142_j:63_time:213_spec:ctet,0.0,142,63,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:144_j:68_time:213_spec:ctet,0.0,144,68,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:78_j:91_time:213_spec:ctet,0.0,78,91,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:72_j:71_time:213_spec:ctet,0.0,72,71,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:77_j:63_time:213_spec:ctet,0.0,77,63,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:213_spec:ctet,0.0,83,80,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:75_j:62_time:213_spec:ctet,0.0,75,62,213,ctet
oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:72_j:45_time:213_spec:ctet,0.0,72,45,213,ctet
