Year,Elevation
2012,122.8917
2012,122.8874
2012,122.8834
2012,122.8792
2012,122.8750
2012,122.8708
2012,122.8667
2012,122.8624
2012,122.8581
2012,122.8540
2012,122.8497
2012,122.8456
2013,122.8414
2013,122.8369
2013,122.8329
2013,122.8284
2013,122.8241
2013,122.8197
2013,122.8154
2013,122.8109
2013,122.8064
2013,122.8021
2013,122.7977
2013,122.7934
2014,122.7889
2014,122.7863
2014,122.7839
2014,122.7812
2014,122.7786
2014,122.7760
2014,122.7734
2014,122.7708
2014,122.7681
2014,122.7655
2014,122.7629
2014,122.7603
2015,122.7577
2015,122.7543
2015,122.7513
2015,122.7479
2015,122.7447
2015,122.7413
2015,122.7381
2015,122.7347
2015,122.7313
2015,122.7281
2015,122.7247
2015,122.7215
2016,122.7181
2016,122.7148
2016,122.7117
2016,122.7084
2016,122.7052
2016,122.7019
2016,122.6987
2016,122.6954
2016,122.6921
2016,122.6889
2016,122.6856
2016,122.6824
2017,122.6791
2017,122.6768
2017,122.6746
2017,122.6723
2017,122.6700
2017,122.6676
2017,122.6653
2017,122.6629
2017,122.6606
2017,122.6583
2017,122.6559
2017,122.6536
2018,122.6512
2018,122.6476
2018,122.6443
2018,122.6407
2018,122.6372
2018,122.6336
2018,122.6301
2018,122.6265
2018,122.6228
2018,122.6193
2018,122.6157
2018,122.6122
2019,122.4764
2019,122.4725
2019,122.4689
2019,122.4650
2019,122.4612
2019,122.4572
2019,122.4534
2019,122.4495
2019,122.4455
2019,122.4417
2019,122.4378
2019,122.4340
2020,122.4300
2020,122.4264
2020,122.4230
2020,122.4194
2020,122.4159
2020,122.4123
2020,122.4088
2020,122.4052
2020,122.4016
2020,122.3981
2020,122.3945
2020,122.3911
2021,122.3875
2021,122.3839
2021,122.3806
2021,122.3770
2021,122.3736
2021,122.3700
2021,122.3665
2021,122.3629
2021,122.3594
2021,122.3559
2021,122.3523
2021,122.3488
2022,122.3453
2022,122.3416
2022,122.3383
2022,122.3346
2022,122.3311
2022,122.3275
2022,122.3239
2022,122.3203
2022,122.3166
2022,122.3131
2022,122.3094
2022,122.3059
2023,122.3022
2023,122.2991
2023,122.2962
2023,122.2931
2023,122.2901
2023,122.2869
2023,122.2839
2023,122.2807
2023,122.2776
2023,122.2745
2023,122.2714
2023,122.2683
2024,122.2652
2024,122.2620
2024,122.2590
2024,122.2558
2024,122.2527
2024,122.2495
2024,122.2464
2024,122.2432
2024,122.2400
2024,122.2369
2024,122.2337
2024,122.2306
2025,122.2274
2025,122.2238
2025,122.2206
2025,122.2170
2025,122.2135
2025,122.2099
2025,122.2064
2025,122.2028
2025,122.1992
2025,122.1957
2025,122.1921
2025,122.1886
2026,122.1850
2026,122.1815
2026,122.1784
2026,122.1749
2026,122.1715
2026,122.1681
2026,122.1647
2026,122.1612
2026,122.1578
2026,122.1544
2026,122.1509
2026,122.1476
2027,122.1441
2027,122.1407
2027,122.1377
2027,122.1343
2027,122.1310
2027,122.1276
2027,122.1244
2027,122.1210
2027,122.1176
2027,122.1143
2027,122.1110
2027,122.1077
2028,122.1043
2028,122.0947
2028,122.0850
2028,122.0752
2029,122.0654
2029,122.0562
2029,122.0468
2029,122.0373
2030,122.0278
2030,122.0188
2030,122.0097
2030,122.0005
2031,121.9914
2031,121.9827
2031,121.9740
2031,121.9651
2032,121.9563
2032,121.9478
2032,121.9393
2032,121.9308
2033,121.9222
2033,121.9141
2033,121.9059
2033,121.8977
2034,121.8894
2034,121.8816
2034,121.8738
2034,121.8658
2035,121.8578
2035,121.8503
2035,121.8428
2035,121.8351
2036,121.8274
2036,121.8221
2036,121.8169
2036,121.8116
2037,121.8062
2037,121.8005
2037,121.7946
2037,121.7887
