Year,Elevation
2012,137.2963
2012,137.2776
2012,137.2602
2012,137.2415
2012,137.2234
2012,137.2047
2012,137.1867
2012,137.1680
2012,137.1493
2012,137.1312
2012,137.1125
2012,137.0945
2013,137.0758
2013,137.0593
2013,137.0445
2013,137.0280
2013,137.0121
2013,136.9956
2013,136.9797
2013,136.9632
2013,136.9468
2013,136.9308
2013,136.9144
2013,136.8984
2014,136.8820
2014,136.8661
2014,136.8518
2014,136.8360
2014,136.8206
2014,136.8047
2014,136.7894
2014,136.7736
2014,136.7577
2014,136.7424
2014,136.7265
2014,136.7112
2015,136.6953
2015,136.6805
2015,136.6672
2015,136.6524
2015,136.6381
2015,136.6234
2015,136.6091
2015,136.5943
2015,136.5795
2015,136.5652
2015,136.5504
2015,136.5361
2016,136.5214
2016,136.5059
2016,136.4915
2016,136.4760
2016,136.4611
2016,136.4457
2016,136.4307
2016,136.4153
2016,136.3999
2016,136.3849
2016,136.3695
2016,136.3546
2017,136.3391
2017,136.3269
2017,136.3158
2017,136.3036
2017,136.2917
2017,136.2795
2017,136.2676
2017,136.2554
2017,136.2431
2017,136.2313
2017,136.2191
2017,136.2072
2018,136.1950
2018,136.1865
2018,136.1789
2018,136.1705
2018,136.1623
2018,136.1539
2018,136.1457
2018,136.1373
2018,136.1289
2018,136.1207
2018,136.1123
2018,136.1041
2019,136.2728
2019,136.2699
2019,136.2674
2019,136.2646
2019,136.2618
2019,136.2590
2019,136.2563
2019,136.2535
2019,136.2506
2019,136.2479
2019,136.2451
2019,136.2423
2020,136.2395
2020,136.2335
2020,136.2279
2020,136.2219
2020,136.2161
2020,136.2101
2020,136.2043
2020,136.1983
2020,136.1923
2020,136.1864
2020,136.1805
2020,136.1746
2021,136.1686
2021,136.1620
2021,136.1560
2021,136.1493
2021,136.1429
2021,136.1363
2021,136.1298
2021,136.1232
2021,136.1166
2021,136.1101
2021,136.1035
2021,136.0971
2022,136.0904
2022,136.0847
2022,136.0796
2022,136.0739
2022,136.0683
2022,136.0626
2022,136.0571
2022,136.0514
2022,136.0457
2022,136.0402
2022,136.0345
2022,136.0289
2023,136.0232
2023,136.0202
2023,136.0175
2023,136.0145
2023,136.0115
2023,136.0085
2023,136.0055
2023,136.0025
2023,135.9995
2023,135.9966
2023,135.9935
2023,135.9906
2024,135.9875
2024,135.9850
2024,135.9827
2024,135.9802
2024,135.9777
2024,135.9752
2024,135.9728
2024,135.9702
2024,135.9677
2024,135.9653
2024,135.9628
2024,135.9603
2025,135.9579
2025,135.9566
2025,135.9555
2025,135.9543
2025,135.9530
2025,135.9518
2025,135.9506
2025,135.9494
2025,135.9481
2025,135.9469
2025,135.9457
2025,135.9445
2026,135.9432
2026,135.9408
2026,135.9386
2026,135.9361
2026,135.9337
2026,135.9313
2026,135.9289
2026,135.9265
2026,135.9241
2026,135.9217
2026,135.9193
2026,135.9169
2027,135.9144
2027,135.9109
2027,135.9077
2027,135.9041
2027,135.9007
2027,135.8972
2027,135.8938
2027,135.8902
2027,135.8867
2027,135.8832
2027,135.8797
2027,135.8763
2028,135.8727
2028,135.8566
2028,135.8404
2028,135.8241
2029,135.8077
2029,135.7876
2029,135.7674
2029,135.7469
2030,135.7264
2030,135.7038
2030,135.6810
2030,135.6580
2031,135.6349
2031,135.6110
2031,135.5868
2031,135.5623
2032,135.5378
2032,135.5129
2032,135.4879
2032,135.4626
2033,135.4374
2033,135.4123
2033,135.3870
2033,135.3614
2034,135.3358
2034,135.3107
2034,135.2854
2034,135.2598
2035,135.2342
2035,135.2094
2035,135.1843
2035,135.1590
2036,135.1336
2036,135.0716
2036,135.0097
2036,134.9470
2037,134.8843
2037,134.8150
2037,134.7450
2037,134.6743
