Year,Elevation
2012,125.3428
2012,125.3392
2012,125.3358
2012,125.3322
2012,125.3287
2012,125.3251
2012,125.3215
2012,125.3179
2012,125.3143
2012,125.3108
2012,125.3072
2012,125.3036
2013,125.3000
2013,125.2965
2013,125.2932
2013,125.2897
2013,125.2862
2013,125.2827
2013,125.2792
2013,125.2756
2013,125.2721
2013,125.2686
2013,125.2651
2013,125.2616
2014,125.2581
2014,125.2550
2014,125.2523
2014,125.2492
2014,125.2463
2014,125.2432
2014,125.2403
2014,125.2372
2014,125.2342
2014,125.2312
2014,125.2282
2014,125.2252
2015,125.2222
2015,125.2191
2015,125.2163
2015,125.2132
2015,125.2103
2015,125.2072
2015,125.2042
2015,125.2011
2015,125.1981
2015,125.1951
2015,125.1920
2015,125.1890
2016,125.1860
2016,125.1842
2016,125.1825
2016,125.1808
2016,125.1790
2016,125.1773
2016,125.1756
2016,125.1738
2016,125.1720
2016,125.1703
2016,125.1685
2016,125.1668
2017,125.1650
2017,125.1623
2017,125.1598
2017,125.1570
2017,125.1543
2017,125.1516
2017,125.1489
2017,125.1461
2017,125.1433
2017,125.1406
2017,125.1379
2017,125.1352
2018,125.1324
2018,125.1297
2018,125.1273
2018,125.1246
2018,125.1220
2018,125.1194
2018,125.1168
2018,125.1141
2018,125.1114
2018,125.1088
2018,125.1061
2018,125.1035
2019,124.9410
2019,124.9374
2019,124.9341
2019,124.9306
2019,124.9271
2019,124.9235
2019,124.9200
2019,124.9165
2019,124.9129
2019,124.9094
2019,124.9058
2019,124.9023
2020,124.8988
2020,124.8953
2020,124.8921
2020,124.8887
2020,124.8854
2020,124.8820
2020,124.8786
2020,124.8752
2020,124.8718
2020,124.8685
2020,124.8650
2020,124.8617
2021,124.8583
2021,124.8550
2021,124.8519
2021,124.8486
2021,124.8454
2021,124.8421
2021,124.8388
2021,124.8355
2021,124.8322
2021,124.8289
2021,124.8256
2021,124.8224
2022,124.8191
2022,124.8157
2022,124.8127
2022,124.8094
2022,124.8062
2022,124.8028
2022,124.7996
2022,124.7963
2022,124.7929
2022,124.7897
2022,124.7864
2022,124.7832
2023,124.7798
2023,124.7767
2023,124.7738
2023,124.7706
2023,124.7675
2023,124.7644
2023,124.7613
2023,124.7581
2023,124.7550
2023,124.7519
2023,124.7487
2023,124.7456
2024,124.7425
2024,124.7394
2024,124.7365
2024,124.7333
2024,124.7303
2024,124.7272
2024,124.7242
2024,124.7211
2024,124.7180
2024,124.7150
2024,124.7119
2024,124.7089
2025,124.7058
2025,124.7026
2025,124.6997
2025,124.6965
2025,124.6934
2025,124.6902
2025,124.6871
2025,124.6839
2025,124.6807
2025,124.6776
2025,124.6743
2025,124.6712
2026,124.6680
2026,124.6649
2026,124.6620
2026,124.6588
2026,124.6557
2026,124.6526
2026,124.6495
2026,124.6463
2026,124.6431
2026,124.6401
2026,124.6369
2026,124.6338
2027,124.6306
2027,124.6275
2027,124.6246
2027,124.6215
2027,124.6184
2027,124.6153
2027,124.6122
2027,124.6091
2027,124.6059
2027,124.6029
2027,124.5997
2027,124.5967
2028,124.5935
2028,124.5844
2028,124.5752
2028,124.5659
2029,124.5567
2029,124.5478
2029,124.5388
2029,124.5298
2030,124.5207
2030,124.5120
2030,124.5031
2030,124.4941
2031,124.4852
2031,124.4767
2031,124.4681
2031,124.4594
2032,124.4508
2032,124.4422
2032,124.4335
2032,124.4248
2033,124.4161
2033,124.4078
2033,124.3995
2033,124.3910
2034,124.3825
2034,124.3744
2034,124.3661
2034,124.3578
2035,124.3494
2035,124.3415
2035,124.3335
2035,124.3255
2036,124.3174
2036,124.3099
2036,124.3025
2036,124.2949
2037,124.2874
2037,124.2801
2037,124.2727
2037,124.2653
