0 0 42699947.9475
365.2499635 0 42699947.9475
365.25 0 42427480.4
730.5 0 42291451.9025
2191.4999635 0 42564476.385
2921.9999635 0 43128815.88
3287.2499635 0 43475906.9125
4017.7499635 0 44213552.3625
5478.75 0 45580424.3675
6574.4999635 0 45648186.175
7304.9999635 0 45012320.3275
7305 0 44196440.795
7670.2499635 0 44196440.795
7670.25 0 42968514.715
8035.499963 0 42968514.715
8035.5 0 41366872.005
8400.749963 0 41366872.005
8400.75 0 39480492.8125
8765.999963 0 39480492.8125
8766 0 37418891.17
9131.249963 0 37418891.17
9131.25 0 35280629.705
9496.499963 0 35280629.705
9496.5 0 33140314.8525
9861.749963 0 33140314.8525
9861.75 0 31054072.5525
10226.999963 0 31054072.5525
10227 0 29053388.09
10592.249963 0 29053388.09
10592.25 0 27159479.8075
10957.499963 0 27159479.8075
10957.5 0 25375590.5175
11322.749963 0 25375590.5175
11322.75 0 23714814.46975
11687.999963 0 23714814.46975
11688 0 22170368.01725
12053.249963 0 22170368.01725
12053.25 0 20738145.40975
12418.499963 0 20738145.40975
12418.5 0 19409935.14625
12783.749963 0 19409935.14625
12783.75 0 18178894.30975
13148.999963 0 18178894.30975
13149 0 17040232.858
13514.249963 0 17040232.858
13514.25 0 15984370.70625
13879.499963 0 15984370.70625
13879.5 0 15006517.81275
14244.749963 0 15006517.81275
14244.75 0 14099146.96825
14609.999963 0 14099146.96825
14610 0 13257468.13075
14975.249963 0 13257468.13075
14975.25 0 12473954.09075
15340.499963 0 12473954.09075
15340.5 0 11745183.38975
15705.749963 0 11745183.38975
15705.75 0 11064313.1105
16070.999963 0 11064313.1105
16071 0 10429290.37775
16436.249963 0 10429290.37775
16436.25 0 9835325.14925
16801.499963 0 9835325.14925
16801.5 0 9232329.5135
17531.999963 0 8664734.0825
17532 0 8084106.63325
18627.75 0 6817950.1945
19723.5 0 5766896.4065
20453.999963 0 5586162.32025
20454 0 5158875.41225
23741.25 0 3100525.8645
27759 0 1532813.49295
32507.25 0 606282.4798
43099.5 0 68429.1737925
53691.75 0 7527.20911725
66840.75 0 0.0
84737.999963 0 684.291737925
84738 0 0.0
384242.99996 0 0.0
