Year,Elevation
2012,121.8129
2012,121.8091
2012,121.8056
2012,121.8018
2012,121.7981
2012,121.7943
2012,121.7907
2012,121.7869
2012,121.7831
2012,121.7794
2012,121.7756
2012,121.7720
2013,121.7682
2013,121.7640
2013,121.7602
2013,121.7560
2013,121.7519
2013,121.7477
2013,121.7437
2013,121.7395
2013,121.7353
2013,121.7312
2013,121.7270
2013,121.7229
2014,121.7187
2014,121.7174
2014,121.7162
2014,121.7149
2014,121.7137
2014,121.7124
2014,121.7111
2014,121.7098
2014,121.7085
2014,121.7073
2014,121.7060
2014,121.7047
2015,121.7034
2015,121.7004
2015,121.6978
2015,121.6948
2015,121.6919
2015,121.6889
2015,121.6860
2015,121.6831
2015,121.6801
2015,121.6772
2015,121.6742
2015,121.6714
2016,121.6684
2016,121.6654
2016,121.6625
2016,121.6595
2016,121.6565
2016,121.6535
2016,121.6506
2016,121.6476
2016,121.6445
2016,121.6416
2016,121.6386
2016,121.6356
2017,121.6326
2017,121.6312
2017,121.6300
2017,121.6286
2017,121.6273
2017,121.6259
2017,121.6245
2017,121.6232
2017,121.6218
2017,121.6205
2017,121.6191
2017,121.6178
2018,121.6164
2018,121.6126
2018,121.6092
2018,121.6054
2018,121.6018
2018,121.5980
2018,121.5944
2018,121.5906
2018,121.5869
2018,121.5832
2018,121.5795
2018,121.5758
2019,121.5590
2019,121.5546
2019,121.5506
2019,121.5462
2019,121.5420
2019,121.5376
2019,121.5334
2019,121.5290
2019,121.5246
2019,121.5204
2019,121.5160
2019,121.5118
2020,121.5074
2020,121.5033
2020,121.4996
2020,121.4955
2020,121.4916
2020,121.4875
2020,121.4836
2020,121.4795
2020,121.4755
2020,121.4716
2020,121.4675
2020,121.4636
2021,121.4595
2021,121.4563
2021,121.4533
2021,121.4500
2021,121.4468
2021,121.4435
2021,121.4403
2021,121.4371
2021,121.4338
2021,121.4306
2021,121.4273
2021,121.4241
2022,121.4208
2022,121.4178
2022,121.4151
2022,121.4121
2022,121.4092
2022,121.4062
2022,121.4033
2022,121.4002
2022,121.3972
2022,121.3943
2022,121.3913
2022,121.3884
2023,121.3854
2023,121.3824
2023,121.3798
2023,121.3769
2023,121.3740
2023,121.3711
2023,121.3683
2023,121.3654
2023,121.3624
2023,121.3596
2023,121.3567
2023,121.3538
2024,121.3509
2024,121.3480
2024,121.3453
2024,121.3424
2024,121.3395
2024,121.3366
2024,121.3338
2024,121.3309
2024,121.3280
2024,121.3251
2024,121.3222
2024,121.3194
2025,121.3165
2025,121.3138
2025,121.3113
2025,121.3085
2025,121.3058
2025,121.3031
2025,121.3004
2025,121.2977
2025,121.2949
2025,121.2922
2025,121.2895
2025,121.2868
2026,121.2840
2026,121.2811
2026,121.2784
2026,121.2754
2026,121.2725
2026,121.2695
2026,121.2667
2026,121.2637
2026,121.2607
2026,121.2578
2026,121.2549
2026,121.2520
2027,121.2490
2027,121.2454
2027,121.2421
2027,121.2384
2027,121.2349
2027,121.2312
2027,121.2277
2027,121.2241
2027,121.2204
2027,121.2169
2027,121.2132
2027,121.2097
2028,121.2061
2028,121.2028
2028,121.1998
2028,121.1965
2028,121.1933
2028,121.1901
2028,121.1869
2028,121.1837
2028,121.1804
2028,121.1773
2028,121.1740
2028,121.1708
2029,121.1676
2029,121.1646
2029,121.1619
2029,121.1590
2029,121.1561
2029,121.1531
2029,121.1502
2029,121.1473
2029,121.1443
2029,121.1414
2029,121.1384
2029,121.1356
2030,121.1326
2030,121.1298
2030,121.1273
2030,121.1246
2030,121.1219
2030,121.1192
2030,121.1165
2030,121.1137
2030,121.1110
2030,121.1083
