0 0 5241461.836
3652.4999635 0 4508829.56875
8766 0 3781382.61475
16436.25 0 3431143.05275
24106.499963 0 3048596.8515
31776.749963 0 2277412.731
39081.75 0 1583025.325125
47847.75 0 1116755.107925
54056.999963 0 957832.523875
59901 0 852085.5573
62823 0 817172.2731
65744.999963 0 792195.8467
68666.999963 0 769032.22545
70127.999963 0 759229.649525
70493.249963 0 756946.85785
70858.499963 0 754731.207125
71223.749963 0 752515.5564
82181.25 0 708068.259975
127837.49996 0 664963.782175
173128.49996 0 569556.519
230107.49996 0 313548.1485
286721.25 0 89297.4384375
381686.25 0 2014.227934675
384242.99996 0 2053.38809035
