Year,Elevation
2018,121.644
2019,121.615
2020,121.587
2021,121.559
2022,121.532
2023,121.506
2024,121.481
2025,121.456
2026,121.432
2027,121.408
2028,121.385
2029,121.363
2030,121.341
2031,121.320
2032,121.299
2033,121.279
2034,121.259
2035,121.240
2036,121.221
2037,121.203
2038,121.185
2039,121.168
2040,121.151
2041,121.135
2042,121.119
2043,121.103
2044,121.088
2045,121.073
2046,121.058
2047,121.044
2048,121.031
2049,121.017
2050,121.004
2051,120.991
2052,120.979
2053,120.967
2054,120.955
2055,120.944
2056,120.932
2057,120.921
2058,120.911
2059,120.900
2060,120.890
2061,120.880
2062,120.871
2063,120.861
2064,120.852
2065,120.843
2066,120.835
2067,120.826
2068,120.818
2069,120.810
2070,120.802
2071,120.794
2072,120.787
2073,120.780
2074,120.773
2075,120.766
2076,120.759
2077,120.753
2078,120.746
2079,120.740
2080,120.734
2081,120.728
2082,120.722
2083,120.717
2084,120.711
2085,120.706
2086,120.701
2087,120.695
2088,120.691
2089,120.686
2090,120.681
2091,120.676
2092,120.672
2093,120.668
2094,120.663
2095,120.659
2096,120.655
2097,120.651
2098,120.648
2099,120.644
2100,120.640
2135,120.557
2151,120.538
2494,120.500
2517,120.500
2520,120.500
2521,120.500
2525,120.500
2526,120.500
2527,120.500
2529,120.500
2530,120.500
2533,120.500
2535,120.500
2543,120.500
2550,120.500
2551,120.500
2552,120.500
2570,120.500
