Year,Elevation
2012,121.8104
2012,121.8066
2012,121.8032
2012,121.7994
2012,121.7958
2012,121.7921
2012,121.7885
2012,121.7848
2012,121.7811
2012,121.7774
2012,121.7737
2012,121.7701
2013,121.7664
2013,121.7622
2013,121.7583
2013,121.7541
2013,121.7500
2013,121.7458
2013,121.7417
2013,121.7374
2013,121.7332
2013,121.7291
2013,121.7248
2013,121.7207
2014,121.7165
2014,121.7152
2014,121.7141
2014,121.7128
2014,121.7116
2014,121.7103
2014,121.7090
2014,121.7078
2014,121.7065
2014,121.7052
2014,121.7040
2014,121.7027
2015,121.7014
2015,121.6984
2015,121.6957
2015,121.6927
2015,121.6898
2015,121.6867
2015,121.6838
2015,121.6808
2015,121.6778
2015,121.6748
2015,121.6718
2015,121.6689
2016,121.6659
2016,121.6629
2016,121.6601
2016,121.6571
2016,121.6543
2016,121.6513
2016,121.6484
2016,121.6454
2016,121.6424
2016,121.6396
2016,121.6366
2016,121.6337
2017,121.6307
2017,121.6294
2017,121.6283
2017,121.6270
2017,121.6257
2017,121.6244
2017,121.6231
2017,121.6218
2017,121.6205
2017,121.6193
2017,121.6180
2017,121.6167
2018,121.6154
2018,121.6115
2018,121.6080
2018,121.6041
2018,121.6004
2018,121.5965
2018,121.5927
2018,121.5888
2018,121.5850
2018,121.5812
2018,121.5773
2018,121.5736
2019,121.4575
2019,121.4542
2019,121.4512
2019,121.4479
2019,121.4448
2019,121.4415
2019,121.4383
2019,121.4351
2019,121.4318
2019,121.4286
2019,121.4253
2019,121.4222
2020,121.4189
2020,121.4159
2020,121.4131
2020,121.4101
2020,121.4072
2020,121.4042
2020,121.4013
2020,121.3984
2020,121.3954
2020,121.3925
2020,121.3895
2020,121.3866
2021,121.3836
2021,121.3805
2021,121.3778
2021,121.3748
2021,121.3718
2021,121.3688
2021,121.3658
2021,121.3628
2021,121.3597
2021,121.3568
2021,121.3538
2021,121.3508
2022,121.3478
2022,121.3445
2022,121.3416
2022,121.3384
2022,121.3352
2022,121.3320
2022,121.3288
2022,121.3256
2022,121.3224
2022,121.3192
2022,121.3160
2022,121.3129
2023,121.3096
2023,121.3071
2023,121.3049
2023,121.3024
2023,121.3000
2023,121.2975
2023,121.2951
2023,121.2925
2023,121.2900
2023,121.2876
2023,121.2851
2023,121.2827
2024,121.2802
2024,121.2774
2024,121.2747
2024,121.2719
2024,121.2691
2024,121.2663
2024,121.2635
2024,121.2607
2024,121.2579
2024,121.2551
2024,121.2523
2024,121.2495
2025,121.2467
2025,121.2431
2025,121.2399
2025,121.2363
2025,121.2328
2025,121.2293
2025,121.2258
2025,121.2222
2025,121.2187
2025,121.2152
2025,121.2116
2025,121.2082
2026,121.2046
2026,121.2015
2026,121.1986
2026,121.1955
2026,121.1924
2026,121.1893
2026,121.1862
2026,121.1831
2026,121.1799
2026,121.1769
2026,121.1738
2026,121.1707
2027,121.1676
2027,121.1646
2027,121.1619
2027,121.1589
2027,121.1560
2027,121.1530
2027,121.1501
2027,121.1471
2027,121.1442
2027,121.1413
2027,121.1383
2027,121.1354
2028,121.1324
2028,121.1240
2028,121.1156
2028,121.1071
2029,121.0986
2029,121.0907
2029,121.0826
2029,121.0744
2030,121.0662
2030,121.0586
2030,121.0508
2030,121.0430
2031,121.0351
2031,121.0277
2031,121.0203
2031,121.0127
2032,121.0052
2032,120.9980
2032,120.9908
2032,120.9835
2033,120.9762
2033,120.9694
2033,120.9624
2033,120.9554
2034,120.9484
2034,120.9418
2034,120.9351
2034,120.9284
2035,120.9216
2035,120.9152
2035,120.9088
2035,120.9023
2036,120.8958
2036,120.8934
2036,120.8910
2036,120.8886
2037,120.8862
2037,120.8813
2037,120.8764
2037,120.8714
