Year,Elevation
2012,137.3657
2012,137.3470
2012,137.3294
2012,137.3107
2012,137.2925
2012,137.2737
2012,137.2556
2012,137.2368
2012,137.2181
2012,137.1999
2012,137.1811
2012,137.1630
2013,137.1442
2013,137.1282
2013,137.1136
2013,137.0975
2013,137.0820
2013,137.0659
2013,137.0504
2013,137.0343
2013,137.0182
2013,137.0027
2013,136.9866
2013,136.9710
2014,136.9550
2014,136.9394
2014,136.9254
2014,136.9099
2014,136.8948
2014,136.8793
2014,136.8643
2014,136.8487
2014,136.8332
2014,136.8182
2014,136.8026
2014,136.7876
2015,136.7721
2015,136.7577
2015,136.7447
2015,136.7303
2015,136.7164
2015,136.7020
2015,136.6881
2015,136.6737
2015,136.6593
2015,136.6454
2015,136.6310
2015,136.6171
2016,136.6028
2016,136.5875
2016,136.5732
2016,136.5580
2016,136.5432
2016,136.5280
2016,136.5132
2016,136.4979
2016,136.4827
2016,136.4679
2016,136.4527
2016,136.4379
2017,136.4226
2017,136.4109
2017,136.4004
2017,136.3887
2017,136.3774
2017,136.3657
2017,136.3544
2017,136.3427
2017,136.3310
2017,136.3197
2017,136.3080
2017,136.2966
2018,136.2850
2018,136.2772
2018,136.2702
2018,136.2624
2018,136.2548
2018,136.2471
2018,136.2395
2018,136.2318
2018,136.2240
2018,136.2164
2018,136.2087
2018,136.2011
2019,136.3661
2019,136.3631
2019,136.3603
2019,136.3573
2019,136.3544
2019,136.3514
2019,136.3485
2019,136.3455
2019,136.3425
2019,136.3395
2019,136.3365
2019,136.3336
2020,136.3306
2020,136.3244
2020,136.3186
2020,136.3124
2020,136.3064
2020,136.3002
2020,136.2941
2020,136.2879
2020,136.2817
2020,136.2757
2020,136.2695
2020,136.2635
2021,136.2573
2021,136.2507
2021,136.2448
2021,136.2382
2021,136.2318
2021,136.2253
2021,136.2189
2021,136.2123
2021,136.2057
2021,136.1994
2021,136.1928
2021,136.1864
2022,136.1799
2022,136.1744
2022,136.1694
2022,136.1640
2022,136.1587
2022,136.1532
2022,136.1479
2022,136.1424
2022,136.1369
2022,136.1316
2022,136.1261
2022,136.1208
2023,136.1154
2023,136.1127
2023,136.1104
2023,136.1078
2023,136.1052
2023,136.1026
2023,136.1001
2023,136.0975
2023,136.0948
2023,136.0923
2023,136.0897
2023,136.0872
2024,136.0845
2024,136.0823
2024,136.0801
2024,136.0779
2024,136.0756
2024,136.0733
2024,136.0712
2024,136.0689
2024,136.0666
2024,136.0644
2024,136.0621
2024,136.0599
2025,136.0576
2025,136.0567
2025,136.0559
2025,136.0550
2025,136.0541
2025,136.0532
2025,136.0523
2025,136.0514
2025,136.0504
2025,136.0495
2025,136.0486
2025,136.0477
2026,136.0468
2026,136.0445
2026,136.0424
2026,136.0401
2026,136.0378
2026,136.0355
2026,136.0333
2026,136.0310
2026,136.0287
2026,136.0264
2026,136.0241
2026,136.0219
2027,136.0195
2027,136.0161
2027,136.0130
2027,136.0096
2027,136.0063
2027,136.0029
2027,135.9996
2027,135.9961
2027,135.9927
2027,135.9894
2027,135.9860
2027,135.9827
2028,135.9792
2028,135.9631
2028,135.9470
2028,135.9307
2029,135.9144
2029,135.8944
2029,135.8742
2029,135.8538
2030,135.8333
2030,135.8109
2030,135.7882
2030,135.7652
2031,135.7423
2031,135.7185
2031,135.6944
2031,135.6701
2032,135.6457
2032,135.6209
2032,135.5960
2032,135.5709
2033,135.5458
2033,135.5208
2033,135.4956
2033,135.4702
2034,135.4447
2034,135.4198
2034,135.3946
2034,135.3691
2035,135.3436
2035,135.3190
2035,135.2940
2035,135.2688
2036,135.2435
2036,135.1771
2036,135.1106
2036,135.0435
2037,134.9763
2037,134.9044
2037,134.8316
2037,134.7581
