Year,Elevation
2012,123.2077
2012,123.2036
2012,123.1998
2012,123.1958
2012,123.1919
2012,123.1878
2012,123.1839
2012,123.1799
2012,123.1758
2012,123.1719
2012,123.1679
2012,123.1640
2013,123.1599
2013,123.1558
2013,123.1521
2013,123.1480
2013,123.1440
2013,123.1399
2013,123.1359
2013,123.1318
2013,123.1276
2013,123.1236
2013,123.1195
2013,123.1155
2014,123.1114
2014,123.1088
2014,123.1064
2014,123.1037
2014,123.1012
2014,123.0985
2014,123.0960
2014,123.0933
2014,123.0907
2014,123.0881
2014,123.0855
2014,123.0829
2015,123.0803
2015,123.0772
2015,123.0744
2015,123.0714
2015,123.0684
2015,123.0653
2015,123.0624
2015,123.0593
2015,123.0563
2015,123.0533
2015,123.0502
2015,123.0473
2016,123.0442
2016,123.0413
2016,123.0386
2016,123.0357
2016,123.0330
2016,123.0301
2016,123.0273
2016,123.0244
2016,123.0215
2016,123.0187
2016,123.0158
2016,123.0130
2017,123.0102
2017,123.0079
2017,123.0058
2017,123.0035
2017,123.0013
2017,122.9990
2017,122.9968
2017,122.9945
2017,122.9922
2017,122.9900
2017,122.9877
2017,122.9855
2018,122.9832
2018,122.9800
2018,122.9771
2018,122.9739
2018,122.9708
2018,122.9676
2018,122.9645
2018,122.9613
2018,122.9581
2018,122.9550
2018,122.9518
2018,122.9487
2019,122.9169
2019,122.9119
2019,122.9074
2019,122.9024
2019,122.8975
2019,122.8925
2019,122.8877
2019,122.8827
2019,122.8777
2019,122.8728
2019,122.8678
2019,122.8630
2020,122.8579
2020,122.8533
2020,122.8490
2020,122.8444
2020,122.8400
2020,122.8354
2020,122.8309
2020,122.8263
2020,122.8217
2020,122.8172
2020,122.8126
2020,122.8082
2021,122.8036
2021,122.7996
2021,122.7960
2021,122.7920
2021,122.7881
2021,122.7841
2021,122.7803
2021,122.7763
2021,122.7723
2021,122.7684
2021,122.7644
2021,122.7606
2022,122.7566
2022,122.7529
2022,122.7497
2022,122.7460
2022,122.7425
2022,122.7389
2022,122.7354
2022,122.7318
2022,122.7281
2022,122.7246
2022,122.7210
2022,122.7175
2023,122.7138
2023,122.7104
2023,122.7073
2023,122.7039
2023,122.7005
2023,122.6971
2023,122.6938
2023,122.6904
2023,122.6869
2023,122.6836
2023,122.6802
2023,122.6768
2024,122.6734
2024,122.6701
2024,122.6669
2024,122.6636
2024,122.6604
2024,122.6570
2024,122.6538
2024,122.6505
2024,122.6471
2024,122.6439
2024,122.6405
2024,122.6373
2025,122.6340
2025,122.6308
2025,122.6279
2025,122.6247
2025,122.6216
2025,122.6184
2025,122.6153
2025,122.6121
2025,122.6089
2025,122.6058
2025,122.6026
2025,122.5995
2026,122.5963
2026,122.5930
2026,122.5901
2026,122.5869
2026,122.5837
2026,122.5805
2026,122.5774
2026,122.5741
2026,122.5709
2026,122.5678
2026,122.5645
2026,122.5614
2027,122.5581
2027,122.5546
2027,122.5514
2027,122.5478
2027,122.5444
2027,122.5408
2027,122.5374
2027,122.5338
2027,122.5303
2027,122.5268
2027,122.5233
2027,122.5198
2028,122.5163
2028,122.5128
2028,122.5096
2028,122.5061
2028,122.5028
2028,122.4994
2028,122.4960
2028,122.4926
2028,122.4891
2028,122.4858
2028,122.4823
2028,122.4790
2029,122.4756
2029,122.4723
2029,122.4694
2029,122.4661
2029,122.4630
2029,122.4597
2029,122.4566
2029,122.4533
2029,122.4501
2029,122.4469
2029,122.4436
2029,122.4405
2030,122.4372
2030,122.4342
2030,122.4314
2030,122.4283
2030,122.4253
2030,122.4222
2030,122.4192
2030,122.4161
2030,122.4131
2030,122.4101
2030,122.4070
2030,122.4040
2031,122.4009
2031,122.3980
2031,122.3953
2031,122.3924
2031,122.3895
2031,122.3866
2031,122.3838
2031,122.3808
2031,122.3779
2031,122.3751
2031,122.3721
2031,122.3693
2032,122.3663
2032,122.3635
2032,122.3609
2032,122.3581
2032,122.3554
2032,122.3526
2032,122.3499
2032,122.3470
2032,122.3442
2032,122.3415
2032,122.3387
2032,122.3360
2033,122.3332
2033,122.3305
2033,122.3281
2033,122.3254
2033,122.3228
2033,122.3201
2033,122.3175
2033,122.3148
2033,122.3121
2033,122.3095
2033,122.3068
2033,122.3042
2034,122.3015
2034,122.2989
2034,122.2965
2034,122.2939
2034,122.2914
2034,122.2888
2034,122.2863
2034,122.2837
2034,122.2811
2034,122.2785
2034,122.2759
2034,122.2734
2035,122.2708
2035,122.2683
2035,122.2660
2035,122.2635
2035,122.2610
2035,122.2585
2035,122.2561
2035,122.2536
2035,122.2510
2035,122.2486
2035,122.2461
2035,122.2436
2036,122.2411
2036,122.2387
2036,122.2364
2036,122.2339
2036,122.2316
2036,122.2291
2036,122.2268
2036,122.2243
2036,122.2219
2036,122.2195
2036,122.2171
2036,122.2147
2037,122.2123
2037,122.2101
2037,122.2081
2037,122.2058
2037,122.2037
2037,122.2015
2037,122.1993
2037,122.1971
2037,122.1949
2037,122.1927
2037,122.1905
2037,122.1883
2038,122.1861
2039,122.1649
2040,122.1422
2041,122.1188
2042,122.0959
2043,122.0735
2044,122.0517
2045,122.0304
2046,122.0095
2047,121.9887
2048,121.9684
2049,121.9481
2050,121.9279
2051,121.9077
2052,121.8876
2053,121.8674
2054,121.8477
2055,121.8281
2056,121.8088
2057,121.7894
2058,121.7705
2059,121.7515
2060,121.7327
2061,121.7140
2062,121.6956
2063,121.6773
2064,121.6589
2065,121.6407
2066,121.6227
2067,121.5986
2068,121.5736
2069,121.5495
2070,121.5262
2071,121.5033
2072,121.4812
2073,121.4598
2074,121.4390
2075,121.4189
2076,121.3991
2077,121.3799
2078,121.3610
2079,121.3426
2080,121.3247
2081,121.3069
2082,121.2895
2083,121.2726
2084,121.2559
2085,121.2394
2086,121.2234
2087,121.2077
2088,121.1920
2089,121.1766
2090,121.1615
2091,121.1467
2092,121.1319
2093,121.1175
2094,121.1032
2095,121.0891
2096,121.0751
2097,121.0612
2098,121.0477
2099,121.0342
2100,121.0209
2135,120.6503
