Year,Elevation
2012,121.9776
2012,121.9737
2012,121.9701
2012,121.9663
2012,121.9626
2012,121.9588
2012,121.9550
2012,121.9512
2012,121.9474
2012,121.9437
2012,121.9398
2012,121.9361
2013,121.9323
2013,121.9280
2013,121.9240
2013,121.9197
2013,121.9155
2013,121.9112
2013,121.9070
2013,121.9026
2013,121.8983
2013,121.8941
2013,121.8898
2013,121.8856
2014,121.8812
2014,121.8796
2014,121.8781
2014,121.8765
2014,121.8749
2014,121.8733
2014,121.8717
2014,121.8701
2014,121.8685
2014,121.8669
2014,121.8653
2014,121.8637
2015,121.8621
2015,121.8590
2015,121.8562
2015,121.8531
2015,121.8501
2015,121.8470
2015,121.8440
2015,121.8409
2015,121.8378
2015,121.8348
2015,121.8317
2015,121.8287
2016,121.8256
2016,121.8225
2016,121.8197
2016,121.8167
2016,121.8137
2016,121.8107
2016,121.8077
2016,121.8047
2016,121.8017
2016,121.7987
2016,121.7957
2016,121.7927
2017,121.7897
2017,121.7882
2017,121.7868
2017,121.7853
2017,121.7839
2017,121.7823
2017,121.7809
2017,121.7794
2017,121.7779
2017,121.7764
2017,121.7749
2017,121.7735
2018,121.7719
2018,121.7681
2018,121.7645
2018,121.7607
2018,121.7569
2018,121.7530
2018,121.7493
2018,121.7454
2018,121.7415
2018,121.7377
2018,121.7339
2018,121.7301
2019,121.7129
2019,121.7084
2019,121.7043
2019,121.6998
2019,121.6955
2019,121.6910
2019,121.6867
2019,121.6822
2019,121.6777
2019,121.6734
2019,121.6689
2019,121.6646
2020,121.6601
2020,121.6560
2020,121.6521
2020,121.6479
2020,121.6440
2020,121.6398
2020,121.6358
2020,121.6317
2020,121.6275
2020,121.6235
2020,121.6194
2020,121.6154
2021,121.6113
2021,121.6079
2021,121.6048
2021,121.6013
2021,121.5980
2021,121.5946
2021,121.5913
2021,121.5879
2021,121.5844
2021,121.5811
2021,121.5777
2021,121.5744
2022,121.5710
2022,121.5679
2022,121.5651
2022,121.5620
2022,121.5590
2022,121.5559
2022,121.5529
2022,121.5498
2022,121.5467
2022,121.5437
2022,121.5406
2022,121.5376
2023,121.5345
2023,121.5314
2023,121.5287
2023,121.5257
2023,121.5228
