LOCID,row,column,delx,dely,area,node,IBND,TYPE,X,Y,LOC,Layer
C001095_8,1,95,50,50.00,2500.00,-1.00,1,1,569525.00,141975.00,28,8
C001095_9,1,95,50,50.00,2500.00,-1.00,1,1,569525.00,141975.00,29,9
C001095_10,1,95,50,50.00,2500.00,-1.00,1,1,569525.00,141975.00,30,10
C001096_1,1,96,50,50.00,2500.00,-1.00,1,1,569575.00,141975.00,31,1
C001096_2,1,96,50,50.00,2500.00,-1.00,1,1,569575.00,141975.00,32,2
C001096_3,1,96,50,50.00,2500.00,-1.00,1,1,569575.00,141975.00,33,3
C001096_4,1,96,50,50.00,2500.00,-1.00,1,1,569575.00,141975.00,34,4
C001096_5,1,96,50,50.00,2500.00,-1.00,1,1,569575.00,141975.00,35,5
C001096_6,1,96,50,50.00,2500.00,-1.00,1,1,569575.00,141975.00,36,6
C001096_7,1,96,50,50.00,2500.00,-1.00,1,1,569575.00,141975.00,37,7
C001096_8,1,96,50,50.00,2500.00,-1.00,1,1,569575.00,141975.00,38,8
C001096_9,1,96,50,50.00,2500.00,-1.00,1,1,569575.00,141975.00,39,9
C001096_10,1,96,50,50.00,2500.00,-1.00,1,1,569575.00,141975.00,40,10
C001097_1,1,97,50,50.00,2500.00,-1.00,1,1,569625.00,141975.00,41,1
C001097_2,1,97,50,50.00,2500.00,-1.00,1,1,569625.00,141975.00,42,2
C001097_3,1,97,50,50.00,2500.00,-1.00,1,1,569625.00,141975.00,43,3
C001097_4,1,97,50,50.00,2500.00,-1.00,1,1,569625.00,141975.00,44,4
C001097_5,1,97,50,50.00,2500.00,-1.00,1,1,569625.00,141975.00,45,5
C001097_6,1,97,50,50.00,2500.00,-1.00,1,1,569625.00,141975.00,46,6
C001097_7,1,97,50,50.00,2500.00,-1.00,1,1,569625.00,141975.00,47,7
C001097_8,1,97,50,50.00,2500.00,-1.00,1,1,569625.00,141975.00,48,8
C001097_9,1,97,50,50.00,2500.00,-1.00,1,1,569625.00,141975.00,49,9
C001097_10,1,97,50,50.00,2500.00,-1.00,1,1,569625.00,141975.00,50,10
C001098_1,1,98,50,50.00,2500.00,-1.00,1,1,569675.00,141975.00,51,1
C001098_2,1,98,50,50.00,2500.00,-1.00,1,1,569675.00,141975.00,52,2
C001098_3,1,98,50,50.00,2500.00,-1.00,1,1,569675.00,141975.00,53,3
C001098_4,1,98,50,50.00,2500.00,-1.00,1,1,569675.00,141975.00,54,4
C001098_5,1,98,50,50.00,2500.00,-1.00,1,1,569675.00,141975.00,55,5
C001098_6,1,98,50,50.00,2500.00,-1.00,1,1,569675.00,141975.00,56,6
C001098_7,1,98,50,50.00,2500.00,-1.00,1,1,569675.00,141975.00,57,7
C001098_8,1,98,50,50.00,2500.00,-1.00,1,1,569675.00,141975.00,58,8
C001098_9,1,98,50,50.00,2500.00,-1.00,1,1,569675.00,141975.00,59,9
C001098_10,1,98,50,50.00,2500.00,-1.00,1,1,569675.00,141975.00,60,10
C001099_1,1,99,50,50.00,2500.00,-1.00,1,1,569725.00,141975.00,61,1
C001099_2,1,99,50,50.00,2500.00,-1.00,1,1,569725.00,141975.00,62,2
C001099_3,1,99,50,50.00,2500.00,-1.00,1,1,569725.00,141975.00,63,3
C001099_4,1,99,50,50.00,2500.00,-1.00,1,1,569725.00,141975.00,64,4
C001099_5,1,99,50,50.00,2500.00,-1.00,1,1,569725.00,141975.00,65,5
C001099_6,1,99,50,50.00,2500.00,-1.00,1,1,569725.00,141975.00,66,6
C001099_7,1,99,50,50.00,2500.00,-1.00,1,1,569725.00,141975.00,67,7
C001099_8,1,99,50,50.00,2500.00,-1.00,1,1,569725.00,141975.00,68,8
C001099_9,1,99,50,50.00,2500.00,-1.00,1,1,569725.00,141975.00,69,9
C001099_10,1,99,50,50.00,2500.00,-1.00,1,1,569725.00,141975.00,70,10
C001100_1,1,100,50,50.00,2500.00,-1.00,1,1,569775.00,141975.00,71,1
C001100_2,1,100,50,50.00,2500.00,-1.00,1,1,569775.00,141975.00,72,2
C001100_3,1,100,50,50.00,2500.00,-1.00,1,1,569775.00,141975.00,73,3
C001100_4,1,100,50,50.00,2500.00,-1.00,1,1,569775.00,141975.00,74,4
C001100_5,1,100,50,50.00,2500.00,-1.00,1,1,569775.00,141975.00,75,5
C001100_6,1,100,50,50.00,2500.00,-1.00,1,1,569775.00,141975.00,76,6
C001100_7,1,100,50,50.00,2500.00,-1.00,1,1,569775.00,141975.00,77,7
C001100_8,1,100,50,50.00,2500.00,-1.00,1,1,569775.00,141975.00,78,8
C001100_9,1,100,50,50.00,2500.00,-1.00,1,1,569775.00,141975.00,79,9
C001100_10,1,100,50,50.00,2500.00,-1.00,1,1,569775.00,141975.00,80,10
C001101_1,1,101,50,50.00,2500.00,-1.00,1,1,569825.00,141975.00,81,1
C001101_2,1,101,50,50.00,2500.00,-1.00,1,1,569825.00,141975.00,82,2
C001101_3,1,101,50,50.00,2500.00,-1.00,1,1,569825.00,141975.00,83,3
C001101_4,1,101,50,50.00,2500.00,-1.00,1,1,569825.00,141975.00,84,4
C001101_5,1,101,50,50.00,2500.00,-1.00,1,1,569825.00,141975.00,85,5
C001101_6,1,101,50,50.00,2500.00,-1.00,1,1,569825.00,141975.00,86,6
C001101_7,1,101,50,50.00,2500.00,-1.00,1,1,569825.00,141975.00,87,7
C001101_8,1,101,50,50.00,2500.00,-1.00,1,1,569825.00,141975.00,88,8
C001101_9,1,101,50,50.00,2500.00,-1.00,1,1,569825.00,141975.00,89,9
C001101_10,1,101,50,50.00,2500.00,-1.00,1,1,569825.00,141975.00,90,10
C001102_1,1,102,50,50.00,2500.00,-1.00,1,1,569875.00,141975.00,91,1
C001102_2,1,102,50,50.00,2500.00,-1.00,1,1,569875.00,141975.00,92,2
C001102_3,1,102,50,50.00,2500.00,-1.00,1,1,569875.00,141975.00,93,3
C001102_4,1,102,50,50.00,2500.00,-1.00,1,1,569875.00,141975.00,94,4
C001102_5,1,102,50,50.00,2500.00,-1.00,1,1,569875.00,141975.00,95,5
C001102_6,1,102,50,50.00,2500.00,-1.00,1,1,569875.00,141975.00,96,6
C001102_7,1,102,50,50.00,2500.00,-1.00,1,1,569875.00,141975.00,97,7
C001102_8,1,102,50,50.00,2500.00,-1.00,1,1,569875.00,141975.00,98,8
C001102_9,1,102,50,50.00,2500.00,-1.00,1,1,569875.00,141975.00,99,9
C001102_10,1,102,50,50.00,2500.00,-1.00,1,1,569875.00,141975.00,100,10
C001103_1,1,103,50,50.00,2500.00,-1.00,1,1,569925.00,141975.00,101,1
C001103_2,1,103,50,50.00,2500.00,-1.00,1,1,569925.00,141975.00,102,2
C001103_3,1,103,50,50.00,2500.00,-1.00,1,1,569925.00,141975.00,103,3
C001103_4,1,103,50,50.00,2500.00,-1.00,1,1,569925.00,141975.00,104,4
C001103_5,1,103,50,50.00,2500.00,-1.00,1,1,569925.00,141975.00,105,5
C001103_6,1,103,50,50.00,2500.00,-1.00,1,1,569925.00,141975.00,106,6
C001103_7,1,103,50,50.00,2500.00,-1.00,1,1,569925.00,141975.00,107,7
C001103_8,1,103,50,50.00,2500.00,-1.00,1,1,569925.00,141975.00,108,8
C001103_9,1,103,50,50.00,2500.00,-1.00,1,1,569925.00,141975.00,109,9
C001103_10,1,103,50,50.00,2500.00,-1.00,1,1,569925.00,141975.00,110,10
C001104_1,1,104,50,50.00,2500.00,-1.00,1,1,569975.00,141975.00,111,1
C001104_2,1,104,50,50.00,2500.00,-1.00,1,1,569975.00,141975.00,112,2
C001104_3,1,104,50,50.00,2500.00,-1.00,1,1,569975.00,141975.00,113,3
C001104_4,1,104,50,50.00,2500.00,-1.00,1,1,569975.00,141975.00,114,4
C001104_5,1,104,50,50.00,2500.00,-1.00,1,1,569975.00,141975.00,115,5
C001104_6,1,104,50,50.00,2500.00,-1.00,1,1,569975.00,141975.00,116,6
C001104_7,1,104,50,50.00,2500.00,-1.00,1,1,569975.00,141975.00,117,7
C001104_8,1,104,50,50.00,2500.00,-1.00,1,1,569975.00,141975.00,118,8
C001104_9,1,104,50,50.00,2500.00,-1.00,1,1,569975.00,141975.00,119,9
C001104_10,1,104,50,50.00,2500.00,-1.00,1,1,569975.00,141975.00,120,10
C001105_1,1,105,50,50.00,2500.00,-1.00,1,1,570025.00,141975.00,121,1
C001105_2,1,105,50,50.00,2500.00,-1.00,1,1,570025.00,141975.00,122,2
C001105_3,1,105,50,50.00,2500.00,-1.00,1,1,570025.00,141975.00,123,3
C001105_4,1,105,50,50.00,2500.00,-1.00,1,1,570025.00,141975.00,124,4
C001105_5,1,105,50,50.00,2500.00,-1.00,1,1,570025.00,141975.00,125,5
C001105_6,1,105,50,50.00,2500.00,-1.00,1,1,570025.00,141975.00,126,6
C001105_7,1,105,50,50.00,2500.00,-1.00,1,1,570025.00,141975.00,127,7
C001105_8,1,105,50,50.00,2500.00,-1.00,1,1,570025.00,141975.00,128,8
C001105_9,1,105,50,50.00,2500.00,-1.00,1,1,570025.00,141975.00,129,9
C001105_10,1,105,50,50.00,2500.00,-1.00,1,1,570025.00,141975.00,130,10
C001106_1,1,106,50,50.00,2500.00,-1.00,1,1,570075.00,141975.00,131,1
C001106_2,1,106,50,50.00,2500.00,-1.00,1,1,570075.00,141975.00,132,2
C001106_3,1,106,50,50.00,2500.00,-1.00,1,1,570075.00,141975.00,133,3
C001106_4,1,106,50,50.00,2500.00,-1.00,1,1,570075.00,141975.00,134,4
C001106_5,1,106,50,50.00,2500.00,-1.00,1,1,570075.00,141975.00,135,5
C001106_6,1,106,50,50.00,2500.00,-1.00,1,1,570075.00,141975.00,136,6
C001106_7,1,106,50,50.00,2500.00,-1.00,1,1,570075.00,141975.00,137,7
C001106_8,1,106,50,50.00,2500.00,-1.00,1,1,570075.00,141975.00,138,8
C001106_9,1,106,50,50.00,2500.00,-1.00,1,1,570075.00,141975.00,139,9
C001106_10,1,106,50,50.00,2500.00,-1.00,1,1,570075.00,141975.00,140,10
C001107_1,1,107,50,50.00,2500.00,-1.00,1,1,570125.00,141975.00,141,1
C001107_2,1,107,50,50.00,2500.00,-1.00,1,1,570125.00,141975.00,142,2
C001107_3,1,107,50,50.00,2500.00,-1.00,1,1,570125.00,141975.00,143,3
C001107_4,1,107,50,50.00,2500.00,-1.00,1,1,570125.00,141975.00,144,4
C001107_5,1,107,50,50.00,2500.00,-1.00,1,1,570125.00,141975.00,145,5
C001107_6,1,107,50,50.00,2500.00,-1.00,1,1,570125.00,141975.00,146,6
C001107_7,1,107,50,50.00,2500.00,-1.00,1,1,570125.00,141975.00,147,7
C001107_8,1,107,50,50.00,2500.00,-1.00,1,1,570125.00,141975.00,148,8
C001107_9,1,107,50,50.00,2500.00,-1.00,1,1,570125.00,141975.00,149,9
C001107_10,1,107,50,50.00,2500.00,-1.00,1,1,570125.00,141975.00,150,10
C001108_1,1,108,50,50.00,2500.00,-1.00,1,1,570175.00,141975.00,151,1
C001108_2,1,108,50,50.00,2500.00,-1.00,1,1,570175.00,141975.00,152,2
C001108_3,1,108,50,50.00,2500.00,-1.00,1,1,570175.00,141975.00,153,3
C001108_4,1,108,50,50.00,2500.00,-1.00,1,1,570175.00,141975.00,154,4
C001108_5,1,108,50,50.00,2500.00,-1.00,1,1,570175.00,141975.00,155,5
C001108_6,1,108,50,50.00,2500.00,-1.00,1,1,570175.00,141975.00,156,6
C001108_7,1,108,50,50.00,2500.00,-1.00,1,1,570175.00,141975.00,157,7
C001108_8,1,108,50,50.00,2500.00,-1.00,1,1,570175.00,141975.00,158,8
C001108_9,1,108,50,50.00,2500.00,-1.00,1,1,570175.00,141975.00,159,9
C001108_10,1,108,50,50.00,2500.00,-1.00,1,1,570175.00,141975.00,160,10
C001109_1,1,109,50,50.00,2500.00,-1.00,1,1,570225.00,141975.00,161,1
C001109_2,1,109,50,50.00,2500.00,-1.00,1,1,570225.00,141975.00,162,2
C001109_3,1,109,50,50.00,2500.00,-1.00,1,1,570225.00,141975.00,163,3
C001109_4,1,109,50,50.00,2500.00,-1.00,1,1,570225.00,141975.00,164,4
C001109_5,1,109,50,50.00,2500.00,-1.00,1,1,570225.00,141975.00,165,5
C001109_6,1,109,50,50.00,2500.00,-1.00,1,1,570225.00,141975.00,166,6
C001109_7,1,109,50,50.00,2500.00,-1.00,1,1,570225.00,141975.00,167,7
C001109_8,1,109,50,50.00,2500.00,-1.00,1,1,570225.00,141975.00,168,8
C001109_9,1,109,50,50.00,2500.00,-1.00,1,1,570225.00,141975.00,169,9
C001109_10,1,109,50,50.00,2500.00,-1.00,1,1,570225.00,141975.00,170,10
C001110_1,1,110,50,50.00,2500.00,-1.00,1,1,570275.00,141975.00,171,1
C001110_2,1,110,50,50.00,2500.00,-1.00,1,1,570275.00,141975.00,172,2
C001110_3,1,110,50,50.00,2500.00,-1.00,1,1,570275.00,141975.00,173,3
C001110_4,1,110,50,50.00,2500.00,-1.00,1,1,570275.00,141975.00,174,4
C001110_5,1,110,50,50.00,2500.00,-1.00,1,1,570275.00,141975.00,175,5
C001110_6,1,110,50,50.00,2500.00,-1.00,1,1,570275.00,141975.00,176,6
C001110_7,1,110,50,50.00,2500.00,-1.00,1,1,570275.00,141975.00,177,7
C001110_8,1,110,50,50.00,2500.00,-1.00,1,1,570275.00,141975.00,178,8
C001110_9,1,110,50,50.00,2500.00,-1.00,1,1,570275.00,141975.00,179,9
C001110_10,1,110,50,50.00,2500.00,-1.00,1,1,570275.00,141975.00,180,10
C001111_1,1,111,50,50.00,2500.00,-1.00,1,1,570325.00,141975.00,181,1
C001111_2,1,111,50,50.00,2500.00,-1.00,1,1,570325.00,141975.00,182,2
C001111_3,1,111,50,50.00,2500.00,-1.00,1,1,570325.00,141975.00,183,3
C001111_4,1,111,50,50.00,2500.00,-1.00,1,1,570325.00,141975.00,184,4
C001111_5,1,111,50,50.00,2500.00,-1.00,1,1,570325.00,141975.00,185,5
C001111_6,1,111,50,50.00,2500.00,-1.00,1,1,570325.00,141975.00,186,6
C001111_7,1,111,50,50.00,2500.00,-1.00,1,1,570325.00,141975.00,187,7
C001111_8,1,111,50,50.00,2500.00,-1.00,1,1,570325.00,141975.00,188,8
C001111_9,1,111,50,50.00,2500.00,-1.00,1,1,570325.00,141975.00,189,9
C001111_10,1,111,50,50.00,2500.00,-1.00,1,1,570325.00,141975.00,190,10
C001112_1,1,112,50,50.00,2500.00,-1.00,1,1,570375.00,141975.00,191,1
C001112_2,1,112,50,50.00,2500.00,-1.00,1,1,570375.00,141975.00,192,2
C001112_3,1,112,50,50.00,2500.00,-1.00,1,1,570375.00,141975.00,193,3
C001112_4,1,112,50,50.00,2500.00,-1.00,1,1,570375.00,141975.00,194,4
C001112_5,1,112,50,50.00,2500.00,-1.00,1,1,570375.00,141975.00,195,5
C001112_6,1,112,50,50.00,2500.00,-1.00,1,1,570375.00,141975.00,196,6
C001112_7,1,112,50,50.00,2500.00,-1.00,1,1,570375.00,141975.00,197,7
C001112_8,1,112,50,50.00,2500.00,-1.00,1,1,570375.00,141975.00,198,8
C001112_9,1,112,50,50.00,2500.00,-1.00,1,1,570375.00,141975.00,199,9
C001112_10,1,112,50,50.00,2500.00,-1.00,1,1,570375.00,141975.00,200,10
C001113_1,1,113,50,50.00,2500.00,-1.00,1,1,570425.00,141975.00,201,1
C001113_2,1,113,50,50.00,2500.00,-1.00,1,1,570425.00,141975.00,202,2
C001113_3,1,113,50,50.00,2500.00,-1.00,1,1,570425.00,141975.00,203,3
C001113_4,1,113,50,50.00,2500.00,-1.00,1,1,570425.00,141975.00,204,4
C001113_5,1,113,50,50.00,2500.00,-1.00,1,1,570425.00,141975.00,205,5
C001113_6,1,113,50,50.00,2500.00,-1.00,1,1,570425.00,141975.00,206,6
C001113_7,1,113,50,50.00,2500.00,-1.00,1,1,570425.00,141975.00,207,7
C001113_8,1,113,50,50.00,2500.00,-1.00,1,1,570425.00,141975.00,208,8
C001113_9,1,113,50,50.00,2500.00,-1.00,1,1,570425.00,141975.00,209,9
C001113_10,1,113,50,50.00,2500.00,-1.00,1,1,570425.00,141975.00,210,10
C001114_1,1,114,50,50.00,2500.00,-1.00,1,1,570475.00,141975.00,211,1
C001114_2,1,114,50,50.00,2500.00,-1.00,1,1,570475.00,141975.00,212,2
C001114_3,1,114,50,50.00,2500.00,-1.00,1,1,570475.00,141975.00,213,3
C001114_4,1,114,50,50.00,2500.00,-1.00,1,1,570475.00,141975.00,214,4
C001114_5,1,114,50,50.00,2500.00,-1.00,1,1,570475.00,141975.00,215,5
C001114_6,1,114,50,50.00,2500.00,-1.00,1,1,570475.00,141975.00,216,6
C001114_7,1,114,50,50.00,2500.00,-1.00,1,1,570475.00,141975.00,217,7
C001114_8,1,114,50,50.00,2500.00,-1.00,1,1,570475.00,141975.00,218,8
C001114_9,1,114,50,50.00,2500.00,-1.00,1,1,570475.00,141975.00,219,9
C001114_10,1,114,50,50.00,2500.00,-1.00,1,1,570475.00,141975.00,220,10
C001115_1,1,115,50,50.00,2500.00,-1.00,1,1,570525.00,141975.00,221,1
C001115_2,1,115,50,50.00,2500.00,-1.00,1,1,570525.00,141975.00,222,2
C001115_3,1,115,50,50.00,2500.00,-1.00,1,1,570525.00,141975.00,223,3
C001115_4,1,115,50,50.00,2500.00,-1.00,1,1,570525.00,141975.00,224,4
C001115_5,1,115,50,50.00,2500.00,-1.00,1,1,570525.00,141975.00,225,5
C001115_6,1,115,50,50.00,2500.00,-1.00,1,1,570525.00,141975.00,226,6
C001115_7,1,115,50,50.00,2500.00,-1.00,1,1,570525.00,141975.00,227,7
C001115_8,1,115,50,50.00,2500.00,-1.00,1,1,570525.00,141975.00,228,8
C001115_9,1,115,50,50.00,2500.00,-1.00,1,1,570525.00,141975.00,229,9
C001115_10,1,115,50,50.00,2500.00,-1.00,1,1,570525.00,141975.00,230,10
C001116_1,1,116,50,50.00,2500.00,-1.00,1,1,570575.00,141975.00,231,1
C001116_2,1,116,50,50.00,2500.00,-1.00,1,1,570575.00,141975.00,232,2
C001116_3,1,116,50,50.00,2500.00,-1.00,1,1,570575.00,141975.00,233,3
C001116_4,1,116,50,50.00,2500.00,-1.00,1,1,570575.00,141975.00,234,4
C001116_5,1,116,50,50.00,2500.00,-1.00,1,1,570575.00,141975.00,235,5
C001116_6,1,116,50,50.00,2500.00,-1.00,1,1,570575.00,141975.00,236,6
C001116_7,1,116,50,50.00,2500.00,-1.00,1,1,570575.00,141975.00,237,7
C001116_8,1,116,50,50.00,2500.00,-1.00,1,1,570575.00,141975.00,238,8
C001116_9,1,116,50,50.00,2500.00,-1.00,1,1,570575.00,141975.00,239,9
C001116_10,1,116,50,50.00,2500.00,-1.00,1,1,570575.00,141975.00,240,10
C001117_1,1,117,50,50.00,2500.00,-1.00,1,1,570625.00,141975.00,241,1
C001117_2,1,117,50,50.00,2500.00,-1.00,1,1,570625.00,141975.00,242,2
C001117_3,1,117,50,50.00,2500.00,-1.00,1,1,570625.00,141975.00,243,3
C001117_4,1,117,50,50.00,2500.00,-1.00,1,1,570625.00,141975.00,244,4
C001117_5,1,117,50,50.00,2500.00,-1.00,1,1,570625.00,141975.00,245,5
C001117_6,1,117,50,50.00,2500.00,-1.00,1,1,570625.00,141975.00,246,6
C001117_7,1,117,50,50.00,2500.00,-1.00,1,1,570625.00,141975.00,247,7
C001117_8,1,117,50,50.00,2500.00,-1.00,1,1,570625.00,141975.00,248,8
C001117_9,1,117,50,50.00,2500.00,-1.00,1,1,570625.00,141975.00,249,9
C001117_10,1,117,50,50.00,2500.00,-1.00,1,1,570625.00,141975.00,250,10
C001118_1,1,118,50,50.00,2500.00,-1.00,1,1,570675.00,141975.00,251,1
C001118_2,1,118,50,50.00,2500.00,-1.00,1,1,570675.00,141975.00,252,2
C001118_3,1,118,50,50.00,2500.00,-1.00,1,1,570675.00,141975.00,253,3
C001118_4,1,118,50,50.00,2500.00,-1.00,1,1,570675.00,141975.00,254,4
C001118_5,1,118,50,50.00,2500.00,-1.00,1,1,570675.00,141975.00,255,5
C001118_6,1,118,50,50.00,2500.00,-1.00,1,1,570675.00,141975.00,256,6
C001118_7,1,118,50,50.00,2500.00,-1.00,1,1,570675.00,141975.00,257,7
C001118_8,1,118,50,50.00,2500.00,-1.00,1,1,570675.00,141975.00,258,8
C001118_9,1,118,50,50.00,2500.00,-1.00,1,1,570675.00,141975.00,259,9
C001118_10,1,118,50,50.00,2500.00,-1.00,1,1,570675.00,141975.00,260,10
C001119_1,1,119,50,50.00,2500.00,-1.00,1,1,570725.00,141975.00,261,1
C001119_2,1,119,50,50.00,2500.00,-1.00,1,1,570725.00,141975.00,262,2
C001119_3,1,119,50,50.00,2500.00,-1.00,1,1,570725.00,141975.00,263,3
C001119_4,1,119,50,50.00,2500.00,-1.00,1,1,570725.00,141975.00,264,4
C001119_5,1,119,50,50.00,2500.00,-1.00,1,1,570725.00,141975.00,265,5
C001119_6,1,119,50,50.00,2500.00,-1.00,1,1,570725.00,141975.00,266,6
C001119_7,1,119,50,50.00,2500.00,-1.00,1,1,570725.00,141975.00,267,7
C001119_8,1,119,50,50.00,2500.00,-1.00,1,1,570725.00,141975.00,268,8
C001119_9,1,119,50,50.00,2500.00,-1.00,1,1,570725.00,141975.00,269,9
C001119_10,1,119,50,50.00,2500.00,-1.00,1,1,570725.00,141975.00,270,10
C001120_1,1,120,50,50.00,2500.00,-1.00,1,1,570775.00,141975.00,271,1
C001120_2,1,120,50,50.00,2500.00,-1.00,1,1,570775.00,141975.00,272,2
C001120_3,1,120,50,50.00,2500.00,-1.00,1,1,570775.00,141975.00,273,3
C001120_4,1,120,50,50.00,2500.00,-1.00,1,1,570775.00,141975.00,274,4
C001120_5,1,120,50,50.00,2500.00,-1.00,1,1,570775.00,141975.00,275,5
C001120_6,1,120,50,50.00,2500.00,-1.00,1,1,570775.00,141975.00,276,6
C001120_7,1,120,50,50.00,2500.00,-1.00,1,1,570775.00,141975.00,277,7
C001120_8,1,120,50,50.00,2500.00,-1.00,1,1,570775.00,141975.00,278,8
C001120_9,1,120,50,50.00,2500.00,-1.00,1,1,570775.00,141975.00,279,9
C001120_10,1,120,50,50.00,2500.00,-1.00,1,1,570775.00,141975.00,280,10
C001121_1,1,121,50,50.00,2500.00,-1.00,1,1,570825.00,141975.00,281,1
C001121_2,1,121,50,50.00,2500.00,-1.00,1,1,570825.00,141975.00,282,2
C001121_3,1,121,50,50.00,2500.00,-1.00,1,1,570825.00,141975.00,283,3
C001121_4,1,121,50,50.00,2500.00,-1.00,1,1,570825.00,141975.00,284,4
C001121_5,1,121,50,50.00,2500.00,-1.00,1,1,570825.00,141975.00,285,5
C001121_6,1,121,50,50.00,2500.00,-1.00,1,1,570825.00,141975.00,286,6
C001121_7,1,121,50,50.00,2500.00,-1.00,1,1,570825.00,141975.00,287,7
C001121_8,1,121,50,50.00,2500.00,-1.00,1,1,570825.00,141975.00,288,8
C001121_9,1,121,50,50.00,2500.00,-1.00,1,1,570825.00,141975.00,289,9
C001121_10,1,121,50,50.00,2500.00,-1.00,1,1,570825.00,141975.00,290,10
C001122_1,1,122,50,50.00,2500.00,-1.00,1,1,570875.00,141975.00,291,1
C001122_2,1,122,50,50.00,2500.00,-1.00,1,1,570875.00,141975.00,292,2
C001122_3,1,122,50,50.00,2500.00,-1.00,1,1,570875.00,141975.00,293,3
C001122_4,1,122,50,50.00,2500.00,-1.00,1,1,570875.00,141975.00,294,4
C001122_5,1,122,50,50.00,2500.00,-1.00,1,1,570875.00,141975.00,295,5
C001122_6,1,122,50,50.00,2500.00,-1.00,1,1,570875.00,141975.00,296,6
C001122_7,1,122,50,50.00,2500.00,-1.00,1,1,570875.00,141975.00,297,7
C001122_8,1,122,50,50.00,2500.00,-1.00,1,1,570875.00,141975.00,298,8
C001122_9,1,122,50,50.00,2500.00,-1.00,1,1,570875.00,141975.00,299,9
C001122_10,1,122,50,50.00,2500.00,-1.00,1,1,570875.00,141975.00,300,10
C001123_1,1,123,50,50.00,2500.00,-1.00,1,1,570925.00,141975.00,301,1
C001123_2,1,123,50,50.00,2500.00,-1.00,1,1,570925.00,141975.00,302,2
C001123_3,1,123,50,50.00,2500.00,-1.00,1,1,570925.00,141975.00,303,3
C001123_4,1,123,50,50.00,2500.00,-1.00,1,1,570925.00,141975.00,304,4
C001123_5,1,123,50,50.00,2500.00,-1.00,1,1,570925.00,141975.00,305,5
C001123_6,1,123,50,50.00,2500.00,-1.00,1,1,570925.00,141975.00,306,6
C001123_7,1,123,50,50.00,2500.00,-1.00,1,1,570925.00,141975.00,307,7
C001123_8,1,123,50,50.00,2500.00,-1.00,1,1,570925.00,141975.00,308,8
C001123_9,1,123,50,50.00,2500.00,-1.00,1,1,570925.00,141975.00,309,9
C001123_10,1,123,50,50.00,2500.00,-1.00,1,1,570925.00,141975.00,310,10
C001124_1,1,124,50,50.00,2500.00,-1.00,1,1,570975.00,141975.00,311,1
C001124_2,1,124,50,50.00,2500.00,-1.00,1,1,570975.00,141975.00,312,2
C001124_3,1,124,50,50.00,2500.00,-1.00,1,1,570975.00,141975.00,313,3
C001124_4,1,124,50,50.00,2500.00,-1.00,1,1,570975.00,141975.00,314,4
C001124_5,1,124,50,50.00,2500.00,-1.00,1,1,570975.00,141975.00,315,5
C001124_6,1,124,50,50.00,2500.00,-1.00,1,1,570975.00,141975.00,316,6
