,obsnme,obsval,i,j,time,spec
9251,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:77_j:63_time:2738_spec:ctet,0.0,77,63,2738,ctet
9252,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:2738_spec:ctet,0.5288810286232271,83,80,2738,ctet
9253,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:75_j:62_time:2738_spec:ctet,0.0,75,62,2738,ctet
9254,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:72_j:45_time:2738_spec:ctet,0.0,72,45,2738,ctet
9255,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:118_j:128_time:2738_spec:ctet,0.0,118,128,2738,ctet
9256,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:108_j:113_time:2738_spec:ctet,0.0,108,113,2738,ctet
9257,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:76_j:84_time:2738_spec:ctet,0.0,76,84,2738,ctet
9258,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:101_j:112_time:2738_spec:ctet,0.0,101,112,2738,ctet
9259,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:93_j:112_time:2738_spec:ctet,0.0,93,112,2738,ctet
9260,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:93_j:112_time:2738_spec:ctet,0.0,93,112,2738,ctet
9261,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:87_j:111_time:2738_spec:ctet,0.0,87,111,2738,ctet
9262,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:79_j:110_time:2738_spec:ctet,0.0,79,110,2738,ctet
9263,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:79_j:110_time:2738_spec:ctet,0.0,79,110,2738,ctet
9264,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:72_j:107_time:2738_spec:ctet,0.0,72,107,2738,ctet
9265,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:68_j:45_time:2738_spec:ctet,0.0,68,45,2738,ctet
9266,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:66_j:45_time:2738_spec:ctet,0.0,66,45,2738,ctet
9267,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:64_j:45_time:2738_spec:ctet,0.0,64,45,2738,ctet
9268,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:60_j:95_time:2738_spec:ctet,0.018585047633745955,60,95,2738,ctet
9269,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:65_j:101_time:2738_spec:ctet,0.0,65,101,2738,ctet
9270,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:134_j:145_time:2769_spec:ctet,0.0,134,145,2769,ctet
9271,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:121_j:135_time:2769_spec:ctet,0.0,121,135,2769,ctet
9272,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:127_j:142_time:2769_spec:ctet,0.0,127,142,2769,ctet
9273,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:85_j:45_time:2769_spec:ctet,0.0,85,45,2769,ctet
9274,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:75_j:45_time:2769_spec:ctet,0.0,75,45,2769,ctet
9275,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:95_j:85_time:2769_spec:ctet,0.0,95,85,2769,ctet
9276,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:93_j:76_time:2769_spec:ctet,0.0,93,76,2769,ctet
9277,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:64_time:2769_spec:ctet,0.21908937775563733,89,64,2769,ctet
9278,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:63_time:2769_spec:ctet,0.0,89,63,2769,ctet
9279,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:106_j:72_time:2769_spec:ctet,0.27886725987190863,106,72,2769,ctet
9280,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:64_time:2769_spec:ctet,0.21908937775563733,89,64,2769,ctet
9281,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:94_j:71_time:2769_spec:ctet,0.6860023672308722,94,71,2769,ctet
9282,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:58_time:2769_spec:ctet,0.32780727717524144,97,58,2769,ctet
9283,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:80_time:2769_spec:ctet,0.6018288423651281,89,80,2769,ctet
9284,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:2769_spec:ctet,0.6954861386684965,107,91,2769,ctet
9285,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:92_j:91_time:2769_spec:ctet,0.7599337450629524,92,91,2769,ctet
9286,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:85_j:91_time:2769_spec:ctet,0.35586176040098344,85,91,2769,ctet
9287,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:91_time:2769_spec:ctet,0.6837806022197731,97,91,2769,ctet
9288,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:90_j:87_time:2769_spec:ctet,0.0,90,87,2769,ctet
9289,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:110_j:87_time:2769_spec:ctet,0.0,110,87,2769,ctet
9290,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:99_j:63_time:2769_spec:ctet,0.21582783398688213,99,63,2769,ctet
9291,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:79_time:2769_spec:ctet,0.1588023294823233,107,79,2769,ctet
9292,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2769_spec:ctet,0.6957767547133754,102,91,2769,ctet
9293,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:95_j:74_time:2769_spec:ctet,0.0,95,74,2769,ctet
9294,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:87_j:86_time:2769_spec:ctet,0.0,87,86,2769,ctet
9295,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:86_time:2769_spec:ctet,0.0,97,86,2769,ctet
9296,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:94_j:80_time:2769_spec:ctet,0.0,94,80,2769,ctet
9297,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:103_j:87_time:2769_spec:ctet,0.0,103,87,2769,ctet
9298,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:72_time:2769_spec:ctet,0.37449000401087207,100,72,2769,ctet
9299,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:80_time:2769_spec:ctet,0.9721501658098605,97,80,2769,ctet
9300,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:85_time:2769_spec:ctet,0.0,100,85,2769,ctet
9301,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:106_j:56_time:2769_spec:ctet,0.0,106,56,2769,ctet
9302,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:104_j:53_time:2769_spec:ctet,0.0,104,53,2769,ctet
9303,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:58_time:2769_spec:ctet,0.5486257678523804,102,58,2769,ctet
9304,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:95_j:45_time:2769_spec:ctet,0.0,95,45,2769,ctet
9305,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:45_time:2769_spec:ctet,0.0,105,45,2769,ctet
9306,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:110_j:39_time:2769_spec:ctet,0.0,110,39,2769,ctet
9307,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:111_j:45_time:2769_spec:ctet,0.0,111,45,2769,ctet
9308,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:114_j:43_time:2769_spec:ctet,0.0,114,43,2769,ctet
9309,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:112_j:60_time:2769_spec:ctet,0.0,112,60,2769,ctet
9310,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:53_time:2769_spec:ctet,0.0,105,53,2769,ctet
9311,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:57_time:2769_spec:ctet,0.0,105,57,2769,ctet
9312,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:59_time:2769_spec:ctet,0.0,107,59,2769,ctet
9313,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:60_time:2769_spec:ctet,0.0,116,60,2769,ctet
9314,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:120_j:59_time:2769_spec:ctet,0.0,120,59,2769,ctet
9315,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:58_time:2769_spec:ctet,0.0,100,58,2769,ctet
9316,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:54_time:2769_spec:ctet,0.0,100,54,2769,ctet
9317,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:103_j:58_time:2769_spec:ctet,0.0,103,58,2769,ctet
9318,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:53_time:2769_spec:ctet,0.0,105,53,2769,ctet
9319,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:113_j:60_time:2769_spec:ctet,0.0,113,60,2769,ctet
9320,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:112_j:60_time:2769_spec:ctet,0.0,112,60,2769,ctet
9321,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:111_j:61_time:2769_spec:ctet,0.0,111,61,2769,ctet
9322,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:106_j:58_time:2769_spec:ctet,0.0,106,58,2769,ctet
9323,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:58_time:2769_spec:ctet,0.32780727717524144,97,58,2769,ctet
9324,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:108_j:64_time:2769_spec:ctet,0.7337812839363163,108,64,2769,ctet
9325,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:118_j:63_time:2769_spec:ctet,0.15717060933995125,118,63,2769,ctet
9326,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:115_j:53_time:2769_spec:ctet,0.0,115,53,2769,ctet
9327,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:43_time:2769_spec:ctet,0.0,116,43,2769,ctet
9328,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:118_j:43_time:2769_spec:ctet,0.0,118,43,2769,ctet
9329,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:120_j:42_time:2769_spec:ctet,0.0,120,42,2769,ctet
9330,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:122_j:42_time:2769_spec:ctet,0.0,122,42,2769,ctet
9331,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:51_time:2769_spec:ctet,0.0,116,51,2769,ctet
9332,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:45_time:2769_spec:ctet,0.0,124,45,2769,ctet
9333,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:122_j:40_time:2769_spec:ctet,0.0,122,40,2769,ctet
9334,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:120_j:40_time:2769_spec:ctet,0.0,120,40,2769,ctet
9335,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:41_time:2769_spec:ctet,0.0,116,41,2769,ctet
9336,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:114_j:71_time:2769_spec:ctet,0.35221756515841796,114,71,2769,ctet
9337,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:78_time:2769_spec:ctet,0.09373370795255592,124,78,2769,ctet
9338,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:83_time:2769_spec:ctet,0.09061495729059219,124,83,2769,ctet
9339,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:125_j:75_time:2769_spec:ctet,0.0,125,75,2769,ctet
9340,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:123_j:79_time:2769_spec:ctet,0.2836215431787586,123,79,2769,ctet
9341,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:77_time:2769_spec:ctet,0.0,124,77,2769,ctet
9342,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:127_j:80_time:2769_spec:ctet,0.0,127,80,2769,ctet
9343,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:126_j:80_time:2769_spec:ctet,0.0,126,80,2769,ctet
9344,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:126_j:82_time:2769_spec:ctet,0.0,126,82,2769,ctet
9345,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:77_time:2769_spec:ctet,0.0,124,77,2769,ctet
9346,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:77_time:2769_spec:ctet,0.0,124,77,2769,ctet
9347,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:127_j:83_time:2769_spec:ctet,0.0,127,83,2769,ctet
9348,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:78_time:2769_spec:ctet,0.09373370795255592,124,78,2769,ctet
9349,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:135_j:64_time:2769_spec:ctet,0.0017294377999800155,135,64,2769,ctet
9350,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:142_j:63_time:2769_spec:ctet,0.001972711734313681,142,63,2769,ctet
9351,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:144_j:68_time:2769_spec:ctet,0.001584451056647842,144,68,2769,ctet
9352,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:78_j:91_time:2769_spec:ctet,0.18054295992864766,78,91,2769,ctet
9353,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:72_j:71_time:2769_spec:ctet,0.0,72,71,2769,ctet
9354,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:77_j:63_time:2769_spec:ctet,0.0,77,63,2769,ctet
9355,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:2769_spec:ctet,0.5469821224516116,83,80,2769,ctet
9356,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:75_j:62_time:2769_spec:ctet,0.0,75,62,2769,ctet
9357,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:72_j:45_time:2769_spec:ctet,0.0,72,45,2769,ctet
9358,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:118_j:128_time:2769_spec:ctet,0.0,118,128,2769,ctet
9359,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:108_j:113_time:2769_spec:ctet,0.0,108,113,2769,ctet
9360,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:76_j:84_time:2769_spec:ctet,0.0,76,84,2769,ctet
9361,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:101_j:112_time:2769_spec:ctet,0.0,101,112,2769,ctet
9362,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:93_j:112_time:2769_spec:ctet,0.0,93,112,2769,ctet
9363,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:93_j:112_time:2769_spec:ctet,0.0,93,112,2769,ctet
9364,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:87_j:111_time:2769_spec:ctet,0.0,87,111,2769,ctet
9365,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:79_j:110_time:2769_spec:ctet,0.0,79,110,2769,ctet
9366,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:79_j:110_time:2769_spec:ctet,0.0,79,110,2769,ctet
9367,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:72_j:107_time:2769_spec:ctet,0.0,72,107,2769,ctet
9368,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:68_j:45_time:2769_spec:ctet,0.0,68,45,2769,ctet
9369,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:66_j:45_time:2769_spec:ctet,0.0,66,45,2769,ctet
9370,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:64_j:45_time:2769_spec:ctet,0.0,64,45,2769,ctet
9371,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:60_j:95_time:2769_spec:ctet,0.01898029753918321,60,95,2769,ctet
9372,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:65_j:101_time:2769_spec:ctet,0.0,65,101,2769,ctet
9373,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:134_j:145_time:2800_spec:ctet,0.0,134,145,2800,ctet
9374,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:121_j:135_time:2800_spec:ctet,0.0,121,135,2800,ctet
9375,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:127_j:142_time:2800_spec:ctet,0.0,127,142,2800,ctet
9376,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:85_j:45_time:2800_spec:ctet,0.0,85,45,2800,ctet
9377,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:75_j:45_time:2800_spec:ctet,0.0,75,45,2800,ctet
9378,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:95_j:85_time:2800_spec:ctet,0.0,95,85,2800,ctet
9379,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:93_j:76_time:2800_spec:ctet,0.0,93,76,2800,ctet
9380,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:64_time:2800_spec:ctet,0.21868752119852064,89,64,2800,ctet
9381,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:63_time:2800_spec:ctet,0.0,89,63,2800,ctet
9382,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:106_j:72_time:2800_spec:ctet,0.278260309704257,106,72,2800,ctet
9383,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:64_time:2800_spec:ctet,0.21868752119852064,89,64,2800,ctet
9384,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:94_j:71_time:2800_spec:ctet,0.6858140607114596,94,71,2800,ctet
9385,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:58_time:2800_spec:ctet,0.32738891568511064,97,58,2800,ctet
9386,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:80_time:2800_spec:ctet,0.6023445181343132,89,80,2800,ctet
9387,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:2800_spec:ctet,0.6950807571528912,107,91,2800,ctet
9388,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:92_j:91_time:2800_spec:ctet,0.7590426756540726,92,91,2800,ctet
9389,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:85_j:91_time:2800_spec:ctet,0.3549125889573434,85,91,2800,ctet
9390,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:91_time:2800_spec:ctet,0.6836521274643266,97,91,2800,ctet
9391,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:90_j:87_time:2800_spec:ctet,0.0,90,87,2800,ctet
9392,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:110_j:87_time:2800_spec:ctet,0.0,110,87,2800,ctet
9393,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:99_j:63_time:2800_spec:ctet,0.21548894375310013,99,63,2800,ctet
9394,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:79_time:2800_spec:ctet,0.1587336206724001,107,79,2800,ctet
9395,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2800_spec:ctet,0.6970394908728108,102,91,2800,ctet
9396,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:95_j:74_time:2800_spec:ctet,0.0,95,74,2800,ctet
9397,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:87_j:86_time:2800_spec:ctet,0.0,87,86,2800,ctet
9398,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:86_time:2800_spec:ctet,0.0,97,86,2800,ctet
9399,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:94_j:80_time:2800_spec:ctet,0.0,94,80,2800,ctet
9400,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:103_j:87_time:2800_spec:ctet,0.0,103,87,2800,ctet
9401,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:72_time:2800_spec:ctet,0.37665845821624494,100,72,2800,ctet
9402,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:80_time:2800_spec:ctet,0.9722366502083478,97,80,2800,ctet
9403,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:85_time:2800_spec:ctet,0.0,100,85,2800,ctet
9404,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:106_j:56_time:2800_spec:ctet,0.0,106,56,2800,ctet
9405,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:104_j:53_time:2800_spec:ctet,0.0,104,53,2800,ctet
9406,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:58_time:2800_spec:ctet,0.5481488376340474,102,58,2800,ctet
9407,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:95_j:45_time:2800_spec:ctet,0.0,95,45,2800,ctet
9408,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:45_time:2800_spec:ctet,0.0,105,45,2800,ctet
9409,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:110_j:39_time:2800_spec:ctet,0.0,110,39,2800,ctet
9410,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:111_j:45_time:2800_spec:ctet,0.0,111,45,2800,ctet
9411,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:114_j:43_time:2800_spec:ctet,0.0,114,43,2800,ctet
9412,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:112_j:60_time:2800_spec:ctet,0.0,112,60,2800,ctet
9413,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:53_time:2800_spec:ctet,0.0,105,53,2800,ctet
9414,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:57_time:2800_spec:ctet,0.0,105,57,2800,ctet
9415,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:59_time:2800_spec:ctet,0.0,107,59,2800,ctet
9416,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:60_time:2800_spec:ctet,0.0,116,60,2800,ctet
9417,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:120_j:59_time:2800_spec:ctet,0.0,120,59,2800,ctet
9418,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:58_time:2800_spec:ctet,0.0,100,58,2800,ctet
9419,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:54_time:2800_spec:ctet,0.0,100,54,2800,ctet
9420,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:103_j:58_time:2800_spec:ctet,0.0,103,58,2800,ctet
9421,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:53_time:2800_spec:ctet,0.0,105,53,2800,ctet
9422,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:113_j:60_time:2800_spec:ctet,0.0,113,60,2800,ctet
9423,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:112_j:60_time:2800_spec:ctet,0.0,112,60,2800,ctet
9424,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:111_j:61_time:2800_spec:ctet,0.0,111,61,2800,ctet
9425,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:106_j:58_time:2800_spec:ctet,0.0,106,58,2800,ctet
9426,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:58_time:2800_spec:ctet,0.32738891568511064,97,58,2800,ctet
9427,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:108_j:64_time:2800_spec:ctet,0.7308348087440375,108,64,2800,ctet
9428,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:118_j:63_time:2800_spec:ctet,0.15761907955774523,118,63,2800,ctet
9429,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:115_j:53_time:2800_spec:ctet,0.0,115,53,2800,ctet
9430,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:43_time:2800_spec:ctet,0.0,116,43,2800,ctet
9431,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:118_j:43_time:2800_spec:ctet,0.0,118,43,2800,ctet
9432,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:120_j:42_time:2800_spec:ctet,0.0,120,42,2800,ctet
9433,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:122_j:42_time:2800_spec:ctet,0.0,122,42,2800,ctet
9434,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:51_time:2800_spec:ctet,0.0,116,51,2800,ctet
9435,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:45_time:2800_spec:ctet,0.0,124,45,2800,ctet
9436,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:122_j:40_time:2800_spec:ctet,0.0,122,40,2800,ctet
9437,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:120_j:40_time:2800_spec:ctet,0.0,120,40,2800,ctet
9438,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:41_time:2800_spec:ctet,0.0,116,41,2800,ctet
9439,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:114_j:71_time:2800_spec:ctet,0.35247012148898094,114,71,2800,ctet
9440,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:78_time:2800_spec:ctet,0.09359690126132358,124,78,2800,ctet
9441,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:83_time:2800_spec:ctet,0.09044425860588173,124,83,2800,ctet
9442,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:125_j:75_time:2800_spec:ctet,0.0,125,75,2800,ctet
9443,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:123_j:79_time:2800_spec:ctet,0.2828362826759113,123,79,2800,ctet
