WELL_NAME                WELL_ID                X                Y                TOPSCR                BOTSCR                TOPWEL                BOTWEL                2W_ROW                2W_COL                W2_ROW                W2_COL                E2_ROW                E2_COL
299-E13-19                A5864                573277.66                134061.01                128.22                112.98                223.42                112.78                143                190                232                254                291                97
699-34-41B                A5135                577338.31                133911.73                129.31                121.69                175.03                120.47                0                0                0                0                298                300
699-34-39A                A5134                578013.50                133881.13                123.50                118.21                164.72                113.76                0                0                0                0                299                318
699-34-61                A5463                571395.86                133809.86                128.47                122.38                221.81                116.61                148                152                245                216                300                40
699-34-51                A5137                574269.88                133808.47                117.96                112.76                225.54                108.19                148                210                245                274                300                147
699-34-42                A5136                577165.44                133714.64                125.45                121.27                165.68                109.90                0                0                0                0                302                292
699-33-56                A5133                572922.69                133627.24                123.12                94.47                219.57                85.46                152                183                252                247                304                80
699-33-42                A5132                577020.56                133480.66                122.42                119.37                158.31                119.90                0                0                0                0                307                285
699-32-59                C9603                571800.08                133400.32                124.96                114.29                218.34                91.34                156                161                256                225                308                49
699-32-42                A8516                576976.25                133378.88                125.24                122.19                158.77                119.76                0                0                0                0                309                282
699-32-64                C9601                570451.01                133304.04                128.57                117.91                215.48                91.32                158                134                258                198                310                22
699-32-43                A5127                576902.13                133278.61                124.98                121.93                158.50                119.79                0                0                0                0                311                279
699-32-62                A5128                571008.42                133215.66                129.91                111.31                216.56                63.86                160                145                260                209                312                33
699-31-68                C9416                569598.00                133080.60                129.96                119.29                211.19                75.81                163                116                263                180                315                4
699-31-53A                A8506                573754.45                132960.36                146.52                111.17                216.37                67.94                165                200                265                264                317                121
699-31-53B                A8507                573758.38                132975.11                126.76                125.24                216.68                85.46                165                200                265                264                317                121
699-31-50                C9737                574751.16                132959.20                121.99                111.33                217.03                74.23                165                220                265                284                317                171
699-30-57                C9417                572394.41                132770.78                124.51                113.83                212.20                79.31                169                172                269                236                321                60
699-30-66                C4298                569990.98                132739.19                92.36                89.31                210.48                86.59                170                124                270                188                322                12
699-30-63                C9602                570716.90                132674.86                128.66                119.66                212.58                88.33                171                139                271                203                323                27
699-29-66                C9413                570053.53                132336.94                107.08                100.99                206.87                49.38                178                126                278                190                330                14
699-29-55                C9634                573241.86                132230.23                123.77                114.62                211.40                73.33                180                189                280                253                332                96
699-28-52A                A5111                574187.63                132109.31                124.57                115.46                209.64                -8.29                182                208                282                272                334                143
699-28-55                A8488                573138.39                132010.95                126.69                124.55                206.90                125.21                184                187                284                251                336                90
699-28-40                A5110                577620.55                131929.50                123.99                97.78                171.55                28.29                0                0                0                0                338                310
699-26-38                C8774                579030.19                131469.63                123.09                113.95                165.29                113.51                0                0                0                0                347                338
699-26-34A                A5102                579394.84                131467.55                125.73                122.68                162.06                118.47                0                0                0                0                347                345
699-26-34B                A5420                579629.35                131352.25                125.39                114.76                162.63                112.37                0                0                0                0                349                350
699-26-35A                A5103                579314.11                131347.25                125.97                122.92                163.36                116.88                0                0                0                0                350                344
699-26-35C                A5104                579332.03                131341.83                103.92                100.88                163.37                99.06                0                0                0                0                350                344
699-26-33                A5101                579709.73                131280.29                126.05                119.95                164.31                119.50                0                0                0                0                351                352
699-26-33A                C9404                579709.97                131284.02                122.70                113.56                164.45                113.03                0                0                0                0                351                352
699-25-55                A5098                573089.06                131212.14                127.07                112.57                207.27                111.26                200                186                300                250                352                88
699-25-34A                A5095                579694.87                131230.89                126.08                123.03                162.64                118.45                0                0                0                0                352                351
699-25-34F                C9405                579693.92                131227.61                122.59                113.45                162.55                112.87                0                0                0                0                352                351
699-25-33A                A5094                579712.20                131224.57                103.36                100.31                162.24                84.51                0                0                0                0                352                352
699-25-34D                A5419                579589.79                131190.90                125.26                114.75                164.96                112.23                0                0                0                0                353                349
699-25-34B                A5096                579679.42                131181.36                125.69                122.65                162.37                119.91                0                0                0                0                353                351
699-25-34C                A5097                579635.01                131037.83                125.72                121.06                164.22                120.63                0                0                0                0                356                350
699-25-34E                C8200                579627.83                130965.83                123.04                113.89                164.63                113.21                0                0                0                0                357                350
699-24-35                A5093                579176.84                130914.96                125.53                120.96                165.24                120.89                0                0                0                0                358                341
699-24-36                C8772                578833.70                130874.73                122.98                113.83                167.07                113.05                0                0                0                0                359                334
699-24-34C                A5092                579588.62                130886.87                125.88                121.31                163.34                120.94                0                0                0                0                359                349
699-24-46                A8457                575785.69                130793.84                124.84                121.79                181.20                -26.67                0                0                0                0                361                223
699-24-34B                A5091                579554.12                130771.82                125.76                121.19                163.61                119.42                0                0                0                0                361                349
699-24-34E                C9407                579555.00                130775.05                121.97                112.82                163.76                112.10                0                0                0                0                361                349
699-24-33                A5089                579720.06                130768.37                123.62                113.09                160.81                110.67                0                0                0                0                361                352
699-24-34A                A5090                579522.72                130669.38                125.73                121.16                163.74                121.06                0                0                0                0                363                348
699-24-34D                C9406                579524.70                130672.74                123.01                113.86                163.86                112.81                0                0                0                0                363                348
699-23-33                A8449                579923.19                130630.74                999.00                -999.00                169.67                1.42                0                0                0                0                364                356
699-23-34A                A5087                579486.27                130552.38                125.89                121.22                163.42                121.05                0                0                0                0                365                347
699-23-34B                A8450                579433.03                130384.70                125.44                116.29                163.62                113.78                0                0                0                0                369                346
699-22-35                A8443                579340.58                130309.02                125.54                114.87                163.77                108.83                0                0                0                0                370                344
699-27-8                A5109                587305.00                131498.45                121.72                118.95                142.92                -32.95                0                0                0                0                0                0
699-29-4                A8490                588701.25                132255.33                119.81                114.93                149.94                -212.77                0                0                0                0                0                0
699-2-E14                A8124                594061.32                124028.41                999.00                -999.00                119.73                -227.44                0                0                0                0                0                0
699-31-11                A8503                586434.43                133040.52                85.40                70.16                148.58                -35.82                0                0                0                0                0                0
699-31-17                A8504                584799.52                132968.43                -26.66                -35.81                134.47                -60.60                0                0                0                0                0                0
699-31-31                A5123                580551.69                132794.23                121.22                87.69                162.37                -35.45                0                0                0                0                0                0
699-32-22A                A5126                583197.13                133256.81                124.19                121.29                158.77                106.65                0                0                0                0                0                0
699-32-22B                A8512                583199.80                133240.07                -78.25                -96.96                158.58                -97.91                0                0                0                0                0                0
699-33-14                A8526                585534.34                133606.91                999.00                -999.00                145.28                -29.37                0                0                0                0                0                0
699-3-45                A5122                576204.82                124401.32                126.84                123.79                154.79                101.45                0                0                0                0                0                0
699-34-88                A5138                563010.42                133950.08                144.93                128.47                194.04                -15.66                0                0                0                0                0                0
699-35-27                A8554                581536.12                134066.43                999.00                -999.00                163.10                -264.54                0                0                0                0                0                0
699-35-9                A5142                587123.00                134096.06                119.29                111.67                153.36                99.72                0                0                0                0                0                0
699-36-27                A8566                581803.03                134448.02                999.00                -999.00                163.31                -36.33                0                0                0                0                0                0
699-36-93                A5145                561549.89                134415.60                145.71                7.03                197.53                -15.84                0                0                0                0                0                0
699-37-4                A8575                588550.31                134738.11                999.00                -999.00                150.57                65.53                0                0                0                0                0                0
699-37-E1                A8587                590284.34                134784.15                999.00                -999.00                142.22                47.73                0                0                0                0                0                0
699-37-E4                A8588                590996.25                135407.53                93.09                88.52                118.97                88.49                0                0                0                0                0                0
699-38-15                A8594                585475.31                134951.28                999.00                -999.00                139.65                98.53                0                0                0                0                0                0
699-39-0                A8600                589874.13                135424.39                999.00                -999.00                138.00                34.37                0                0                0                0                0                0
699-39-7A                A8603                587816.13                135438.64                999.00                -999.00                151.16                71.92                0                0                0                0                0                0
699-39-7B                A8604                587805.68                135431.66                999.00                -999.00                151.21                13.44                0                0                0                0                0                0
699-40-1                A5152                589721.94                135665.50                114.24                106.16                134.71                6.69                0                0                0                0                0                0
699-40-12C                A8629                586362.38                135663.83                999.00                -999.00                158.31                77.54                0                0                0                0                0                0
699-40-20                A8637                583830.18                135678.08                999.00                -999.00                147.14                -8.30                0                0                0                0                0                0
699-41-11                A8650                586650.22                136024.84                999.00                -999.00                157.39                26.33                0                0                0                0                0                0
699-41-1A                A8646                589539.53                135965.48                111.89                105.27                132.84                106.11                0                0                0                0                0                0
699-41-23                A5159                582921.87                135903.02                123.34                118.76                143.40                106.82                0                0                0                0                0                0
699-41-25                A8652                582249.31                135887.95                999.00                -999.00                144.17                112.17                0                0                0                0                0                0
699-41-31                A8653                580526.87                136001.75                999.00                -999.00                154.87                52.76                0                0                0                0                0                0
699-42-10                A8662                586950.94                136267.34                999.00                -999.00                152.08                85.02                0                0                0                0                0                0
699-42-12A                A5163                586331.23                136445.41                126.48                101.48                157.78                51.10                0                0                0                0                0                0
699-42-12B                A8663                586332.15                136440.97                114.56                84.08                158.06                81.86                0                0                0                0                0                0
699-42-12C                A8664                586344.30                136459.68                999.00                -999.00                0.00                -46.33                0                0                0                0                0                0
699-42-2                A8660                589310.44                136342.70                109.79                104.91                133.13                104.17                0                0                0                0                0                0
699-42-21                A8665                583404.56                136195.53                999.00                -999.00                142.47                -3.53                0                0                0                0                0                0
699-43-18                A8680                584392.19                136579.65                999.00                -999.00                158.94                9.59                0                0                0                0                0                0
699-43-3                A8677                589054.76                136710.55                999.00                -999.00                128.91                106.05                0                0                0                0                0                0
699-43-88                A8699                562933.53                136620.87                153.72                136.66                197.54                135.67                0                0                0                0                0                0
699-43-89                A5181                562916.18                136619.72                142.80                120.85                197.72                104.15                0                0                0                0                0                0
699-43-9                A8679                587245.51                136505.36                999.00                -999.00                150.98                83.92                0                0                0                0                0                0
699-44-16                A8705                584910.00                137005.95                999.00                -999.00                137.46                20.41                0                0                0                0                0                0
699-44-4                A8703                588805.03                137060.39                111.75                108.09                120.28                102.60                0                0                0                0                0                0
699-44-7                A8704                587839.58                136982.18                999.00                -999.00                134.45                -10.33                0                0                0                0                0                0
699-45-2                A8715                589212.24                137212.39                999.00                -999.00                116.81                102.18                0                0                0                0                0                0
699-46-21B                A5197                583604.13                137556.88                118.88                114.52                160.18                57.47                0                0                0                0                0                0
699-46-3                A8725                588822.67                137688.41                999.00                -999.00                117.86                19.41                0                0                0                0                0                0
699-46-31                A8735                580570.56                137585.79                999.00                -999.00                147.13                -30.57                0                0                0                0                0                0
699-46-32                A8736                580265.50                137574.68                38.04                18.83                144.93                15.39                0                0                0                0                0                0
699-46-4                A8726                588520.00                137434.14                109.87                103.16                117.60                102.97                0                0                0                0                0                0
699-46-5                A8727                588470.35                137484.88                999.00                -999.00                118.23                2.41                0                0                0                0                0                0
699-47-5                A8744                588236.99                137833.31                110.36                103.35                117.53                103.82                0                0                0                0                0                0
699-48-18                A8764                584426.50                138726.34                109.48                107.35                130.39                104.18                0                0                0                0                0                0
699-48-7A                A5213                587892.21                138288.86                114.13                108.03                118.30                101.84                0                0                0                0                0                0
699-48-96                A8776                560516.99                138355.27                54.62                47.00                246.07                17.47                0                0                0                0                0                0
699-49-100A                A8802                559302.73                138506.96                999.00                -999.00                242.65                -126.16                0                0                0                0                0                0
699-49-100B                A8803                559297.86                138506.03                194.31                187.91                242.27                188.93                0                0                0                0                0                0
699-49-100C                A8804                559303.74                138503.23                142.35                119.49                242.18                117.82                0                0                0                0                0                0
699-49-13A                A8784                586060.48                138409.33                999.00                -999.00                126.03                96.46                0                0                0                0                0                0
699-49-13E                A5215                586042.81                138386.48                109.31                103.21                126.83                101.23                0                0                0                0                0                0
699-49-28                A5216                581323.51                138520.87                111.43                108.38                164.22                109.66                0                0                0                0                0                0
699-49-31                A8790                580539.18                138316.52                999.00                -999.00                161.05                -44.69                0                0                0                0                0                0
699-49-32B                A8792                580175.44                138299.18                67.06                55.78                158.40                54.76                0                0                0                0                0                0
699-4-E6                A8131                591590.56                124854.92                111.04                107.99                131.97                103.01                0                0                0                0                0                0
699-50-14                A8807                585642.39                138716.27                999.00                -999.00                120.68                110.62                0                0                0                0                0                0
699-50-28B                A5222                581501.81                138825.55                119.40                116.35                164.80                113.89                0                0                0                0                0                0
699-50-30                A5223                580810.50                138847.44                122.10                118.68                162.22                46.39                0                0                0                0                0                0
699-51-19                A8823                584151.54                138981.12                999.00                -999.00                131.03                84.70                0                0                0                0                0                0
699-52-18B                A8834                584261.17                139364.22                999.00                -999.00                125.69                96.13                0                0                0                0                0                0
699-52-19                A5233                584209.38                139318.38                110.40                98.21                126.31                83.64                0                0                0                0                0                0
699-53-103                A8850                558363.48                139513.17                999.00                -999.00                256.18                -695.71                0                0                0                0                0                0
699-54-18A                A8855                584483.25                140001.97                999.00                -999.00                123.40                -1198.21                0                0                0                0                0                0
699-54-18B                A8856                584477.37                140000.49                109.39                103.29                123.56                103.75                0                0                0                0                0                0
699-54-18D                A8858                584482.10                140003.65                999.00                -999.00                123.57                -1198.04                0                0                0                0                0                0
699-54-19                A5247                584098.21                139922.19                106.67                100.57                117.91                99.63                0                0                0                0                0                0
699-55-21                A5254                583345.49                140212.56                999.00                -999.00                122.04                122.04                0                0                0                0                0                0
699-55-89                A5262                562885.45                140199.17                139.05                122.59                185.29                113.66                0                0                0                0                0                0
699-59-80B                A5278                565636.54                141574.68                130.82                121.98                178.80                118.45                0                0                0                0                0                0
699-6-2A                A8138                589319.93                125195.77                999.00                -999.00                141.65                -137.54                0                0                0                0                0                0
699-63-89                A8956                562902.06                142576.97                143.40                141.88                157.24                90.19                0                0                0                0                0                0
699-8-17                A5333                584674.99                126017.91                128.88                111.50                160.27                99.31                0                0                0                0                0                0
699-8-25                A5334                582298.96                125935.61                124.18                106.81                156.25                103.51                0                0                0                0                0                0
699-8-32                A5335                580384.97                125978.70                123.74                120.39                170.01                107.83                0                0                0                0                0                0
699-9-E2                A5349                590618.56                126132.16                123.66                109.94                128.51                -9.87                0                0                0                0                0                0
699-S11-E12A                A9181                593576.38                120173.53                96.51                52.31                112.51                26.56                0                0                0                0                0                0
699-S12-29                A5365                580739.58                119809.62                103.48                101.96                149.66                91.75                0                0                0                0                0                0
699-S12-3                A5366                589286.09                119631.78                113.77                101.58                133.73                100.20                0                0                0                0                0                0
699-S14-20A                A5367                583899.04                119084.44                122.39                119.25                151.28                98.85                0                0                0                0                0                0
699-S18-E2B                A9199                590574.77                117891.84                114.40                102.21                133.38                57.18                0                0                0                0                0                0
699-S19-11                A5369                586582.39                117799.35                118.84                112.44                148.49                111.92                0                0                0                0                0                0
699-S19-E13                A5370                593835.31                117605.13                105.02                95.88                121.26                96.88                0                0                0                0                0                0
699-S19-E14                A5421                594249.86                117716.19                108.27                101.94                114.97                100.65                0                0                0                0                0                0
699-S20-E10                C4855                593124.37                117366.18                106.45                101.88                120.48                100.82                0                0                0                0                0                0
699-S2-34B                B8101                580454.31                122885.80                999.00                -999.00                0.00                -591.62                0                0                0                0                0                0
699-S3-25                A5373                582460.31                122586.15                124.99                107.31                160.61                107.58                0                0                0                0                0                0
699-S3-E12                A5374                593586.19                122551.36                110.85                95.92                122.30                43.05                0                0                0                0                0                0
699-S5-E2                C7829                590513.70                122123.25                94.49                67.06                139.66                64.68                0                0                0                0                0                0
699-S6-E14A                A5405                594262.35                121569.45                115.79                95.49                116.32                51.70                0                0                0                0                0                0
699-S6-E3                C9870                590987.56                121661.62                114.98                105.84                134.90                101.59                0                0                0                0                0                0
699-S6-E3B                D0004                590918.19                121651.50                113.15                108.55                135.38                106.52                0                0                0                0                0                0
699-S6-E4A                A9152                590984.87                121663.47                114.73                108.72                137.26                101.60                0                0                0                0                0                0
699-S6-E4B                A9153                591117.28                121668.98                116.08                107.24                130.72                100.24                0                0                0                0                0                0
699-S6-E4D                A5406                591076.88                121774.75                121.73                106.49                132.21                88.93                0                0                0                0                0                0
699-S6-E4E                A9155                591039.18                121562.73                112.86                100.06                130.86                94.29                0                0                0                0                0                0
699-S6-E4F                A9156                591106.90                121517.91                112.95                98.32                128.81                97.72                0                0                0                0                0                0
699-S6-E4J                A9159                591185.19                121406.03                114.07                99.44                130.29                99.81                0                0                0                0                0                0
699-S6-E4K                C4072                590867.37                121626.77                114.45                109.87                134.95                108.34                0                0                0                0                0                0
699-S6-E4L                C4073                590915.84                121654.35                114.36                109.79                134.43                106.69                0                0                0                0                0                0
699-S8-19                A5408                584225.88                120963.72                122.52                113.99                154.62                109.51                0                0                0                0                0                0
ENW-MW-1                C3071                589315.00                126893.00                -18.15                -21.11                137.00                115.66                0                0                0                0                0                0
ENW-MW-2                C3072                589299.50                126781.26                119.48                116.53                137.01                115.67                0                0                0                0                0                0
ENW-MW-3                C3073                589398.24                126701.53                118.63                115.67                134.34                115.52                0                0                0                0                0                0
