WELL_NAME                WELL_ID                X                Y                TOPSCR                BOTSCR                TOPWEL                BOTWEL                2W_ROW                2W_COL                W2_ROW                W2_COL                E2_ROW                E2_COL
699-38-68A                A9516                569180.31                134931.60                136.62                127.47                218.90                125.33                126                108                188                172                0                0
299-W19-1                A4944                566886.94                134925.63                151.65                141.44                206.39                114.65                126                62                189                74                0                0
299-W19-91                A4960                566954.50                134926.74                173.76                170.71                207.73                162.01                126                64                189                78                0                0
299-W19-30                A7748                567665.89                134924.48                142.19                136.09                214.28                136.25                126                78                189                113                0                0
299-W19-19                A7744                567826.91                134914.45                142.15                136.05                212.90                134.57                126                81                189                121                0                0
299-W19-48                C4300                567822.93                134925.99                132.27                121.55                212.87                83.63                126                81                189                121                0                0
299-W19-13                A7740                567288.87                134897.26                148.61                136.42                212.97                136.77                127                70                190                94                0                0
299-W19-49                C4695                567568.04                134894.38                134.34                123.68                214.20                98.23                127                76                190                108                0                0
299-W19-26                A7747                567845.48                134894.72                142.25                136.15                212.50                136.30                127                81                190                122                0                0
299-W19-20                A4949                567873.97                134901.07                140.54                134.45                211.72                134.91                126                82                190                124                0                0
299-W19-92                A4961                566939.40                134888.79                172.71                169.66                207.73                162.01                127                63                191                77                0                0
299-W19-21                A4950                566953.38                134879.77                146.17                138.55                207.92                139.03                127                64                191                78                0                0
299-W19-14                A4946                567267.99                134831.14                148.74                135.94                212.39                136.19                128                70                193                93                0                0
299-W19-38                B2463                567780.98                134849.14                140.66                134.57                214.36                135.33                128                80                193                119                0                0
299-W19-46                C3958                567782.67                134842.46                135.66                125.00                214.10                98.58                128                80                193                119                0                0
299-W19-40                B2464                567973.86                134847.38                139.60                133.51                210.85                133.58                128                84                193                129                0                0
299-W18-33                A5450                566723.32                134811.12                143.54                134.38                204.91                134.36                128                59                194                66                0                0
299-W19-93                A4962                566905.32                134826.92                174.79                171.74                207.58                171.01                128                63                194                75                0                0
699-37-82A                A5147                564905.83                134739.55                146.00                139.90                195.18                61.07                130                23                198                23                0                0
299-W18-15                A4932                566380.06                134733.48                150.40                129.25                202.22                126.63                130                52                198                52                0                0
299-W19-105                C4968                567565.15                134745.44                135.17                124.46                212.96                97.44                130                76                198                108                0                0
299-W19-5                A7734                567125.41                134693.48                147.40                139.78                210.53                138.90                131                67                200                86                0                0
299-W19-6                A4959                567133.31                134693.77                94.52                85.07                210.34                81.72                131                67                200                87                0                0
299-W19-2                A4948                567646.64                134694.65                142.13                129.63                212.54                121.10                131                77                200                112                0                0
299-W23-17                A7886                566532.11                134630.76                143.99                134.82                204.14                133.18                132                55                203                57                0                0
699-36-70B                C4299                568427.79                134625.98                133.98                123.32                215.24                85.09                132                93                204                151                0                0
699-37-68                B2732                569273.67                134629.49                137.40                128.25                218.63                128.10                132                110                204                174                0                0
299-W21-2                C4639                568124.39                134573.79                134.84                124.17                214.85                98.72                133                87                206                136                0                0
299-W22-84                C3398                566978.76                134547.62                137.08                126.41                208.51                125.15                134                64                208                79                0                0
299-W22-95                C8240                567170.54                134549.11                132.07                119.87                209.02                112.16                134                68                208                89                0                0
299-W22-43                A4974                567532.48                134539.24                142.70                136.51                211.87                137.50                134                75                208                107                0                0
299-W22-87                C4977                567541.75                134539.88                135.00                124.32                212.02                96.34                134                75                208                107                0                0
299-W22-35                A7854                567156.38                134496.47                146.43                143.68                209.52                143.99                135                68                210                88                0                0
299-W22-40                A4971                567634.57                134509.99                142.83                136.61                212.14                137.46                134                77                210                112                0                0
299-W22-93                C8202                566949.07                134485.98                132.32                121.65                207.63                119.82                135                63                211                77                0                0
299-W22-44                A4975                566955.99                134484.42                144.22                132.97                207.76                132.78                135                64                211                78                0                0
299-W22-41                A4972                567637.04                134479.46                142.70                136.24                211.99                137.22                135                77                211                112                0                0
299-W22-26                A4968                567205.19                134465.23                146.32                130.47                208.38                116.94                135                69                212                90                0                0
299-W22-28                A4969                567433.70                134465.78                144.85                119.85                211.23                119.79                135                73                212                102                0                0
299-W22-22                A4967                567617.25                134464.31                142.36                119.84                211.43                119.69                135                77                212                111                0                0
299-W22-42                A4973                567623.16                134452.20                142.82                136.64                211.81                137.62                135                77                212                111                0                0
299-W22-79                B8552                567629.54                134464.85                136.97                126.36                211.74                124.56                135                77                212                111                0                0
299-W23-13                A4982                566712.80                134445.93                143.55                137.05                204.16                137.65                136                59                213                66                0                0
299-W23-20                C3112                566717.67                134446.19                137.42                126.75                203.81                124.56                136                59                213                66                0                0
299-W22-23                A7844                567586.69                134444.97                150.67                137.54                211.63                118.06                136                76                213                109                0                0
299-W23-12                A4981                566847.44                134424.74                147.57                133.85                204.11                123.34                136                61                214                72                0                0
299-W23-1                A4979                566850.16                134424.77                149.67                132.45                204.06                124.20                136                62                214                73                0                0
299-W22-48                B8812                566996.64                134425.10                138.17                133.60                207.90                132.00                136                64                214                80                0                0
299-W22-94                C8203                567009.82                134429.75                133.18                122.50                208.04                103.55                136                65                214                80                0                0
699-36-67                B2733                569279.50                134425.01                135.65                126.40                219.88                219.88                136                110                214                174                0                0
299-W23-4                A4987                566628.19                134391.88                140.52                126.89                203.00                111.56                137                57                215                61                0                0
299-W22-25                A7846                567180.78                134404.62                146.77                131.84                208.57                106.46                136                68                215                89                0                0
299-W22-88                C4978                568046.48                134390.53                133.58                122.92                213.88                80.37                137                85                215                132                0                0
299-W21-1                A4963                568143.38                134396.34                145.76                138.52                214.14                106.85                137                87                215                137                0                0
299-W22-81                C3123                567000.26                134354.19                136.80                126.14                206.64                124.35                137                65                217                80                0                0
299-W23-7                A4990                566870.36                134342.35                151.64                136.40                203.30                127.10                138                62                218                74                0                0
299-W22-69                C4969                567179.60                134347.83                134.72                124.04                207.96                93.18                138                68                218                89                0                0
299-W23-11                A4980                566512.27                134299.01                152.42                132.61                203.55                131.92                139                55                220                56                0                0
299-W23-14                A4983                566708.69                134290.17                143.40                136.91                203.45                135.05                139                59                220                65                0                0
299-W23-21                C3113                566707.74                134293.99                137.79                126.48                203.36                124.42                139                59                220                65                0                0
299-W22-115                C9430                566939.39                134292.43                133.25                122.58                204.37                121.37                139                63                220                77                0                0
299-W22-45                A4976                566945.16                134292.51                142.75                131.84                204.13                130.97                139                63                220                77                0                0
299-W22-17                A4964                567012.95                134292.28                141.41                125.86                205.70                126.15                139                65                220                81                0                0
699-36-70A                A9901                568466.68                134308.84                136.75                127.52                216.05                81.94                138                94                220                153                0                0
699-35-78A                A5141                566063.56                134271.27                147.11                142.53                202.38                117.34                139                46                221                46                0                0
299-W23-9                A7883                566641.99                134274.63                152.75                132.64                203.71                132.08                139                57                221                62                0                0
299-W23-8                A4991                566707.13                134287.75                150.10                147.05                203.44                131.81                139                59                221                65                0                0
299-W23-10                A7884                566570.35                134256.32                152.53                132.72                203.79                132.16                139                56                222                59                0                0
299-W23-2                A4985                566853.87                134258.59                147.01                136.04                203.25                134.37                139                62                222                73                0                0
299-W22-85                C3399                566902.90                134260.58                137.50                126.86                204.41                125.13                139                63                222                75                0                0
299-W22-1                A7827                566974.56                134268.11                146.50                119.06                205.25                111.98                139                64                222                79                0                0
299-W22-2                A7828                566970.66                134260.13                144.86                117.43                204.73                111.16                139                64                222                79                0                0
299-W22-18                A7842                567009.57                134254.34                140.17                113.96                205.30                113.25                139                65                222                80                0                0
299-W22-4                A7830                567082.81                134254.22                145.51                113.90                206.47                110.15                139                66                222                84                0                0
299-W22-7                A4978                567499.44                134248.06                142.57                136.20                210.54                116.05                140                74                223                105                0                0
299-W23-234                B2828                566785.62                134226.27                -66.08                -69.13                0.00                -68.67                140                60                224                69                0                0
299-W22-39                A4970                566903.88                134213.67                142.94                136.47                204.75                136.69                140                63                224                75                0                0
299-W22-10                A7835                567012.98                134215.14                143.40                113.53                205.86                110.77                140                65                224                81                0                0
299-W22-8                A7833                567741.81                134218.00                141.38                140.25                209.35                122.17                140                79                224                117                0                0
299-W22-49                B8813                566904.38                134201.63                137.51                132.94                204.72                131.87                140                63                225                75                0                0
299-W22-113                C8943                566904.52                134192.75                132.75                123.57                204.75                122.06                141                63                225                75                0                0
299-W22-72                C4970                567237.37                134207.08                135.11                124.44                208.02                98.96                140                69                225                92                0                0
299-W22-12                A7837                567191.08                134184.89                145.33                135.58                208.12                110.28                141                68                226                90                0                0
299-W23-19                B8809                566759.12                134166.65                137.52                128.18                202.49                128.85                141                60                227                68                0                0
299-W23-3                A4986                566851.07                134162.59                149.49                133.64                203.28                132.57                141                62                227                73                0                0
299-W22-82                C3124                567004.73                134167.07                137.21                126.51                206.87                124.58                141                65                227                80                0                0
299-W22-33                A7852                567154.63                134168.02                144.29                142.16                208.18                143.26                141                68                227                88                0                0
299-W23-6                A4989                566871.04                134131.95                137.86                127.80                204.29                128.09                142                62                228                74                0                0
299-W22-116                C9431                566900.50                134139.92                132.54                121.87                204.91                121.00                142                63                228                75                0                0
299-W22-50                B8814                566904.21                134139.71                137.71                133.14                205.02                38.30                142                63                228                75                0                0
299-W22-96                C8241                567351.93                134145.58                133.72                124.58                209.25                122.05                142                72                228                98                0                0
299-W23-15                A4984                566794.00                134127.23                143.16                131.97                200.81                132.23                142                60                229                70                0                0
299-W23-236                C9432                566798.66                134128.15                132.91                122.24                200.65                121.01                142                60                229                70                0                0
299-W22-80                C3115                566842.85                134125.65                137.48                126.81                200.86                124.35                142                61                229                72                0                0
299-W22-46                A4977                566903.85                134127.84                145.75                134.87                205.64                132.18                142                63                229                75                0                0
299-W22-83                C3126                567009.08                134092.55                137.36                126.69                207.02                123.20                143                65                230                80                0                0
299-W22-47                C4667                566908.74                134076.28                135.83                125.16                206.28                100.02                143                63                231                75                0                0
299-W22-89                C7664                566906.77                134031.67                135.10                124.42                206.14                104.77                144                63                233                75                0                0
299-W22-86                C4971                567186.74                134041.31                135.16                124.46                206.42                99.74                144                68                233                89                0                0
299-W22-114                C9411                567726.31                134048.07                131.38                120.71                208.29                68.15                144                79                233                116                0                0
299-W22-9                A7834                567739.69                134042.73                140.46                133.42                207.52                115.77                144                79                233                117                0                0
299-W22-21                A4966                567167.70                134004.30                143.90                133.23                205.65                114.21                144                68                235                88                0                0
299-W22-19                A4965                567623.23                133975.28                143.57                87.80                208.65                71.49                145                77                236                111                0                0
699-35-70                A5140                568566.48                133987.58                140.81                137.76                212.33                113.27                145                96                236                158                0                0
299-W21-3                C9415                568570.76                133980.24                119.87                113.77                212.95                82.95                145                96                236                159                0                0
299-W22-123                C9566                567593.02                133914.00                131.71                122.56                208.85                67.97                146                76                239                110                0                0
299-W22-20                A7843                567593.13                133879.25                144.61                132.66                207.09                115.35                147                76                241                110                0                0
299-W27-3                D0034                566923.55                133756.88                133.48                125.84                206.13                124.69                149                63                247                76                0                0
699-57-83A                A5270                564581.69                140824.85                130.00                116.28                177.17                68.97                8                16                8                16                0                0
699-57-83C                A5274                564528.85                140762.31                -826.29                -845.49                177.70                -899.16                9                15                9                15                0                0
699-55-70                A5260                568528.82                140318.68                131.58                116.65                174.44                111.95                18                95                18                156                0                0
699-55-76                A5261                566722.29                140225.54                134.45                118.90                178.73                106.18                20                59                20                66                0                0
699-51-75                A5232                566976.94                138906.01                136.95                123.23                196.56                80.13                46                64                46                79                0                0
699-50-85                A5229                564129.07                138669.05                138.01                122.77                226.38                43.50                51                7                51                7                0                0
699-50-74                C4697                567359.52                138646.73                132.58                121.90                201.41                98.13                52                72                52                98                0                0
699-49-79                A5221                565769.99                138270.83                141.15                128.96                211.08                122.69                59                40                59                40                0                0
699-48-77D                A8775                566433.30                138119.27                140.25                134.16                206.46                134.01                62                53                62                53                0                0
699-48-77C                A8774                566468.95                138086.80                117.47                111.38                206.59                73.33                63                54                63                54                0                0
699-48-71                A5214                568386.78                138056.67                138.01                118.81                210.86                117.90                63                92                63                149                0                0
699-48-77A                A8772                566413.23                137968.86                141.18                135.09                206.67                67.17                65                53                65                53                0                0
699-45-69C                C5574                568947.12                137233.81                109.81                105.24                222.57                83.89                80                103                80                167                0                0
699-45-69A                A5196                568729.30                137182.68                138.62                110.58                222.14                109.97                81                99                81                163                0                0
699-44-70B                C9740                568670.06                136810.37                102.77                96.67                225.54                69.88                88                98                94                162                0                0
699-34-72                C4972                567859.97                133785.33                133.73                123.06                206.06                78.96                149                82                246                123                0                0
299-W27-1                A8062                567575.12                133750.35                140.34                134.25                206.85                128.52                149                76                247                109                0                0
299-W26-12                A5409                566900.97                133689.86                142.81                136.50                207.02                136.91                151                63                250                75                0                0
299-W26-8                A4994                566645.68                133663.49                143.73                137.55                204.20                138.45                151                57                251                62                0                0
299-W26-11                A4993                566889.22                133680.31                170.71                164.52                206.66                155.15                151                62                251                74                0                0
299-W27-2                A5410                566908.27                133670.35                82.70                79.61                207.40                74.82                151                63                251                75                0                0
699-33-75                C4974                566907.78                133662.48                134.98                124.31                207.36                101.90                151                63                251                75                0                0
699-33-76                C4976                566621.21                133600.43                135.54                124.87                203.94                99.58                152                57                252                61                0                0
699-33-74                C4973                567472.65                133552.16                134.35                123.68                206.12                97.01                153                74                253                104                0                0
299-W26-3                A5444                566348.91                133519.68                999.00                -999.00                199.39                141.48                154                51                254                51                0                0
299-W26-14                B8828                566682.69                133539.21                136.59                125.92                205.43                126.04                154                58                254                64                0                0
299-W26-10                A4992                566683.22                133499.11                143.10                136.97                205.55                137.58                155                58                255                64                0                0
299-W26-6                A5445                566463.38                133406.00                141.38                132.23                200.08                130.89                156                54                256                54                0                0
299-W26-15                D0035                566575.83                133391.21                134.69                127.05                202.28                75.18                157                56                257                59                0                0
699-32-72B                A9525                567935.01                133362.10                138.99                129.84                205.12                127.39                157                83                257                127                0                0
299-W26-13                B8817                566424.39                133293.60                137.41                126.71                199.82                126.66                159                53                259                53                0                0
299-W26-16                D0037                566324.31                133233.15                135.09                127.46                199.49                126.31                160                51                260                51                0                0
299-W26-7                A5446                566325.45                133242.42                142.62                136.36                199.79                136.73                160                51                260                51                0                0
299-W26-9                A4995                566491.85                133228.77                143.33                137.15                200.50                137.65                160                54                260                55                0                0
699-32-70B                A5129                568462.00                133242.25                139.93                129.89                204.20                97.52                160                94                260                153                0                0
699-32-77                A5131                566416.81                133152.48                147.00                133.64                200.34                111.74                161                53                261                53                0                0
699-32-77B                D0036                566402.07                133172.13                134.71                127.06                200.37                69.80                161                53                261                53                0                0
699-32-76                C4975                566683.94                133137.73                134.78                124.11                204.70                99.85                162                58                262                64                0                0
699-31-84B                A5125                564381.56                132984.26                -233.04                -296.14                191.73                -295.95                165                12                265                12                0                0
699-30-73                C9636                567781.90                132789.76                131.45                120.56                202.14                79.51                169                80                269                119                0                0
699-30-70                C9635                568428.93                132581.66                131.16                125.06                198.91                76.43                173                93                273                151                0                0
699-29-78                A5121                566211.56                132413.61                149.07                104.27                198.25                15.37                176                49                276                49                0                0
699-27-68                C9632                569324.76                131676.43                131.29                122.15                197.47                91.28                191                111                291                175                0                0
699-25-70                A5099                568543.72                131171.46                139.63                58.86                192.97                52.76                201                95                301                157                0                0
299-W15-152                C4685                566309.40                135550.00                137.47                126.80                209.87                100.66                0                0                0                0                0                0
399-1-1                A5018                594359.96                116588.84                102.12                92.97                115.83                92.36                0                0                0                0                0                0
399-1-105                C9649                594232.97                116591.73                109.90                108.38                114.78                103.99                0                0                0                0                0                0
399-1-10A                A5411                594346.53                116733.99                106.91                102.34                114.90                101.18                0                0                0                0                0                0
399-1-10B                A8064                594350.85                116728.79                82.69                79.64                115.49                79.21                0                0                0                0                0                0
399-1-11                A5020                594109.81                116660.16                107.87                104.58                116.16                101.74                0                0                0                0                0                0
399-1-118                C9662                594265.06                116509.49                109.96                108.43                114.83                104.07                0                0                0                0                0                0
399-1-12                A5021                594040.22                116548.51                103.75                99.18                118.20                98.38                0                0                0                0                0                0
399-1-129                C9673                594163.93                116445.21                110.35                108.83                115.11                104.59                0                0                0                0                0                0
399-1-139                C9683                594089.10                116513.50                109.85                108.34                114.66                104.21                0                0                0                0                0                0
399-1-13A                A5412                593910.41                116557.26                107.04                102.47                119.46                102.40                0                0                0                0                0                0
