,obsval,obsnme,weight,time,i,j,wellname,obgnme,standard_deviation,datetime
785,0.390812998,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:135_j:64_time:3288_spec:ctet,0.001,3288,135,64,299-w22-90,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2020-12-31
786,0.346062568,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:135_j:64_time:3319_spec:ctet,0.001,3319,135,64,299-w22-90,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2021-01-31
787,0.286296025,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:135_j:64_time:3347_spec:ctet,0.001,3347,135,64,299-w22-90,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2021-02-28
788,0.305602302,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:135_j:64_time:3378_spec:ctet,0.001,3378,135,64,299-w22-90,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2021-03-31
789,0.286145682,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:135_j:64_time:3408_spec:ctet,0.001,3408,135,64,299-w22-90,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2021-04-30
790,0.283895314,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:135_j:64_time:3439_spec:ctet,0.001,3439,135,64,299-w22-90,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2021-05-31
791,0.295962046,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:135_j:64_time:3469_spec:ctet,0.001,3469,135,64,299-w22-90,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2021-06-30
792,0.336972235,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:135_j:64_time:3500_spec:ctet,0.001,3500,135,64,299-w22-90,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2021-07-31
793,0.331543366,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:135_j:64_time:3531_spec:ctet,0.001,3531,135,64,299-w22-90,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2021-08-31
794,0.302827531,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:135_j:64_time:3561_spec:ctet,0.001,3561,135,64,299-w22-90,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2021-09-30
795,0.301204708,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:135_j:64_time:3592_spec:ctet,0.001,3592,135,64,299-w22-90,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2021-10-31
796,0.277720334,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:135_j:64_time:3622_spec:ctet,0.001,3622,135,64,299-w22-90,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2021-11-30
797,0.283959307,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:135_j:64_time:3653_spec:ctet,0.001,3653,135,64,299-w22-90,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2021-12-31
798,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:213_spec:ctet,0.001,213,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2012-07-31
799,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:244_spec:ctet,0.001,244,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2012-08-31
800,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:274_spec:ctet,0.001,274,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2012-09-30
801,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:305_spec:ctet,0.001,305,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2012-10-31
802,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:335_spec:ctet,0.001,335,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2012-11-30
803,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:366_spec:ctet,0.001,366,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2012-12-31
804,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:397_spec:ctet,0.001,397,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2013-01-31
805,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:425_spec:ctet,0.001,425,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2013-02-28
806,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:456_spec:ctet,0.001,456,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2013-03-31
807,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:486_spec:ctet,0.001,486,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2013-04-30
808,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:517_spec:ctet,0.001,517,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2013-05-31
809,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:547_spec:ctet,0.001,547,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2013-06-30
810,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:578_spec:ctet,0.001,578,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2013-07-31
811,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:609_spec:ctet,0.001,609,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2013-08-31
812,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:639_spec:ctet,0.001,639,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2013-09-30
813,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:670_spec:ctet,0.001,670,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2013-10-31
814,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:700_spec:ctet,0.001,700,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2013-11-30
815,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:731_spec:ctet,0.001,731,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2013-12-31
816,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:762_spec:ctet,0.001,762,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2014-01-31
817,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:790_spec:ctet,0.001,790,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2014-02-28
818,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:821_spec:ctet,0.001,821,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2014-03-31
819,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:851_spec:ctet,0.001,851,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2014-04-30
820,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:882_spec:ctet,0.001,882,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2014-05-31
821,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:912_spec:ctet,0.001,912,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2014-06-30
822,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:943_spec:ctet,0.001,943,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2014-07-31
823,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:974_spec:ctet,0.001,974,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2014-08-31
824,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1004_spec:ctet,0.001,1004,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2014-09-30
825,0.042812967,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1035_spec:ctet,0.001,1035,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2014-10-31
826,2.614543601,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1065_spec:ctet,0.001,1065,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2014-11-30
827,3.600512787,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1096_spec:ctet,0.001,1096,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2014-12-31
828,3.414753849,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1127_spec:ctet,0.001,1127,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2015-01-31
829,3.339524227,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1155_spec:ctet,0.001,1155,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2015-02-28
830,4.708771669,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1186_spec:ctet,0.001,1186,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2015-03-31
831,3.492653477,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1216_spec:ctet,0.001,1216,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2015-04-30
832,4.328524145,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1247_spec:ctet,0.001,1247,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2015-05-31
833,4.86774458,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1277_spec:ctet,0.001,1277,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2015-06-30
834,5.611172282,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1308_spec:ctet,0.001,1308,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2015-07-31
835,5.294483948,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1339_spec:ctet,0.001,1339,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2015-08-31
836,4.942506891,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1369_spec:ctet,0.001,1369,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2015-09-30
837,5.557015087,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1400_spec:ctet,0.001,1400,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2015-10-31
838,5.33103067,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1430_spec:ctet,0.001,1430,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2015-11-30
839,5.038647861,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1461_spec:ctet,0.001,1461,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2015-12-31
840,2.349518683,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1492_spec:ctet,0.001,1492,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2016-01-31
841,2.900969803,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1521_spec:ctet,0.001,1521,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2016-02-29
842,2.436438798,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1552_spec:ctet,0.001,1552,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2016-03-31
843,0.067418183,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1582_spec:ctet,0.001,1582,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2016-04-30
844,0.002584719,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1613_spec:ctet,0.001,1613,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2016-05-31
845,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1643_spec:ctet,0.001,1643,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2016-06-30
846,2.322343556,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1674_spec:ctet,0.001,1674,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2016-07-31
847,2.783980541,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1705_spec:ctet,0.001,1705,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2016-08-31
848,4.72845534,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1735_spec:ctet,0.001,1735,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2016-09-30
849,2.583685633,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1766_spec:ctet,0.001,1766,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2016-10-31
850,4.454745833,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1796_spec:ctet,0.001,1796,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2016-11-30
851,5.399168504,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1827_spec:ctet,0.001,1827,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2016-12-31
852,4.739507657,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1858_spec:ctet,0.001,1858,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2017-01-31
853,3.652588441,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1886_spec:ctet,0.001,1886,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2017-02-28
854,3.056347327,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1917_spec:ctet,0.001,1917,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2017-03-31
855,2.763350531,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1947_spec:ctet,0.001,1947,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2017-04-30
856,4.397360861,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1978_spec:ctet,0.001,1978,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2017-05-31
857,4.999064358,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2008_spec:ctet,0.001,2008,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2017-06-30
858,5.954941429,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2039_spec:ctet,0.001,2039,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2017-07-31
859,1.057478657,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2070_spec:ctet,0.001,2070,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2017-08-31
860,6.401323187,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2100_spec:ctet,0.001,2100,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2017-09-30
861,6.747899282,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2131_spec:ctet,0.001,2131,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2017-10-31
862,7.500587759,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2161_spec:ctet,0.001,2161,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2017-11-30
863,8.33403006,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2192_spec:ctet,0.001,2192,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2017-12-31
864,8.509805614,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2223_spec:ctet,0.001,2223,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2018-01-31
865,8.070633545,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2251_spec:ctet,0.001,2251,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2018-02-28
866,7.577187203,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2282_spec:ctet,0.001,2282,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2018-03-31
867,7.003161748,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2312_spec:ctet,0.001,2312,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2018-04-30
868,7.814800264,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2343_spec:ctet,0.001,2343,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2018-05-31
869,7.20756809,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2373_spec:ctet,0.001,2373,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2018-06-30
870,4.68456979,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2404_spec:ctet,0.001,2404,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2018-07-31
871,7.811781349,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2435_spec:ctet,0.001,2435,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2018-08-31
872,7.461270689,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2465_spec:ctet,0.001,2465,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2018-09-30
873,8.62737667,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2496_spec:ctet,0.001,2496,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2018-10-31
874,9.543810743,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2526_spec:ctet,0.001,2526,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2018-11-30
875,7.202801993,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2557_spec:ctet,0.001,2557,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2018-12-31
876,6.080936254,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2588_spec:ctet,0.001,2588,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2019-01-31
877,6.649782287,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2616_spec:ctet,0.001,2616,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2019-02-28
878,8.345932471,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2647_spec:ctet,0.001,2647,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2019-03-31
879,6.425908084,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2677_spec:ctet,0.001,2677,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2019-04-30
880,7.941781882,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2708_spec:ctet,0.001,2708,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2019-05-31
881,7.144702024,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2738_spec:ctet,0.001,2738,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2019-06-30
882,8.506987531,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2769_spec:ctet,0.001,2769,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2019-07-31
883,6.904235094,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2800_spec:ctet,0.001,2800,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2019-08-31
884,6.648321138,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2830_spec:ctet,0.001,2830,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2019-09-30
885,6.092666311,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2861_spec:ctet,0.001,2861,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2019-10-31
886,6.923227883,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2891_spec:ctet,0.001,2891,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2019-11-30
887,7.818403094,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2922_spec:ctet,0.001,2922,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2019-12-31
888,8.453352726,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2953_spec:ctet,0.001,2953,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2020-01-31
889,7.859731431,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:2982_spec:ctet,0.001,2982,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2020-02-29
890,8.197732846,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:3013_spec:ctet,0.001,3013,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2020-03-31
891,7.707737878,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:3043_spec:ctet,0.001,3043,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2020-04-30
892,7.675318917,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:3074_spec:ctet,0.001,3074,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2020-05-31
893,7.608118725,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:3104_spec:ctet,0.001,3104,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2020-06-30
894,7.815982362,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:3135_spec:ctet,0.001,3135,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2020-07-31
895,7.449054636,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:3166_spec:ctet,0.001,3166,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2020-08-31
896,6.770472358,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:3196_spec:ctet,0.001,3196,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2020-09-30
897,6.496678281,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:3227_spec:ctet,0.001,3227,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2020-10-31
898,6.005600813,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:3257_spec:ctet,0.001,3257,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2020-11-30
899,5.999124185,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:3288_spec:ctet,0.001,3288,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2020-12-31
900,6.992903206,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:3319_spec:ctet,0.001,3319,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2021-01-31
901,6.441359062,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:3347_spec:ctet,0.001,3347,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2021-02-28
902,5.967367392,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:3378_spec:ctet,0.001,3378,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2021-03-31
903,4.691915497,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:3408_spec:ctet,0.001,3408,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2021-04-30
904,4.16575657,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:3439_spec:ctet,0.001,3439,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2021-05-31
905,4.370293148,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:3469_spec:ctet,0.001,3469,102,91,299-w14-22,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2021-06-30
