,obsval,obsnme,weight,time,i,j,wellname,obgnme,standard_deviation,datetime
1554,17.43605684,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:2404_spec:ctet,0.001,2404,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2018-07-31
1555,16.77890171,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:2435_spec:ctet,0.001,2435,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2018-08-31
1556,15.14922581,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:2465_spec:ctet,0.001,2465,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2018-09-30
1557,17.74065741,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:2496_spec:ctet,0.001,2496,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2018-10-31
1558,17.58783106,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:2526_spec:ctet,0.001,2526,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2018-11-30
1559,16.67000637,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:2557_spec:ctet,0.001,2557,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2018-12-31
1560,13.09490847,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:2588_spec:ctet,0.001,2588,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2019-01-31
1561,9.459268728,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:2616_spec:ctet,0.001,2616,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2019-02-28
1562,10.89483753,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:2647_spec:ctet,0.001,2647,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2019-03-31
1563,10.1489675,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:2677_spec:ctet,0.001,2677,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2019-04-30
1564,13.13135356,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:2708_spec:ctet,0.001,2708,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2019-05-31
1565,7.849253277,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:2738_spec:ctet,0.001,2738,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2019-06-30
1566,11.4974438,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:2769_spec:ctet,0.001,2769,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2019-07-31
1567,10.11591258,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:2800_spec:ctet,0.001,2800,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2019-08-31
1568,8.80198949,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:2830_spec:ctet,0.001,2830,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2019-09-30
1569,9.341883697,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:2861_spec:ctet,0.001,2861,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2019-10-31
1570,10.80135958,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:2891_spec:ctet,0.001,2891,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2019-11-30
1571,12.4792454,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:2922_spec:ctet,0.001,2922,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2019-12-31
1572,15.11721306,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:2953_spec:ctet,0.001,2953,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2020-01-31
1573,14.29605879,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:2982_spec:ctet,0.001,2982,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2020-02-29
1574,15.08974072,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:3013_spec:ctet,0.001,3013,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2020-03-31
1575,14.38213652,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:3043_spec:ctet,0.001,3043,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2020-04-30
1576,14.50955306,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:3074_spec:ctet,0.001,3074,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2020-05-31
1577,14.53848235,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:3104_spec:ctet,0.001,3104,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2020-06-30
1578,15.36107518,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:3135_spec:ctet,0.001,3135,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2020-07-31
1579,15.11623825,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:3166_spec:ctet,0.001,3166,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2020-08-31
1580,13.78145994,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:3196_spec:ctet,0.001,3196,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2020-09-30
1581,13.56003263,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:3227_spec:ctet,0.001,3227,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2020-10-31
1582,12.38635693,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:3257_spec:ctet,0.001,3257,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2020-11-30
1583,11.96502953,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:3288_spec:ctet,0.001,3288,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2020-12-31
1584,10.78200666,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:3319_spec:ctet,0.001,3319,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2021-01-31
1585,9.002937566,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:3347_spec:ctet,0.001,3347,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2021-02-28
1586,9.636256215,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:3378_spec:ctet,0.001,3378,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2021-03-31
1587,8.927982895,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:3408_spec:ctet,0.001,3408,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2021-04-30
1588,9.049601558,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:3439_spec:ctet,0.001,3439,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2021-05-31
1589,7.191438709,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:3469_spec:ctet,0.001,3469,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2021-06-30
1590,4.478152595,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:3500_spec:ctet,0.001,3500,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2021-07-31
1591,4.706992652,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:3531_spec:ctet,0.001,3531,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2021-08-31
1592,5.818355009,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:3561_spec:ctet,0.001,3561,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2021-09-30
1593,8.026619004,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:3592_spec:ctet,0.001,3592,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2021-10-31
1594,8.544391547,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:3622_spec:ctet,0.001,3622,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2021-11-30
1595,8.897576623,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:3653_spec:ctet,0.001,3653,83,80,299-w6-15,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2021-12-31
1596,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:213_spec:ctet,0.001,213,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2012-07-31
1597,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:244_spec:ctet,0.001,244,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2012-08-31
1598,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:274_spec:ctet,0.001,274,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2012-09-30
1599,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:305_spec:ctet,0.001,305,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2012-10-31
1600,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:335_spec:ctet,0.001,335,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2012-11-30
1601,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:366_spec:ctet,0.001,366,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2012-12-31
1602,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:397_spec:ctet,0.001,397,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2013-01-31
1603,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:425_spec:ctet,0.001,425,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2013-02-28
1604,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:456_spec:ctet,0.001,456,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2013-03-31
1605,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:486_spec:ctet,0.001,486,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2013-04-30
1606,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:517_spec:ctet,0.001,517,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2013-05-31
1607,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:547_spec:ctet,0.001,547,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2013-06-30
1608,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:578_spec:ctet,0.001,578,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2013-07-31
1609,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:609_spec:ctet,0.001,609,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2013-08-31
1610,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:639_spec:ctet,0.001,639,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2013-09-30
1611,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:670_spec:ctet,0.001,670,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2013-10-31
1612,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:700_spec:ctet,0.001,700,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2013-11-30
1613,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:731_spec:ctet,0.001,731,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2013-12-31
1614,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:762_spec:ctet,0.001,762,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2014-01-31
1615,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:790_spec:ctet,0.001,790,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2014-02-28
1616,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:821_spec:ctet,0.001,821,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2014-03-31
1617,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:851_spec:ctet,0.001,851,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2014-04-30
1618,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:882_spec:ctet,0.001,882,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2014-05-31
1619,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:912_spec:ctet,0.001,912,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2014-06-30
1620,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:943_spec:ctet,0.001,943,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2014-07-31
1621,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:974_spec:ctet,0.001,974,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2014-08-31
1622,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1004_spec:ctet,0.001,1004,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2014-09-30
1623,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1035_spec:ctet,0.001,1035,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2014-10-31
1624,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1065_spec:ctet,0.001,1065,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2014-11-30
1625,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1096_spec:ctet,0.001,1096,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2014-12-31
1626,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1127_spec:ctet,0.001,1127,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2015-01-31
1627,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1155_spec:ctet,0.001,1155,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2015-02-28
1628,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1186_spec:ctet,0.001,1186,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2015-03-31
1629,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1216_spec:ctet,0.001,1216,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2015-04-30
1630,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1247_spec:ctet,0.001,1247,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2015-05-31
1631,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1277_spec:ctet,0.001,1277,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2015-06-30
1632,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1308_spec:ctet,0.001,1308,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2015-07-31
1633,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1339_spec:ctet,0.001,1339,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2015-08-31
1634,0.0,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1369_spec:ctet,0.001,1369,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2015-09-30
1635,0.000794936,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1400_spec:ctet,0.001,1400,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2015-10-31
1636,0.006794323,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1430_spec:ctet,0.001,1430,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2015-11-30
1637,1.549003455,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1461_spec:ctet,0.001,1461,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2015-12-31
1638,2.585275839,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1492_spec:ctet,0.001,1492,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2016-01-31
1639,1.156824706,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1521_spec:ctet,0.001,1521,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2016-02-29
1640,0.372286422,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1552_spec:ctet,0.001,1552,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2016-03-31
1641,0.803170496,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1582_spec:ctet,0.001,1582,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2016-04-30
1642,0.001234316,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1613_spec:ctet,0.001,1613,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2016-05-31
1643,0.119753477,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1643_spec:ctet,0.001,1643,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2016-06-30
1644,1.451109257,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1674_spec:ctet,0.001,1674,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2016-07-31
1645,0.912182768,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1705_spec:ctet,0.001,1705,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2016-08-31
1646,1.953838451,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1735_spec:ctet,0.001,1735,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2016-09-30
1647,0.604718963,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1766_spec:ctet,0.001,1766,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2016-10-31
1648,1.93964317,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1796_spec:ctet,0.001,1796,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2016-11-30
1649,2.54260149,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1827_spec:ctet,0.001,1827,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2016-12-31
1650,2.499444531,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1858_spec:ctet,0.001,1858,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2017-01-31
1651,2.090826818,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1886_spec:ctet,0.001,1886,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2017-02-28
1652,2.134791028,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1917_spec:ctet,0.001,1917,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2017-03-31
1653,1.895313275,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1947_spec:ctet,0.001,1947,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2017-04-30
1654,2.261872832,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1978_spec:ctet,0.001,1978,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2017-05-31
1655,2.291873514,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:2008_spec:ctet,0.001,2008,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2017-06-30
1656,2.486812666,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:2039_spec:ctet,0.001,2039,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2017-07-31
1657,0.254888303,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:2070_spec:ctet,0.001,2070,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2017-08-31
1658,2.343373782,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:2100_spec:ctet,0.001,2100,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2017-09-30
1659,2.904270109,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:2131_spec:ctet,0.001,2131,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2017-10-31
1660,2.630983729,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:2161_spec:ctet,0.001,2161,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2017-11-30
1661,2.89354317,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:2192_spec:ctet,0.001,2192,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2017-12-31
1662,3.721402717,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:2223_spec:ctet,0.001,2223,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2018-01-31
1663,4.619785181,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:2251_spec:ctet,0.001,2251,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2018-02-28
1664,3.894459503,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:2282_spec:ctet,0.001,2282,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2018-03-31
1665,3.696504472,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:2312_spec:ctet,0.001,2312,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2018-04-30
1666,5.013029097,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:2343_spec:ctet,0.001,2343,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2018-05-31
1667,5.344303654,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:2373_spec:ctet,0.001,2373,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2018-06-30
1668,2.786062627,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:2404_spec:ctet,0.001,2404,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2018-07-31
1669,3.704530107,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:2435_spec:ctet,0.001,2435,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2018-08-31
1670,3.172352983,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:2465_spec:ctet,0.001,2465,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2018-09-30
1671,3.030005326,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:2496_spec:ctet,0.001,2496,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2018-10-31
1672,3.730809574,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:2526_spec:ctet,0.001,2526,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2018-11-30
1673,4.399048023,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:2557_spec:ctet,0.001,2557,107,91,299-w11-97,oname:sim_equiv_mass_ext.csv_spec:ctet,8.0,2018-12-31
