,index,row,column,1993_iodine_conc,1998_iodine_conc,2003_iodine_conc,2008_iodine_conc,2013_iodine_conc,2018_iodine_conc
0,44,5,60,0.0,0.0,0.0,0.0,0.0,0.0
1,45,5,61,0.0,0.0,0.0,0.0,0.0,0.0
2,46,5,62,0.0,0.0,0.0,0.0,0.0,0.0
3,47,5,63,0.0,0.0,0.0,0.0,0.0,0.0
4,48,5,64,0.0,0.0,0.0,0.0,0.0,0.0
5,49,5,65,0.0,0.0,0.0,1.0,0.0,0.0
6,50,5,66,0.0,0.0,0.0,1.0,0.0,0.0
7,51,5,67,0.0,0.0,0.0,1.0,0.0,0.0
8,52,5,68,0.0,0.0,0.0,1.0,0.0,0.0
9,53,5,69,0.0,0.0,0.0,0.0,0.0,0.0
10,54,5,70,0.0,0.0,0.0,0.0,0.0,0.0
11,55,5,71,0.0,0.0,0.0,0.0,0.0,0.0
12,56,5,72,0.0,0.0,0.0,0.0,0.0,0.0
13,57,5,73,0.0,0.0,0.0,0.0,0.0,0.0
14,58,5,74,0.0,0.0,0.0,0.0,0.0,0.0
15,73,6,64,0.0,0.0,0.0,0.0,0.0,0.0
16,74,6,65,0.0,0.0,0.0,1.0,0.0,0.0
17,75,6,66,0.0,1.0,0.0,1.0,0.0,0.0
18,76,6,67,0.0,1.0,0.0,1.0,0.0,0.0
19,77,6,68,0.0,1.0,0.0,1.0,0.0,0.0
20,78,6,69,0.0,1.0,0.0,1.0,0.0,0.0
21,79,6,70,0.0,1.0,0.0,1.0,0.0,0.0
22,80,6,71,0.0,0.0,0.0,0.0,1.0,0.0
23,81,6,72,0.0,0.0,0.0,0.0,1.0,0.0
24,82,6,73,0.0,0.0,0.0,0.0,1.0,0.0
25,83,6,74,0.0,0.0,0.0,0.0,0.0,0.0
26,84,6,75,0.0,0.0,0.0,0.0,0.0,0.0
27,85,6,76,0.0,0.0,0.0,0.0,0.0,0.0
28,104,7,39,0.0,0.0,0.0,0.0,0.0,0.0
29,105,7,40,0.0,0.0,0.0,0.0,0.0,0.0
30,106,7,65,0.0,1.0,0.0,1.0,0.0,0.0
31,107,7,66,0.0,1.0,0.0,1.0,0.0,0.0
32,108,7,67,0.0,1.0,0.0,1.0,0.0,0.0
33,109,7,68,0.0,1.0,0.0,1.0,0.0,0.0
34,110,7,69,0.0,1.0,0.0,1.0,0.0,0.0
35,111,7,70,0.0,1.0,0.0,1.0,1.0,0.0
36,112,7,71,0.0,1.0,0.0,1.0,1.0,0.0
37,113,7,72,0.0,1.0,0.0,1.0,1.0,0.0
38,114,7,73,0.0,0.0,0.0,1.0,1.0,0.0
39,115,7,74,0.0,0.0,0.0,0.0,0.0,0.0
40,116,7,75,0.0,0.0,0.0,0.0,0.0,0.0
41,117,7,76,0.0,0.0,0.0,0.0,0.0,0.0
42,118,7,77,0.0,0.0,0.0,0.0,0.0,0.0
43,119,7,78,0.0,0.0,0.0,0.0,0.0,0.0
44,142,8,35,0.0,0.0,0.0,0.0,0.0,0.0
45,143,8,36,0.0,0.0,0.0,0.0,0.0,0.0
46,144,8,37,0.0,0.0,0.0,0.0,0.0,0.0
47,145,8,38,0.0,0.0,0.0,0.0,0.0,0.0
48,146,8,39,0.0,0.0,0.0,0.0,0.0,0.0
49,147,8,40,0.0,0.0,0.0,0.0,0.0,0.0
50,148,8,41,0.0,0.0,0.0,0.0,0.0,0.0
51,149,8,65,0.0,1.0,0.0,0.0,0.0,0.0
52,150,8,66,0.0,1.0,0.0,1.0,0.0,0.0
53,151,8,67,0.0,1.0,0.0,1.0,0.0,0.0
54,152,8,68,0.0,1.0,0.0,1.0,0.0,0.0
55,153,8,69,0.0,1.0,0.0,1.0,1.0,1.0
56,154,8,70,0.0,1.0,0.0,1.0,1.0,1.0
57,155,8,71,0.0,1.0,0.0,1.0,1.0,1.0
58,156,8,72,0.0,1.0,0.0,1.0,1.0,1.0
59,157,8,73,0.0,0.0,0.0,1.0,1.0,0.0
60,158,8,74,0.0,0.0,0.0,1.0,0.0,0.0
61,159,8,75,0.0,0.0,0.0,0.0,0.0,0.0
62,160,8,76,0.0,0.0,0.0,0.0,0.0,0.0
63,161,8,77,0.0,0.0,0.0,0.0,0.0,0.0
64,162,8,78,0.0,0.0,0.0,0.0,0.0,0.0
65,163,8,79,0.0,0.0,0.0,0.0,0.0,0.0
66,164,8,80,0.0,0.0,0.0,0.0,0.0,0.0
67,188,9,35,0.0,0.0,0.0,0.0,0.0,0.0
68,189,9,36,0.0,0.0,0.0,0.0,0.0,0.0
69,190,9,37,0.0,0.0,0.0,0.0,0.0,0.0
70,191,9,38,0.0,0.0,0.0,0.0,0.0,0.0
71,192,9,39,0.0,0.0,0.0,0.0,0.0,0.0
72,193,9,40,0.0,0.0,0.0,0.0,0.0,0.0
73,194,9,41,0.0,0.0,0.0,0.0,0.0,0.0
74,195,9,42,0.0,0.0,0.0,0.0,0.0,0.0
75,196,9,65,0.0,1.0,0.0,0.0,0.0,0.0
76,197,9,66,0.0,1.0,0.0,1.0,0.0,0.0
77,198,9,67,0.0,1.0,0.0,1.0,0.0,0.0
78,199,9,68,0.0,1.0,0.0,1.0,0.0,0.0
79,200,9,69,0.0,1.0,0.0,1.0,1.0,1.0
80,201,9,70,0.0,1.0,1.0,1.0,1.0,1.0
81,202,9,71,0.0,1.0,1.0,1.0,1.0,1.0
82,203,9,72,0.0,1.0,1.0,1.0,1.0,1.0
83,204,9,73,0.0,0.0,0.0,1.0,1.0,0.0
84,205,9,74,0.0,0.0,0.0,1.0,0.0,0.0
85,206,9,75,0.0,0.0,0.0,0.0,0.0,0.0
86,207,9,76,0.0,0.0,0.0,0.0,0.0,0.0
87,208,9,77,0.0,0.0,0.0,0.0,0.0,0.0
88,209,9,78,0.0,0.0,0.0,0.0,0.0,0.0
89,210,9,79,0.0,0.0,0.0,0.0,0.0,0.0
90,211,9,80,0.0,0.0,0.0,0.0,0.0,0.0
91,212,9,81,0.0,0.0,0.0,0.0,0.0,0.0
92,213,9,82,0.0,0.0,0.0,0.0,0.0,0.0
93,214,9,83,0.0,0.0,0.0,0.0,0.0,0.0
94,215,9,84,0.0,0.0,0.0,0.0,0.0,0.0
95,216,9,85,0.0,0.0,0.0,0.0,0.0,0.0
96,242,10,35,0.0,0.0,0.0,0.0,0.0,0.0
97,243,10,36,0.0,0.0,0.0,0.0,0.0,0.0
98,244,10,37,0.0,0.0,0.0,0.0,0.0,0.0
99,245,10,38,0.0,0.0,0.0,0.0,0.0,0.0
100,246,10,39,0.0,0.0,0.0,0.0,0.0,0.0
101,247,10,40,0.0,0.0,0.0,0.0,0.0,0.0
102,248,10,41,0.0,0.0,0.0,0.0,0.0,0.0
103,249,10,42,0.0,0.0,0.0,0.0,0.0,0.0
104,250,10,43,0.0,0.0,0.0,0.0,0.0,0.0
105,251,10,66,0.0,1.0,0.0,0.0,0.0,0.0
106,252,10,67,0.0,1.0,0.0,1.0,0.0,0.0
107,253,10,68,0.0,1.0,0.0,1.0,0.0,0.0
108,254,10,69,0.0,1.0,0.0,1.0,1.0,1.0
109,255,10,70,0.0,1.0,1.0,1.0,1.0,1.0
110,256,10,71,0.0,1.0,1.0,1.0,1.0,1.0
111,257,10,72,0.0,1.0,1.0,1.0,1.0,1.0
112,258,10,73,0.0,0.0,0.0,1.0,1.0,1.0
113,259,10,74,0.0,0.0,0.0,1.0,0.0,1.0
114,260,10,75,0.0,0.0,0.0,0.0,0.0,0.0
115,261,10,76,0.0,0.0,0.0,0.0,0.0,0.0
116,262,10,77,0.0,0.0,0.0,0.0,0.0,0.0
117,263,10,78,0.0,0.0,0.0,0.0,0.0,0.0
118,264,10,79,0.0,0.0,0.0,0.0,0.0,0.0
119,265,10,80,0.0,0.0,0.0,0.0,0.0,0.0
120,266,10,81,0.0,0.0,0.0,0.0,0.0,0.0
121,267,10,82,0.0,0.0,0.0,0.0,0.0,0.0
122,268,10,83,0.0,0.0,0.0,0.0,0.0,0.0
123,269,10,84,0.0,0.0,0.0,0.0,0.0,0.0
124,270,10,85,0.0,0.0,0.0,0.0,0.0,0.0
125,271,10,86,0.0,0.0,0.0,0.0,0.0,0.0
126,272,10,87,0.0,0.0,0.0,0.0,0.0,0.0
127,273,10,88,0.0,0.0,0.0,0.0,0.0,0.0
128,274,10,89,0.0,0.0,0.0,0.0,0.0,0.0
129,275,10,90,0.0,0.0,0.0,0.0,0.0,0.0
130,303,11,35,0.0,0.0,0.0,0.0,0.0,0.0
131,304,11,36,0.0,0.0,0.0,0.0,0.0,0.0
132,305,11,37,0.0,0.0,0.0,0.0,0.0,0.0
133,306,11,38,0.0,0.0,0.0,0.0,0.0,0.0
134,307,11,39,0.0,0.0,0.0,0.0,0.0,0.0
135,308,11,40,0.0,0.0,0.0,0.0,0.0,0.0
136,309,11,41,0.0,0.0,0.0,0.0,0.0,0.0
137,310,11,42,0.0,0.0,0.0,0.0,0.0,0.0
138,311,11,43,0.0,0.0,0.0,0.0,0.0,0.0
139,312,11,44,0.0,0.0,0.0,0.0,0.0,0.0
140,313,11,51,0.0,0.0,0.0,0.0,0.0,0.0
141,314,11,52,0.0,0.0,0.0,0.0,0.0,0.0
142,315,11,53,0.0,0.0,0.0,0.0,0.0,0.0
143,316,11,54,0.0,0.0,0.0,0.0,0.0,0.0
144,317,11,55,0.0,0.0,0.0,0.0,0.0,0.0
145,318,11,56,0.0,0.0,0.0,0.0,0.0,0.0
146,319,11,57,0.0,0.0,0.0,0.0,0.0,0.0
147,320,11,58,0.0,0.0,0.0,0.0,0.0,0.0
148,321,11,59,0.0,0.0,0.0,0.0,0.0,0.0
149,322,11,66,0.0,1.0,0.0,0.0,0.0,0.0
150,323,11,67,0.0,1.0,0.0,0.0,0.0,0.0
151,324,11,68,0.0,1.0,0.0,1.0,0.0,0.0
152,325,11,69,0.0,1.0,0.0,1.0,0.0,1.0
153,326,11,70,0.0,1.0,1.0,1.0,1.0,1.0
154,327,11,71,0.0,1.0,1.0,1.0,1.0,1.0
155,328,11,72,0.0,1.0,1.0,1.0,1.0,1.0
156,329,11,73,0.0,0.0,1.0,1.0,1.0,1.0
157,330,11,74,0.0,0.0,0.0,1.0,0.0,1.0
158,331,11,75,0.0,0.0,0.0,0.0,0.0,0.0
159,332,11,76,0.0,0.0,0.0,0.0,0.0,0.0
160,333,11,77,0.0,0.0,0.0,0.0,0.0,0.0
161,334,11,78,0.0,0.0,0.0,0.0,0.0,0.0
162,335,11,79,0.0,0.0,0.0,0.0,0.0,0.0
163,336,11,80,0.0,0.0,0.0,0.0,0.0,0.0
164,337,11,81,0.0,0.0,0.0,0.0,0.0,0.0
165,338,11,82,0.0,0.0,0.0,0.0,0.0,0.0
166,339,11,83,0.0,0.0,0.0,0.0,0.0,0.0
167,340,11,84,0.0,0.0,0.0,0.0,0.0,0.0
168,341,11,85,0.0,0.0,0.0,0.0,0.0,0.0
169,342,11,86,0.0,0.0,0.0,0.0,0.0,0.0
170,343,11,87,0.0,0.0,0.0,0.0,0.0,0.0
171,344,11,88,0.0,0.0,0.0,0.0,0.0,0.0
172,345,11,89,0.0,0.0,0.0,0.0,0.0,0.0
173,346,11,90,0.0,0.0,0.0,0.0,0.0,0.0
174,347,11,91,0.0,0.0,0.0,0.0,0.0,0.0
175,348,11,92,0.0,0.0,0.0,0.0,0.0,0.0
176,377,12,35,0.0,0.0,0.0,0.0,0.0,0.0
177,378,12,36,0.0,0.0,0.0,0.0,0.0,0.0
178,379,12,37,0.0,0.0,0.0,0.0,0.0,0.0
179,380,12,38,0.0,0.0,0.0,0.0,0.0,0.0
180,381,12,39,0.0,0.0,0.0,0.0,0.0,0.0
181,382,12,40,0.0,0.0,0.0,0.0,0.0,0.0
182,383,12,41,0.0,0.0,0.0,0.0,0.0,0.0
183,384,12,42,0.0,0.0,0.0,0.0,0.0,0.0
184,385,12,43,0.0,0.0,0.0,0.0,0.0,0.0
185,386,12,44,0.0,0.0,0.0,0.0,0.0,0.0
186,387,12,45,0.0,0.0,0.0,0.0,0.0,0.0
187,388,12,46,0.0,0.0,0.0,0.0,0.0,0.0
188,389,12,47,0.0,0.0,0.0,0.0,0.0,0.0
189,390,12,50,0.0,0.0,0.0,0.0,0.0,0.0
190,391,12,51,0.0,0.0,0.0,0.0,0.0,0.0
191,392,12,52,0.0,0.0,0.0,0.0,0.0,0.0
192,393,12,53,0.0,0.0,0.0,0.0,0.0,0.0
193,394,12,54,0.0,0.0,0.0,0.0,0.0,0.0
194,395,12,55,0.0,0.0,0.0,0.0,0.0,0.0
195,396,12,56,0.0,0.0,0.0,0.0,0.0,0.0
196,397,12,57,0.0,0.0,0.0,0.0,0.0,0.0
197,398,12,58,0.0,0.0,0.0,0.0,0.0,0.0
198,399,12,59,0.0,0.0,0.0,0.0,0.0,0.0
199,400,12,66,0.0,1.0,0.0,0.0,0.0,0.0
200,401,12,67,0.0,1.0,0.0,0.0,0.0,0.0
201,402,12,68,0.0,1.0,0.0,1.0,0.0,0.0
202,403,12,69,0.0,1.0,0.0,1.0,0.0,1.0
203,404,12,70,0.0,1.0,1.0,1.0,1.0,1.0
204,405,12,71,0.0,1.0,1.0,1.0,1.0,1.0
205,406,12,72,0.0,1.0,1.0,1.0,1.0,1.0
206,407,12,73,0.0,0.0,1.0,1.0,0.0,1.0
207,408,12,74,0.0,0.0,0.0,0.0,0.0,1.0
208,409,12,75,0.0,0.0,0.0,0.0,0.0,0.0
209,410,12,76,0.0,0.0,0.0,0.0,0.0,0.0
210,411,12,77,0.0,0.0,0.0,0.0,0.0,1.0
211,412,12,78,0.0,0.0,0.0,0.0,0.0,0.0
212,413,12,79,0.0,0.0,0.0,0.0,0.0,0.0
213,414,12,80,0.0,0.0,0.0,0.0,0.0,0.0
214,415,12,81,0.0,0.0,0.0,0.0,0.0,0.0
215,416,12,82,0.0,0.0,0.0,0.0,0.0,0.0
216,417,12,83,0.0,0.0,0.0,0.0,0.0,0.0
217,418,12,84,0.0,0.0,0.0,0.0,0.0,0.0
218,419,12,85,0.0,0.0,0.0,0.0,0.0,0.0
219,420,12,86,0.0,0.0,0.0,0.0,0.0,0.0
220,421,12,87,0.0,0.0,0.0,0.0,0.0,0.0
221,422,12,88,0.0,0.0,0.0,0.0,0.0,0.0
222,423,12,89,0.0,0.0,0.0,0.0,0.0,0.0
223,424,12,90,0.0,0.0,0.0,0.0,0.0,0.0
224,425,12,91,0.0,0.0,0.0,0.0,0.0,0.0
225,426,12,92,0.0,0.0,0.0,0.0,0.0,0.0
226,427,12,93,0.0,0.0,0.0,0.0,0.0,0.0
227,428,12,94,0.0,0.0,0.0,0.0,0.0,0.0
228,429,12,95,0.0,0.0,0.0,0.0,0.0,0.0
229,430,12,125,0.0,0.0,0.0,0.0,0.0,0.0
230,431,12,126,0.0,0.0,0.0,0.0,0.0,0.0
231,432,12,127,0.0,0.0,0.0,0.0,0.0,0.0
232,433,12,128,0.0,0.0,0.0,0.0,0.0,0.0
233,434,12,129,0.0,0.0,0.0,0.0,0.0,0.0
234,435,12,130,0.0,0.0,0.0,0.0,0.0,0.0
235,436,12,131,0.0,0.0,0.0,0.0,0.0,0.0
236,437,12,132,0.0,0.0,0.0,0.0,0.0,0.0
237,438,12,133,0.0,0.0,0.0,0.0,0.0,0.0
238,439,12,134,0.0,0.0,0.0,0.0,0.0,0.0
239,440,12,135,0.0,0.0,0.0,0.0,0.0,0.0
240,441,12,136,0.0,0.0,0.0,0.0,0.0,0.0
241,442,12,137,0.0,0.0,0.0,0.0,0.0,0.0
242,443,12,138,0.0,0.0,0.0,0.0,0.0,0.0
243,444,12,139,0.0,0.0,0.0,0.0,0.0,0.0
244,445,12,140,0.0,0.0,0.0,0.0,0.0,0.0
245,446,12,141,0.0,0.0,0.0,0.0,0.0,0.0
246,475,13,35,0.0,0.0,0.0,0.0,0.0,0.0
247,476,13,36,0.0,0.0,0.0,0.0,0.0,0.0
248,477,13,37,0.0,0.0,0.0,0.0,0.0,0.0
249,478,13,38,0.0,0.0,0.0,0.0,0.0,0.0
250,479,13,39,0.0,0.0,0.0,0.0,0.0,0.0
251,480,13,40,0.0,0.0,0.0,0.0,0.0,0.0
252,481,13,41,0.0,0.0,0.0,0.0,0.0,0.0
253,482,13,42,0.0,0.0,0.0,0.0,0.0,0.0
254,483,13,43,0.0,0.0,0.0,0.0,0.0,0.0
255,484,13,44,0.0,0.0,0.0,0.0,0.0,0.0
256,485,13,45,0.0,0.0,0.0,0.0,0.0,0.0
257,486,13,46,0.0,0.0,0.0,0.0,0.0,0.0
258,487,13,47,0.0,0.0,0.0,0.0,0.0,0.0
259,488,13,48,0.0,0.0,0.0,0.0,0.0,0.0
260,489,13,49,0.0,0.0,0.0,0.0,0.0,0.0
261,490,13,50,0.0,0.0,0.0,0.0,0.0,0.0
262,491,13,51,0.0,0.0,0.0,0.0,0.0,0.0
263,492,13,52,0.0,0.0,0.0,0.0,0.0,0.0
264,493,13,53,0.0,0.0,0.0,0.0,0.0,0.0
265,494,13,54,0.0,0.0,0.0,0.0,0.0,0.0
266,495,13,55,0.0,0.0,0.0,0.0,0.0,0.0
267,496,13,56,0.0,0.0,0.0,0.0,0.0,0.0
268,497,13,57,0.0,0.0,0.0,0.0,0.0,0.0
269,498,13,58,0.0,0.0,0.0,0.0,0.0,0.0
270,499,13,59,0.0,0.0,0.0,0.0,0.0,0.0
271,500,13,65,0.0,0.0,0.0,0.0,0.0,0.0
272,501,13,66,0.0,1.0,0.0,0.0,0.0,0.0
273,502,13,67,0.0,1.0,0.0,0.0,0.0,0.0
274,503,13,68,0.0,1.0,0.0,0.0,0.0,0.0
275,504,13,69,0.0,1.0,0.0,0.0,0.0,0.0
276,505,13,70,0.0,1.0,1.0,1.0,0.0,1.0
277,506,13,71,0.0,1.0,1.0,1.0,0.0,1.0
278,507,13,72,0.0,1.0,1.0,1.0,0.0,1.0
279,508,13,73,0.0,1.0,1.0,0.0,0.0,1.0
280,509,13,74,0.0,0.0,0.0,0.0,0.0,0.0
281,510,13,75,0.0,0.0,0.0,0.0,0.0,0.0
282,511,13,76,0.0,0.0,0.0,0.0,0.0,1.0
283,512,13,77,0.0,0.0,0.0,0.0,0.0,1.0
284,513,13,78,0.0,0.0,0.0,0.0,0.0,1.0
285,514,13,79,0.0,0.0,0.0,0.0,0.0,0.0
286,515,13,80,0.0,0.0,0.0,0.0,0.0,0.0
287,516,13,81,0.0,0.0,0.0,0.0,0.0,0.0
288,517,13,82,0.0,0.0,0.0,0.0,0.0,0.0
289,518,13,83,0.0,0.0,0.0,0.0,0.0,0.0
290,519,13,84,0.0,0.0,0.0,0.0,0.0,0.0
291,520,13,85,0.0,0.0,0.0,0.0,0.0,0.0
292,521,13,86,0.0,0.0,0.0,0.0,0.0,0.0
293,522,13,87,0.0,0.0,0.0,0.0,0.0,0.0
294,523,13,88,0.0,0.0,0.0,0.0,0.0,0.0
295,524,13,89,0.0,0.0,0.0,0.0,0.0,0.0
296,525,13,90,0.0,0.0,0.0,0.0,0.0,0.0
297,526,13,91,0.0,0.0,0.0,0.0,0.0,0.0
298,527,13,92,0.0,0.0,0.0,0.0,0.0,0.0
299,528,13,93,0.0,0.0,0.0,0.0,0.0,0.0
300,529,13,94,0.0,0.0,0.0,0.0,0.0,0.0
301,530,13,95,0.0,0.0,0.0,0.0,0.0,0.0
302,531,13,96,0.0,0.0,0.0,0.0,0.0,0.0
303,532,13,97,0.0,0.0,0.0,0.0,0.0,0.0
304,533,13,98,0.0,0.0,0.0,0.0,0.0,0.0
305,534,13,127,0.0,0.0,0.0,0.0,0.0,0.0
306,535,13,128,0.0,0.0,0.0,0.0,0.0,0.0
307,536,13,129,0.0,0.0,0.0,0.0,0.0,0.0
308,537,13,130,0.0,0.0,0.0,0.0,0.0,0.0
309,538,13,131,0.0,0.0,0.0,0.0,0.0,0.0
310,539,13,132,0.0,0.0,0.0,0.0,0.0,0.0
311,540,13,133,0.0,0.0,0.0,0.0,0.0,0.0
312,541,13,134,0.0,0.0,0.0,0.0,0.0,0.0
313,542,13,135,0.0,0.0,0.0,0.0,0.0,0.0
314,543,13,136,0.0,0.0,0.0,0.0,0.0,0.0
315,544,13,137,0.0,0.0,0.0,0.0,0.0,0.0
316,545,13,138,0.0,0.0,0.0,0.0,0.0,0.0
317,546,13,139,0.0,0.0,0.0,0.0,0.0,0.0
318,547,13,140,0.0,0.0,0.0,0.0,0.0,0.0
319,548,13,141,0.0,0.0,0.0,0.0,0.0,0.0
320,579,14,35,0.0,0.0,0.0,0.0,0.0,0.0
321,580,14,36,0.0,0.0,0.0,0.0,0.0,0.0
322,581,14,37,0.0,0.0,0.0,0.0,0.0,0.0
323,582,14,38,0.0,0.0,0.0,0.0,0.0,0.0
324,583,14,39,0.0,0.0,0.0,0.0,0.0,0.0
325,584,14,40,0.0,0.0,0.0,0.0,0.0,0.0
326,585,14,41,0.0,0.0,0.0,0.0,0.0,0.0
327,586,14,42,0.0,0.0,0.0,0.0,0.0,0.0
328,587,14,43,0.0,0.0,0.0,0.0,0.0,0.0
329,588,14,44,0.0,0.0,0.0,0.0,0.0,0.0
330,589,14,45,0.0,0.0,0.0,0.0,0.0,0.0
331,590,14,46,0.0,0.0,0.0,0.0,0.0,0.0
332,591,14,47,0.0,0.0,0.0,0.0,0.0,0.0
333,592,14,48,0.0,0.0,0.0,0.0,0.0,0.0
334,593,14,49,0.0,0.0,0.0,0.0,0.0,0.0
335,594,14,50,0.0,0.0,0.0,0.0,0.0,0.0
336,595,14,51,0.0,0.0,0.0,0.0,0.0,0.0
337,596,14,52,0.0,0.0,0.0,0.0,0.0,0.0
338,597,14,53,0.0,0.0,0.0,0.0,0.0,0.0
339,598,14,54,0.0,0.0,0.0,0.0,0.0,0.0
340,599,14,55,0.0,0.0,0.0,0.0,0.0,0.0
341,600,14,56,0.0,0.0,0.0,0.0,0.0,0.0
342,601,14,57,0.0,0.0,0.0,0.0,0.0,0.0
343,602,14,58,0.0,0.0,0.0,0.0,0.0,0.0
344,603,14,59,0.0,0.0,0.0,0.0,0.0,0.0
345,604,14,65,0.0,0.0,0.0,0.0,0.0,0.0
346,605,14,66,0.0,1.0,0.0,0.0,0.0,0.0
347,606,14,67,0.0,1.0,0.0,0.0,0.0,0.0
348,607,14,68,0.0,1.0,0.0,0.0,0.0,0.0
349,608,14,69,0.0,1.0,0.0,0.0,0.0,0.0
350,609,14,70,0.0,1.0,1.0,0.0,0.0,1.0
351,610,14,74,0.0,0.0,0.0,0.0,0.0,0.0
352,611,14,75,0.0,0.0,0.0,0.0,0.0,0.0
353,612,14,76,0.0,0.0,0.0,0.0,0.0,1.0
354,613,14,77,0.0,0.0,0.0,0.0,0.0,1.0
355,614,14,78,0.0,0.0,0.0,0.0,0.0,1.0
356,615,14,79,0.0,0.0,0.0,0.0,0.0,0.0
357,616,14,80,0.0,0.0,0.0,0.0,0.0,0.0
358,617,14,81,0.0,0.0,0.0,0.0,0.0,0.0
359,618,14,82,0.0,0.0,0.0,0.0,0.0,0.0
360,619,14,83,0.0,0.0,0.0,0.0,0.0,0.0
361,620,14,84,0.0,0.0,0.0,0.0,0.0,0.0
362,621,14,85,0.0,0.0,0.0,0.0,0.0,0.0
363,622,14,86,0.0,0.0,0.0,0.0,0.0,0.0
364,623,14,87,0.0,0.0,0.0,0.0,0.0,0.0
365,624,14,88,0.0,0.0,0.0,0.0,0.0,0.0
366,625,14,89,0.0,0.0,0.0,0.0,0.0,0.0
367,626,14,90,0.0,0.0,0.0,0.0,0.0,0.0
368,627,14,91,0.0,0.0,0.0,0.0,0.0,0.0
369,628,14,92,0.0,0.0,0.0,0.0,0.0,0.0
370,629,14,93,0.0,0.0,0.0,0.0,0.0,0.0
371,630,14,94,0.0,0.0,0.0,0.0,0.0,0.0
372,631,14,95,0.0,0.0,0.0,0.0,0.0,0.0
373,632,14,96,0.0,0.0,0.0,0.0,0.0,0.0
374,633,14,97,0.0,0.0,0.0,0.0,0.0,0.0
375,634,14,98,0.0,0.0,0.0,0.0,0.0,0.0
376,635,14,99,0.0,0.0,0.0,0.0,0.0,0.0
377,636,14,100,0.0,0.0,0.0,0.0,0.0,0.0
378,637,14,101,0.0,0.0,0.0,0.0,0.0,0.0
379,638,14,128,0.0,0.0,0.0,0.0,0.0,0.0
380,639,14,129,0.0,0.0,0.0,0.0,0.0,0.0
381,640,14,130,0.0,0.0,0.0,0.0,0.0,0.0
382,641,14,131,0.0,0.0,0.0,0.0,0.0,0.0
383,642,14,132,0.0,0.0,0.0,0.0,0.0,0.0
384,643,14,133,0.0,0.0,0.0,0.0,0.0,0.0
385,644,14,134,0.0,0.0,0.0,0.0,0.0,0.0
386,645,14,135,0.0,0.0,0.0,0.0,0.0,0.0
387,646,14,136,0.0,0.0,0.0,0.0,0.0,0.0
388,647,14,137,0.0,0.0,0.0,0.0,0.0,0.0
389,648,14,138,0.0,0.0,0.0,0.0,0.0,0.0
390,649,14,139,0.0,0.0,0.0,0.0,0.0,0.0
391,650,14,140,0.0,0.0,0.0,0.0,0.0,0.0
392,651,14,141,0.0,0.0,0.0,0.0,0.0,0.0
393,652,14,142,0.0,0.0,0.0,0.0,0.0,0.0
394,684,15,35,0.0,0.0,0.0,0.0,0.0,0.0
395,685,15,36,0.0,0.0,0.0,0.0,0.0,0.0
396,686,15,37,0.0,0.0,0.0,0.0,0.0,0.0
397,687,15,38,0.0,0.0,0.0,0.0,0.0,0.0
398,688,15,39,0.0,0.0,0.0,0.0,0.0,0.0
399,689,15,40,0.0,0.0,0.0,0.0,0.0,0.0
400,690,15,41,0.0,0.0,0.0,0.0,0.0,0.0
401,691,15,42,0.0,0.0,0.0,0.0,0.0,0.0
402,692,15,43,0.0,0.0,0.0,0.0,0.0,0.0
403,693,15,44,0.0,0.0,0.0,0.0,0.0,0.0
404,694,15,45,0.0,0.0,0.0,0.0,0.0,0.0
405,695,15,46,0.0,0.0,0.0,0.0,0.0,0.0
406,696,15,47,0.0,0.0,0.0,0.0,0.0,0.0
407,697,15,48,0.0,0.0,0.0,0.0,0.0,0.0
408,698,15,49,0.0,0.0,0.0,0.0,0.0,0.0
409,699,15,50,0.0,0.0,0.0,0.0,0.0,0.0
410,700,15,51,0.0,0.0,0.0,0.0,0.0,0.0
411,701,15,52,0.0,0.0,0.0,0.0,0.0,0.0
412,702,15,53,0.0,0.0,0.0,0.0,0.0,0.0
413,703,15,54,0.0,0.0,0.0,0.0,0.0,0.0
414,704,15,55,0.0,0.0,0.0,0.0,0.0,0.0
415,705,15,56,0.0,0.0,0.0,0.0,0.0,0.0
416,706,15,57,0.0,0.0,0.0,0.0,0.0,0.0
417,707,15,58,0.0,0.0,0.0,0.0,0.0,0.0
418,708,15,59,0.0,0.0,0.0,0.0,0.0,0.0
419,709,15,60,0.0,0.0,0.0,0.0,0.0,0.0
420,710,15,61,0.0,0.0,0.0,0.0,0.0,0.0
421,711,15,65,0.0,0.0,0.0,0.0,0.0,0.0
422,712,15,66,0.0,1.0,0.0,0.0,0.0,0.0
423,713,15,68,0.0,1.0,0.0,0.0,0.0,0.0
424,714,15,69,0.0,1.0,0.0,0.0,0.0,0.0
425,715,15,70,0.0,1.0,1.0,0.0,0.0,1.0
426,716,15,71,0.0,1.0,1.0,0.0,0.0,1.0
427,717,15,72,0.0,1.0,1.0,0.0,0.0,1.0
428,718,15,74,0.0,1.0,1.0,0.0,0.0,0.0
429,719,15,75,0.0,0.0,0.0,0.0,0.0,0.0
430,720,15,76,0.0,0.0,0.0,0.0,0.0,0.0
431,721,15,77,0.0,0.0,0.0,0.0,0.0,1.0
432,722,15,78,0.0,0.0,0.0,0.0,0.0,1.0
433,723,15,79,0.0,0.0,0.0,0.0,0.0,0.0
434,724,15,80,0.0,0.0,0.0,0.0,0.0,0.0
