Year,Elevation
2024,121.1875
2025,121.1531
2026,121.1204
2027,121.0860
2028,121.0450
2029,121.0070
2030,120.9719
2031,120.9393
2032,120.9085
2033,120.8794
2034,120.8516
2035,120.8251
2036,120.7996
2037,120.7751
2038,120.7542
2039,120.7407
2040,120.7225
2041,120.7030
2042,120.6836
2043,120.6648
2044,120.6466
2045,120.6291
2046,120.6121
2047,120.5955
2048,120.5793
2049,120.5634
2050,120.5478
2051,120.5318
2052,120.5161
2053,120.5006
2054,120.4854
2055,120.4705
2056,120.4557
2057,120.4410
2058,120.4266
2059,120.4123
2060,120.3981
2061,120.3840
2062,120.3701
2063,120.3563
2064,120.3423
2065,120.3285
2066,120.3150
2067,120.2902
2068,120.2662
2069,120.2440
2070,120.2230
2071,120.2023
2072,120.1828
2073,120.1641
2074,120.1462
2075,120.1291
2076,120.1125
2077,120.0965
2078,120.0809
2079,120.0659
2080,120.0513
2081,120.0369
2082,120.0230
2083,120.0096
2084,119.9965
2085,119.9837
2086,119.9712
2087,119.9589
2088,119.9470
2089,119.9352
2090,119.9237
2091,119.9124
2092,119.9013
2093,119.8904
2094,119.8796
2095,119.8690
2096,119.8586
2097,119.8483
2098,119.8383
2099,119.8284
2100,119.8186
2135,119.5606
2151,119.4700
2494,119.0144
2517,119.0093
2520,119.0092
2521,119.0092
2525,119.0092
2526,119.0092
2527,119.0072
2529,119.0072
2530,119.0056
2533,119.0056
2535,119.0056
2543,119.0056
2550,119.0055
2551,119.0055
2552,119.0055
2570,119.0052
