Year,Elevation
2024,121.4308
2025,121.3960
2026,121.3630
2027,121.3282
2028,121.2869
2029,121.2485
2030,121.2133
2031,121.1805
2032,121.1495
2033,121.1200
2034,121.0920
2035,121.0651
2036,121.0392
2037,121.0143
2038,120.9930
2039,120.9790
2040,120.9602
2041,120.9401
2042,120.9201
2043,120.9008
2044,120.8822
2045,120.8641
2046,120.8465
2047,120.8294
2048,120.8127
2049,120.7962
2050,120.7800
2051,120.7634
2052,120.7471
2053,120.7310
2054,120.7152
2055,120.6997
2056,120.6843
2057,120.6690
2058,120.6540
2059,120.6390
2060,120.6242
2061,120.6095
2062,120.5950
2063,120.5806
2064,120.5660
2065,120.5516
2066,120.5375
2067,120.5132
2068,120.4891
2069,120.4666
2070,120.4454
2071,120.4245
2072,120.4047
2073,120.3858
2074,120.3676
2075,120.3501
2076,120.3332
2077,120.3168
2078,120.3009
2079,120.2855
2080,120.2705
2081,120.2558
2082,120.2415
2083,120.2276
2084,120.2140
2085,120.2008
2086,120.1879
2087,120.1752
2088,120.1628
2089,120.1506
2090,120.1386
2091,120.1268
2092,120.1152
2093,120.1039
2094,120.0927
2095,120.0816
2096,120.0708
2097,120.0600
2098,120.0495
2099,120.0391
2100,120.0288
2135,119.7556
2151,119.6592
2494,119.1598
2517,119.1541
2520,119.1540
2521,119.1539
2525,119.1538
2526,119.1538
2527,119.1519
2529,119.1518
2530,119.1503
2533,119.1502
2535,119.1502
2543,119.1500
2550,119.1498
2551,119.1497
2552,119.1497
2570,119.1475
