WELL_NAME         WELL_ID         X         Y         TOP         BOT         ROW         COLUMN         delx         dely         area
299-W15-25         A9831         566448.500         135966.016         141.258         135.162         35         44         200.0000         200.0000         40000.0000
299-W15-1         A7348         566554.313         135942.938         149.081         124.697         35         44         200.0000         200.0000         40000.0000
299-W15-7         A5476         566675.875         135920.203         148.775         108.389         35         45         200.0000         200.0000         40000.0000
299-W14-10         A7334         567981.063         135898.313         142.533         137.961         35         51         200.0000         200.0000         40000.0000
699-40-65         C4235         570057.480         135881.160         130.161         119.486         35         62         200.0000         200.0000         40000.0000
299-E25-46         A4793         575359.750         135963.500         124.702         118.515         35         88         200.0000         200.0000         40000.0000
299-E25-47         A4794         575778.938         135931.547         125.196         119.039         35         90         200.0000         200.0000         40000.0000
299-E25-42         A4791         575622.813         135887.594         126.680         120.279         35         90         200.0000         200.0000         40000.0000
299-E25-48         A4795         575623.875         135815.688         124.577         118.390         35         90         200.0000         200.0000         40000.0000
299-E25-35         A4783         575708.313         135864.688         126.198         119.949         35         90         200.0000         200.0000         40000.0000
299-E25-37         A4785         575949.000         135818.078         126.201         120.053         35         91         200.0000         200.0000         40000.0000
299-E25-25         A4770         576588.875         135984.406         123.139         117.348         35         94         200.0000         200.0000         40000.0000
299-E25-39         A4787         576581.875         135837.266         126.316         120.129         35         94         200.0000         200.0000         40000.0000
699-41-40         A5161         577613.875         135995.875         116.532         113.362         35         100         200.0000         200.0000         40000.0000
699-41-35         A5160         579079.688         135947.422         100.886         97.780         35         107         200.0000         200.0000         40000.0000
699-40-33A         A5153         579680.875         135822.438         122.418         110.226         35         110         200.0000         200.0000         40000.0000
699-41-23         A5159         582921.875         135903.031         123.133         118.561         35         126         200.0000         200.0000         40000.0000
299-W15-15         A4919         566088.813         135751.500         145.192         136.318         36         42         200.0000         200.0000         40000.0000
299-W15-24         A4927         566091.125         135605.734         146.257         139.856         36         42         200.0000         200.0000         40000.0000
299-W15-16         A4920         566307.000         135733.625         139.822         136.792         36         43         200.0000         200.0000         40000.0000
299-W15-17         A4921         566306.875         135718.953         80.458         78.018         36         43         200.0000         200.0000         40000.0000
299-W15-30         B2410         566304.625         135748.938         142.587         130.639         36         43         200.0000         200.0000         40000.0000
299-W15-94         C4684         566307.580         135640.340         137.895         127.227         36         43         200.0000         200.0000         40000.0000
299-W15-42         C3803         566581.813         135627.016         137.024         121.791         36         44         200.0000         200.0000         40000.0000
299-W14-9         A4915         567031.750         135650.688         80.681         57.893         36         47         200.0000         200.0000         40000.0000
699-40-62         A5158         571164.250         135764.422         119.390         117.676         36         67         200.0000         200.0000         40000.0000
299-E24-21         C3177         574635.761         135698.200         123.489         117.393         36         85         200.0000         200.0000         40000.0000
299-E25-31         A4778         575948.000         135772.250         126.795         120.699         36         91         200.0000         200.0000         40000.0000
299-E25-33         A4781         575992.063         135713.016         125.470         119.343         36         91         200.0000         200.0000         40000.0000
299-E25-22         A6032         575998.500         135609.375         125.031         116.304         36         91         200.0000         200.0000         40000.0000
299-E25-19         A4765         575852.333         135659.027         125.201         117.581         36         91         200.0000         200.0000         40000.0000
299-E25-44         A5448         576109.938         135656.641         125.090         119.058         36         92         200.0000         200.0000         40000.0000
299-E25-45         A5449         576185.938         135659.703         124.880         118.802         36         92         200.0000         200.0000         40000.0000
699-40-40B         A5157         577677.438         135609.625         107.976         106.343         36         100         200.0000         200.0000         40000.0000
699-40-39         A5155         577938.063         135645.609         103.987         100.787         36         101         200.0000         200.0000         40000.0000
699-40-36         A5154         578789.250         135633.828         97.513         94.474         36         105         200.0000         200.0000         40000.0000
699-40-12C         A8629         586362.375         135663.828         999.000         -999.000         36         143         200.0000         200.0000         40000.0000
699-40-1         A5152         589721.938         135665.500         114.238         106.161         36         160         200.0000         200.0000         40000.0000
699-39-79         A5151         565890.875         135411.875         147.014         134.853         37         41         200.0000         200.0000         40000.0000
299-W18-26         A4938         566091.250         135491.703         145.516         139.085         37         42         200.0000         200.0000         40000.0000
299-W15-18         A4922         566308.688         135561.766         139.342         137.589         37         43         200.0000         200.0000         40000.0000
299-W18-4         A7522         566305.563         135415.781         150.058         134.544         37         43         200.0000         200.0000         40000.0000
299-W18-5         A5470         566349.250         135453.547         150.179         126.100         37         43         200.0000         200.0000         40000.0000
299-W15-152         C4685         566309.400         135550.000         137.927         127.259         37         43         200.0000         200.0000         40000.0000
299-E24-24         C4647         574179.770         135459.300         123.269         112.601         37         82         200.0000         200.0000         40000.0000
299-E24-7         A4757         574406.500         135560.453         126.376         112.660         37         84         200.0000         200.0000         40000.0000
299-E24-18         A4753         574647.063         135469.766         125.409         119.472         37         85         200.0000         200.0000         40000.0000
299-E17-20         A4738         574938.125         135415.328         126.882         121.754         37         86         200.0000         200.0000         40000.0000
299-E24-17         A4752         574937.813         135463.875         125.264         121.983         37         86         200.0000         200.0000         40000.0000
299-E17-19         A4737         575017.188         135414.875         126.102         119.914         37         87         200.0000         200.0000         40000.0000
299-E24-16         A4751         575017.625         135464.359         125.880         119.692         37         87         200.0000         200.0000         40000.0000
299-E25-36         A4784         575403.625         135566.375         125.379         119.009         37         89         200.0000         200.0000         40000.0000
299-E25-21         A4768         576063.000         135558.406         124.431         117.421         37         92         200.0000         200.0000         40000.0000
299-E25-24         A4769         576193.875         135520.844         125.915         124.086         37         92         200.0000         200.0000         40000.0000
299-E25-23         A6033         576255.750         135467.219         124.451         115.002         37         93         200.0000         200.0000         40000.0000
699-40-40A         A5156         577680.063         135594.094         99.370         96.178         37         100         200.0000         200.0000         40000.0000
699-39-0         A8600         589874.125         135424.391         999.000         -999.000         37         161         200.0000         200.0000         40000.0000
299-W18-23         A4935         566084.563         135342.438         139.397         136.534         38         42         200.0000         200.0000         40000.0000
299-W18-27         A4939         566090.188         135226.547         144.319         138.071         38         42         200.0000         200.0000         40000.0000
299-W18-2         A5478         566380.188         135383.594         148.387         136.652         38         43         200.0000         200.0000         40000.0000
299-W18-24         A4936         566370.813         135346.313         138.934         136.972         38         43         200.0000         200.0000         40000.0000
299-W18-10         A4931         566485.938         135300.688         150.958         143.551         38         44         200.0000         200.0000         40000.0000
299-W18-9         A7526         566472.938         135302.125         154.247         148.151         38         44         200.0000         200.0000         40000.0000
299-W15-37         B2753         566716.468         135248.316         140.288         125.051         38         45         200.0000         200.0000         40000.0000
299-W19-4         A4958         567949.938         135350.797         140.962         55.618         38         51         200.0000         200.0000         40000.0000
299-W19-107         C5193         567997.870         135205.660         122.766         118.191         38         51         200.0000         200.0000         40000.0000
299-E18-1         A4743         573296.563         135200.156         124.631         119.385         38         78         200.0000         200.0000         40000.0000
299-E18-2         A4744         573392.250         135291.016         125.808         119.620         38         78         200.0000         200.0000         40000.0000
299-E18-3         A4745         573429.000         135277.938         125.716         120.340         38         79         200.0000         200.0000         40000.0000
299-E18-4         A4746         573428.688         135259.266         125.902         119.745         38         79         200.0000         200.0000         40000.0000
299-E17-14         A4732         575140.625         135333.734         125.311         119.392         38         87         200.0000         200.0000         40000.0000
299-E17-3         A5880         575160.625         135390.500         126.838         97.912         38         87         200.0000         200.0000         40000.0000
299-E17-17         A4735         575046.188         135209.734         124.878         120.412         38         87         200.0000         200.0000         40000.0000
299-E17-15         A4733         575142.750         135282.047         125.830         121.373         38         87         200.0000         200.0000         40000.0000
299-E17-16         A4734         575145.750         135210.781         125.397         119.301         38         87         200.0000         200.0000         40000.0000
299-E16-1         A4727         575781.498         135219.636         127.528         74.188         38         90         200.0000         200.0000         40000.0000
699-39-39         A5150         578052.375         135391.656         131.143         110.042         38         102         200.0000         200.0000         40000.0000
299-W17-1         C4237         565310.680         135038.740         140.186         129.500         39         38         200.0000         200.0000         40000.0000
299-W18-28         A4940         566092.563         135106.781         143.783         137.413         39         42         200.0000         200.0000         40000.0000
299-W18-31         A4943         566721.563         135075.172         145.338         134.761         39         45         200.0000         200.0000         40000.0000
299-W18-30         A4942         566870.750         135193.625         144.884         133.850         39         46         200.0000         200.0000         40000.0000
299-W19-31         A4956         566897.000         135127.484         144.280         137.788         39         46         200.0000         200.0000         40000.0000
299-W19-42         B8553         566896.813         135122.906         138.365         127.669         39         46         200.0000         200.0000         40000.0000
299-W19-32         A4957         566896.563         135009.297         144.388         137.865         39         46         200.0000         200.0000         40000.0000
299-W19-41         B8551         566896.563         135004.516         138.710         128.014         39         46         200.0000         200.0000         40000.0000
299-W19-44         C3393         566896.938         135041.969         136.447         125.779         39         46         200.0000         200.0000         40000.0000
299-W19-45         C3394         566897.625         135087.656         137.349         126.709         39         46         200.0000         200.0000         40000.0000
299-W18-260         C8925         566862.540         135196.890         132.695         123.551         39         46         200.0000         200.0000         40000.0000
299-W19-47         C4258         566895.310         135161.860         137.071         126.406         39         46         200.0000         200.0000         40000.0000
299-W19-12         A4945         566897.131         135059.446         142.224         130.032         39         46         200.0000         200.0000         40000.0000
299-W19-115         C9414         567371.990         135011.960         130.222         119.545         39         48         200.0000         200.0000         40000.0000
299-W19-36         B2461         567634.750         135017.047         140.271         126.585         39         50         200.0000         200.0000         40000.0000
299-W19-43         C3381         567699.150         135004.020         136.722         126.072         39         50         200.0000         200.0000         40000.0000
299-W19-101         C4966         567939.140         135014.070         134.944         124.194         39         51         200.0000         200.0000         40000.0000
699-38-70         A5149         568499.803         135088.935         138.349         124.633         39         54         200.0000         200.0000         40000.0000
299-W19-116         C9412         568510.190         135090.160         130.939         120.265         39         54         200.0000         200.0000         40000.0000
699-38-65         A5148         570089.045         135039.577         161.849         108.509         39         62         200.0000         200.0000         40000.0000
299-E19-1         A5889         572819.688         135085.563         127.728         112.488         39         76         200.0000         200.0000         40000.0000
299-E17-22         C3826         574841.063         135195.531         122.550         111.873         39         86         200.0000         200.0000         40000.0000
299-E17-18         A4736         575112.438         135123.594         124.995         119.376         39         87         200.0000         200.0000         40000.0000
299-W18-21         A4933         566097.688         134978.688         138.721         135.521         40         42         200.0000         200.0000         40000.0000
299-W18-22         A4934         566088.625         134990.156         70.899         67.851         40         42         200.0000         200.0000         40000.0000
299-W18-32         A5441         566515.563         134975.641         144.918         138.730         40         44         200.0000         200.0000         40000.0000
299-W18-25         A4937         566721.500         134978.219         144.177         137.685         40         45         200.0000         200.0000         40000.0000
299-W18-40         C3395         566723.313         134996.406         136.206         125.535         40         45         200.0000         200.0000         40000.0000
299-W18-33         A5450         566723.313         134811.125         143.542         135.173         40         45         200.0000         200.0000         40000.0000
299-W19-1         A4944         566886.938         134925.625         151.654         141.439         40         46         200.0000         200.0000         40000.0000
299-W19-27         A4953         567014.375         134930.578         145.136         141.419         40         47         200.0000         200.0000         40000.0000
299-W19-15         A4947         567254.250         134975.781         143.398         128.158         40         48         200.0000         200.0000         40000.0000
299-W19-13         A7740         567288.875         134897.266         148.609         136.417         40         48         200.0000         200.0000         40000.0000
299-W19-28         A4954         567589.813         134991.188         143.202         136.862         40         49         200.0000         200.0000         40000.0000
299-W19-49         C4695         567568.040         134894.380         135.120         124.452         40         49         200.0000         200.0000         40000.0000
299-W19-29         A4955         567664.125         134999.516         143.791         137.208         40         50         200.0000         200.0000         40000.0000
299-W19-30         A7748         567665.875         134924.469         142.189         136.093         40         50         200.0000         200.0000         40000.0000
299-W19-24         A4952         567771.563         134927.750         143.087         136.991         40         50         200.0000         200.0000         40000.0000
299-W19-37         B2465         567723.875         134950.344         139.412         133.362         40         50         200.0000         200.0000         40000.0000
299-W19-23         A7745         567771.625         134893.047         142.298         136.073         40         50         200.0000         200.0000         40000.0000
299-W19-46         C3958         567782.688         134842.453         135.664         124.996         40         50         200.0000         200.0000         40000.0000
299-W19-19         A7744         567826.875         134914.453         142.149         136.457         40         51         200.0000         200.0000         40000.0000
299-W19-25         A7746         567874.688         134916.359         142.384         136.958         40         51         200.0000         200.0000         40000.0000
299-W19-26         A7747         567845.500         134894.719         142.247         136.151         40         51         200.0000         200.0000         40000.0000
299-W19-40         B2464         567973.875         134847.391         139.601         134.021         40         51         200.0000         200.0000         40000.0000
299-W19-48         C4300         567822.930         134925.990         132.983         122.278         40         51         200.0000         200.0000         40000.0000
299-W19-39         B2460         567901.739         134886.740         140.073         124.812         40         51         200.0000         200.0000         40000.0000
699-38-68A         A9516         569180.305         134931.603         137.304         128.160         40         57         200.0000         200.0000         40000.0000
699-38-61         A5464         571219.097         134997.282         126.333         120.237         40         68         200.0000         200.0000         40000.0000
299-E17-21         B8500         574106.813         134893.422         124.222         115.130         40         82         200.0000         200.0000         40000.0000
299-E17-23         C3827         574694.500         134842.438         122.350         111.950         40         85         200.0000         200.0000         40000.0000
699-37-47A         B2822         575556.970         134893.260         125.400         116.256         40         89         200.0000         200.0000         40000.0000
699-38-15         A8594         585475.313         134951.281         999.000         -999.000         40         139         200.0000         200.0000         40000.0000
699-37-82A         A5147         564905.825         134739.551         145.999         139.903         41         36         200.0000         200.0000         40000.0000
299-W18-15         A4932         566380.063         134733.484         150.403         129.250         41         43         200.0000         200.0000         40000.0000
299-W19-6         A4959         567133.313         134693.766         94.517         85.068         41         47         200.0000         200.0000         40000.0000
299-W19-105         C4968         567565.150         134745.440         135.170         124.462         41         49         200.0000         200.0000         40000.0000
299-W19-2         A4948         567646.625         134694.656         142.129         134.453         41         50         200.0000         200.0000         40000.0000
699-36-70B         C4299         568427.790         134625.980         134.727         124.065         41         54         200.0000         200.0000         40000.0000
699-37-68         B2732         569273.688         134629.484         137.397         128.250         41         58         200.0000         200.0000         40000.0000
699-37-66         C5704         569730.320         134797.150         131.289         120.618         41         60         200.0000         200.0000         40000.0000
699-37-43         A5146         576828.500         134782.516         126.383         119.702         41         96         200.0000         200.0000         40000.0000
699-36-93         A5145         561549.890         134415.603         145.709         7.025         42         19         200.0000         200.0000         40000.0000
299-W23-13         A4982         566712.813         134445.938         143.545         137.052         42         45         200.0000         200.0000         40000.0000
299-W23-20         C3112         566717.688         134446.188         137.411         126.990         42         45         200.0000         200.0000         40000.0000
299-W22-84         C3398         566978.750         134547.625         137.079         126.411         42         46         200.0000         200.0000         40000.0000
299-W22-44         A4975         566956.000         134484.422         144.221         132.973         42         46         200.0000         200.0000         40000.0000
299-W22-48         B8812         566996.625         134425.094         138.174         133.599         42         46         200.0000         200.0000         40000.0000
299-W22-93         C8202         566949.070         134485.980         133.057         122.389         42         46         200.0000         200.0000         40000.0000
299-W22-95         C8240         567170.540         134549.110         132.825         120.624         42         47         200.0000         200.0000         40000.0000
299-W22-94         C8203         567009.820         134429.750         133.925         123.248         42         47         200.0000         200.0000         40000.0000
299-W22-43         A4974         567532.500         134539.234         142.701         136.514         42         49         200.0000         200.0000         40000.0000
299-W22-23         A7844         567586.688         134444.969         150.673         137.536         42         49         200.0000         200.0000         40000.0000
299-W22-87         C4977         567541.750         134539.880         135.745         125.056         42         49         200.0000         200.0000         40000.0000
299-W22-40         A4971         567634.563         134509.984         142.829         136.611         42         50         200.0000         200.0000         40000.0000
299-W22-22         A4967         567617.250         134464.313         142.355         119.839         42         50         200.0000         200.0000         40000.0000
299-W22-41         A4972         567637.063         134479.453         142.699         136.238         42         50         200.0000         200.0000         40000.0000
299-W22-42         A4973         567623.188         134452.203         142.824         136.637         42         50         200.0000         200.0000         40000.0000
299-W22-79         B8552         567629.563         134464.844         136.966         127.062         42         50         200.0000         200.0000         40000.0000
299-W21-2         C4639         568124.390         134573.790         135.556         124.882         42         52         200.0000         200.0000         40000.0000
699-36-67         B2733         569279.500         134425.016         135.648         126.403         42         58         200.0000         200.0000         40000.0000
699-36-66B         C6219         569731.340         134469.010         131.691         121.020         42         60         200.0000         200.0000         40000.0000
699-36-61A         A5144         571395.500         134557.109         126.990         120.522         42         68         200.0000         200.0000         40000.0000
699-36-61B         A8573         571401.188         134586.891         125.957         113.374         42         69         200.0000         200.0000         40000.0000
699-36-46S         A5143         575998.000         134552.688         124.232         123.196         42         91         200.0000         200.0000         40000.0000
699-35-78A         A5141         566063.563         134271.266         147.105         142.533         43         42         200.0000         200.0000         40000.0000
299-W23-4         A4987         566628.188         134391.875         140.515         126.890         43         45         200.0000         200.0000         40000.0000
299-W23-14         A4983         566708.688         134290.172         143.404         136.912         43         45         200.0000         200.0000         40000.0000
299-W23-21         C3113         566707.750         134294.000         136.870         126.474         43         45         200.0000         200.0000         40000.0000
299-W23-8         A4991         566707.125         134287.750         150.097         147.049         43         45         200.0000         200.0000         40000.0000
299-W22-39         A4970         566903.875         134213.672         142.936         136.474         43         46         200.0000         200.0000         40000.0000
299-W22-45         A4976         566945.188         134292.516         142.754         131.842         43         46         200.0000         200.0000         40000.0000
299-W22-49         B8813         566904.375         134201.625         134.463         132.939         43         46         200.0000         200.0000         40000.0000
299-W22-85         C3399         566902.875         134260.578         137.504         126.863         43         46         200.0000         200.0000         40000.0000
299-W22-115         C9430         566939.390         134292.430         134.012         123.335         43         46         200.0000         200.0000         40000.0000
299-W22-81         C3123         567000.250         134354.188         136.796         126.137         43         47         200.0000         200.0000         40000.0000
299-W22-4         A7830         567082.813         134254.219         145.508         113.900         43         47         200.0000         200.0000         40000.0000
299-W22-69         C4969         567179.600         134347.830         135.404         124.730         43         47         200.0000         200.0000         40000.0000
299-W22-72         C4970         567237.370         134207.080         135.790         125.116         43         48         200.0000         200.0000         40000.0000
299-W22-7         A4978         567499.438         134248.063         142.570         136.199         43         49         200.0000         200.0000         40000.0000
299-W22-8         A7833         567741.813         134218.000         141.376         140.248         43         50         200.0000         200.0000         40000.0000
299-W21-1         A4963         568143.375         134396.344         145.763         138.523         43         52         200.0000         200.0000         40000.0000
299-W22-88         C4978         568046.480         134390.530         134.323         123.655         43         52         200.0000         200.0000         40000.0000
699-36-70A         A9901         568466.679         134308.839         137.567         128.344         43         54         200.0000         200.0000         40000.0000
299-E13-10         A4724         573195.000         134252.516         131.824         122.070         43         77         200.0000         200.0000         40000.0000
299-W23-15         A4984         566794.000         134127.234         143.194         132.008         44         45         200.0000         200.0000         40000.0000
299-W23-236         C9432         566798.660         134128.150         133.668         122.997         44         45         200.0000         200.0000         40000.0000
299-W22-80         C3115         566842.875         134125.656         137.478         127.089         44         46         200.0000         200.0000         40000.0000
299-W22-46         A4977         566903.875         134127.844         145.749         134.868         44         46         200.0000         200.0000         40000.0000
299-W22-50         B8814         566904.188         134139.703         137.714         133.139         44         46         200.0000         200.0000         40000.0000
299-W22-116         C9431         566900.500         134139.920         133.284         122.610         44         46         200.0000         200.0000         40000.0000
299-W22-113         C8943         566904.520         134192.750         133.463         124.289         44         46         200.0000         200.0000         40000.0000
299-W22-89         C7664         566906.770         134031.670         135.783         125.106         44         46         200.0000         200.0000         40000.0000
299-W22-47         C4667         566908.740         134076.280         136.576         125.905         44         46         200.0000         200.0000         40000.0000
299-W22-82         C3124         567004.750         134167.063         137.212         126.513         44         47         200.0000         200.0000         40000.0000
299-W22-83         C3126         567009.063         134092.547         137.362         126.694         44         47         200.0000         200.0000         40000.0000
299-W22-86         C4971         567186.740         134041.310         135.874         125.179         44         47         200.0000         200.0000         40000.0000
299-W22-96         C8241         567351.930         134145.580         134.473         125.329         44         48         200.0000         200.0000         40000.0000
299-W22-9         A7834         567739.688         134042.734         140.459         133.418         44         50         200.0000         200.0000         40000.0000
699-35-66A         A5139         569857.875         134099.250         141.104         127.583         44         61         200.0000         200.0000         40000.0000
699-35-9         A5142         587123.000         134096.063         119.292         111.672         44         147         200.0000         200.0000         40000.0000
699-34-88         A5138         563010.420         133950.080         144.930         128.470         45         27         200.0000         200.0000         40000.0000
299-W22-20         A7843         567593.125         133879.250         144.607         132.659         45         49         200.0000         200.0000         40000.0000
699-35-70         A5140         568566.500         133987.578         138.938         132.270         45         54         200.0000         200.0000         40000.0000
699-34-61         A5463         571395.875         133809.859         128.474         123.180         45         68         200.0000         200.0000         40000.0000
699-34-51         A5137         574269.875         133808.469         117.956         112.762         45         83         200.0000         200.0000         40000.0000
699-34-41B         A5135         577338.313         133911.734         129.311         121.691         45         98         200.0000         200.0000         40000.0000
699-34-39A         A5134         578013.500         133881.125         123.500         118.214         45         102         200.0000         200.0000         40000.0000
299-W26-8         A4994         566645.688         133663.484         143.732         137.545         46         45         200.0000         200.0000         40000.0000
699-33-76         C4976         566621.210         133600.430         136.278         125.610         46         45         200.0000         200.0000         40000.0000
299-W26-12         A5409         566901.000         133689.859         142.810         136.501         46         46         200.0000         200.0000         40000.0000
299-W27-2         A5410         566908.250         133670.344         82.696         81.796         46         46         200.0000         200.0000         40000.0000
699-33-75         C4974         566907.780         133662.480         135.734         125.066         46         46         200.0000         200.0000         40000.0000
699-34-72         C4972         567859.970         133785.330         134.517         123.846         46         51         200.0000         200.0000         40000.0000
699-33-56         A5133         572922.688         133627.234         122.125         93.474         46         76         200.0000         200.0000         40000.0000
699-34-42         A5136         577165.438         133714.641         125.451         121.266         46         97         200.0000         200.0000         40000.0000
299-W26-6         A5445         566463.375         133406.000         141.866         136.227         47         44         200.0000         200.0000         40000.0000
299-W26-14         B8828         566682.688         133539.203         136.592         125.924         47         45         200.0000         200.0000         40000.0000
299-W26-10         A4992         566683.250         133499.109         143.099         136.973         47         45         200.0000         200.0000         40000.0000
699-33-74         C4973         567472.650         133552.160         135.106         124.438         47         49         200.0000         200.0000         40000.0000
699-33-42         A5132         577020.563         133480.656         124.474         121.426         47         97         200.0000         200.0000         40000.0000
299-W26-7         A5446         566325.438         133242.422         142.616         136.361         48         43         200.0000         200.0000         40000.0000
299-W26-13         B8817         566424.375         133293.594         137.406         127.059         48         44         200.0000         200.0000         40000.0000
699-32-72B         A9525         567935.000         133362.094         138.988         129.841         48         51         200.0000         200.0000         40000.0000
699-32-70B         A5129         568462.000         133242.250         139.930         129.894         48         54         200.0000         200.0000         40000.0000
699-32-62         A5128         571008.422         133215.659         129.906         111.313         48         67         200.0000         200.0000         40000.0000
699-32-42         A8516         576976.250         133378.875         125.242         122.194         48         96         200.0000         200.0000         40000.0000
699-32-43         A5127         576902.125         133278.609         124.976         121.928         48         96         200.0000         200.0000         40000.0000
699-32-22A         A5126         583197.125         133256.813         124.187         121.292         48         127         200.0000         200.0000         40000.0000
699-32-77         A5131         566416.813         133152.484         147.001         133.636         49         44         200.0000         200.0000         40000.0000
699-32-76         C4975         566683.940         133137.730         135.514         124.846         49         45         200.0000         200.0000         40000.0000
699-31-68         C9416         569598.000         133080.600         130.718         120.047         49         59         200.0000         200.0000         40000.0000
699-31-53B         A8507         573758.375         132975.109         126.760         125.236         50         80         200.0000         200.0000         40000.0000
699-30-57         C9417         572394.410         132770.780         125.294         114.623         51         73         200.0000         200.0000         40000.0000
699-31-31         A5123         580551.688         132794.234         121.217         87.689         51         114         200.0000         200.0000         40000.0000
699-29-78         A5121         566211.563         132413.609         149.072         104.266         52         43         200.0000         200.0000         40000.0000
699-29-4         A8490         588701.250         132255.328         119.809         114.932         53         155         200.0000         200.0000         40000.0000
699-28-52A         A5111         574187.625         132109.313         124.570         115.457         54         82         200.0000         200.0000         40000.0000
699-28-40         A5110         577620.554         131929.501         123.993         97.780         55         100         200.0000         200.0000         40000.0000
699-27-68         C9632         569324.760         131676.430         132.128         122.984         56         58         200.0000         200.0000         40000.0000
699-26-38         C8774         579030.190         131469.630         123.800         114.659         57         107         200.0000         200.0000         40000.0000
699-26-34A         A5102         579394.813         131467.547         125.727         119.968         57         108         200.0000         200.0000         40000.0000
699-27-8         A5109         587305.000         131498.453         121.718         118.945         57         148         200.0000         200.0000         40000.0000
699-26-89         A5108         562778.695         131375.105         149.424         50.974         58         25         200.0000         200.0000         40000.0000
699-25-55         A5098         573089.063         131212.141         127.074         112.571         58         77         200.0000         200.0000         40000.0000
699-26-35A         A5103         579314.125         131347.250         125.966         119.870         58         108         200.0000         200.0000         40000.0000
699-26-35C         A5104         579332.000         131341.828         103.923         100.875         58         108         200.0000         200.0000         40000.0000
699-26-34B         A5420         579629.375         131352.250         125.395         114.757         58         110         200.0000         200.0000         40000.0000
699-25-34A         A5095         579694.875         131230.891         126.075         120.551         58         110         200.0000         200.0000         40000.0000
699-25-33A         A5094         579712.188         131224.563         103.362         100.314         58         110         200.0000         200.0000         40000.0000
699-26-33         A5101         579709.750         131280.281         126.050         120.021         58         110         200.0000         200.0000         40000.0000
699-25-34F         C9405         579693.920         131227.610         123.479         114.332         58         110         200.0000         200.0000         40000.0000
699-26-33A         C9404         579709.970         131284.020         123.687         114.543         58         110         200.0000         200.0000         40000.0000
699-26-15A         A5100         585472.563         131330.563         125.067         107.998         58         139         200.0000         200.0000         40000.0000
699-25-70         A5099         568543.718         131171.456         139.629         58.857         59         54         200.0000         200.0000         40000.0000
699-25-34D         A5419         579589.813         131190.906         125.263         114.748         59         109         200.0000         200.0000         40000.0000
699-25-34B         A5096         579679.438         131181.359         125.693         119.636         59         110         200.0000         200.0000         40000.0000
699-25-34C         A5097         579635.000         131037.836         125.719         121.211         59         110         200.0000         200.0000         40000.0000
699-24-36         C8772         578833.700         130874.730         123.695         114.551         60         106         200.0000         200.0000         40000.0000
699-24-35         A5093         579176.813         130914.961         125.523         120.992         60         107         200.0000         200.0000         40000.0000
699-24-34C         A5092         579588.625         130886.875         125.876         121.304         60         109         200.0000         200.0000         40000.0000
699-24-46         A8457         575785.688         130793.844         124.836         121.788         61         90         200.0000         200.0000         40000.0000
699-24-34B         A5091         579554.125         130771.820         125.753         121.181         61         109         200.0000         200.0000         40000.0000
699-24-34A         A5090         579522.750         130669.375         125.883         121.311         61         109         200.0000         200.0000         40000.0000
699-24-34E         C9407         579555.000         130775.050         122.743         113.590         61         109         200.0000         200.0000         40000.0000
699-24-34D         C9406         579524.700         130672.740         123.874         114.721         61         109         200.0000         200.0000         40000.0000
699-24-33         A5089         579720.063         130768.367         123.621         113.091         61         110         200.0000         200.0000         40000.0000
699-23-34A         A5087         579486.250         130552.383         125.883         121.220         62         109         200.0000         200.0000         40000.0000
699-22-35         A8443         579340.563         130309.016         125.590         114.922         63         108         200.0000         200.0000         40000.0000
699-23-34B         A8450         579433.000         130384.703         125.479         116.335         63         109         200.0000         200.0000         40000.0000
699-21-17         A5086         584791.625         129855.359         999.000         -999.000         65         135         200.0000         200.0000         40000.0000
699-21-6         A8438         587982.750         129941.914         121.316         114.762         65         151         200.0000         200.0000         40000.0000
699-20-39         A5081         577999.750         129731.063         999.000         -999.000         66         101         200.0000         200.0000         40000.0000
699-20-20         A5080         583518.438         129714.344         999.000         -999.000         66         129         200.0000         200.0000         40000.0000
699-20-E5A         A8428         591358.125         129612.398         114.164         112.640         66         168         200.0000         200.0000         40000.0000
699-20-E12         A5085         593592.938         129735.281         999.000         -999.000         66         179         200.0000         200.0000         40000.0000
699-19-43         A5075         576819.438         129159.023         129.311         112.242         69         96         200.0000         200.0000         40000.0000
699-15-15A         A5071         585350.688         128021.211         104.566         101.518         74         138         200.0000         200.0000         40000.0000
699-15-26         A5072         581770.327         127963.546         123.324         114.180         75         120         200.0000         200.0000         40000.0000
699-14-47         A5069         575490.207         127633.663         125.910         121.948         76         89         200.0000         200.0000         40000.0000
699-13-1A         A8260         589508.673         127427.820         111.692         107.120         77         159         200.0000         200.0000         40000.0000
699-13-1E         C3798         589560.560         127537.150         118.620         112.555         77         159         200.0000         200.0000         40000.0000
699-13-0A         C3256         590060.938         127568.789         116.693         110.582         77         162         200.0000         200.0000         40000.0000
699-12-4D         A8252         588689.815         127257.720         116.608         92.224         78         155         200.0000         200.0000         40000.0000
699-13-3A         B2540         589137.370         127305.020         119.369         113.255         78         157         200.0000         200.0000         40000.0000
699-12-2C         C3253         589260.438         127205.039         116.969         110.852         78         158         200.0000         200.0000         40000.0000
699-13-2D         C3254         589238.375         127372.406         118.251         112.136         78         158         200.0000         200.0000         40000.0000
699-13-1B         A8261         589571.934         127335.924         109.384         103.288         78         159         200.0000         200.0000         40000.0000
