TIME,WELL_NAME,MASS_KG
1978,299-W12-2,12.4941651
2008,299-W12-2,12.1400248
2039,299-W12-2,10.13853993
2070,299-W12-2,10.01327548
2100,299-W12-2,11.85407185
2131,299-W12-2,7.227144961
2161,299-W12-2,9.67596563
2192,299-W12-2,9.833020046
2223,299-W12-2,9.710663836
2251,299-W12-2,8.670638029
2282,299-W12-2,9.496519998
2312,299-W12-2,9.106292411
2343,299-W12-2,9.313182842
2373,299-W12-2,8.938772348
2404,299-W12-2,10.30931426
2435,299-W12-2,9.149247522
2465,299-W12-2,8.816365383
2496,299-W12-2,9.005717713
2526,299-W12-2,8.602998211
2557,299-W12-2,8.766791126
2588,299-W12-2,8.657758654
2616,299-W12-2,7.724894288
2647,299-W12-2,8.454789837
2677,299-W12-2,8.086904337
2708,299-W12-2,8.2613524
2738,299-W12-2,7.907372302
2769,299-W12-2,8.084553022
2800,299-W12-2,8.035969455
2830,299-W12-2,7.730512285
2861,299-W12-2,7.91306274
2891,299-W12-2,7.575484969
2922,299-W12-2,7.747788711
2953,299-W12-2,7.68144599
2981,299-W12-2,6.991501702
3012,299-W12-2,7.710173432
3042,299-W12-2,7.355598013
3073,299-W12-2,7.481393052
3103,299-W12-2,7.143869414
3134,299-W12-2,7.301845231
3165,299-W12-2,7.237890441
3195,299-W12-2,7.00179539
3226,299-W12-2,7.192143722
3256,299-W12-2,6.908511387
3287,299-W12-2,7.082494711
3318,299-W12-2,7.034001167
3347,299-W12-2,6.538914592
3378,299-W12-2,6.942266053
3408,299-W12-2,6.671891945
3439,299-W12-2,6.84670699
3469,299-W12-2,6.580440387
3500,299-W12-2,6.753348719
3531,299-W12-2,6.706863796
3561,299-W12-2,6.446855182
3592,299-W12-2,6.117188484
3622,299-W12-2,4.912497148
3653,299-W12-2,4.747742434
3684,299-W12-2,4.434192533
3712,299-W12-2,3.782923364
3743,299-W12-2,3.959584196
3773,299-W12-2,3.638538856
3804,299-W12-2,3.576097175
3834,299-W12-2,3.300808557
3865,299-W12-2,3.257563941
3896,299-W12-2,3.116103128
3926,299-W12-2,2.892831973
3957,299-W12-2,2.871706967
3987,299-W12-2,2.675699583
4018,299-W12-2,2.666101474
4049,299-W12-2,2.574619189
4077,299-W12-2,2.254040709
4108,299-W12-2,2.420903314
4138,299-W12-2,2.27503259
4169,299-W12-2,2.285727263
4199,299-W12-2,2.153942639
4230,299-W12-2,2.169551972
4261,299-W12-2,2.116541091
4291,299-W12-2,2.00152723
4322,299-W12-2,2.022277908
4352,299-W12-2,1.915708008
4383,299-W12-2,1.938613888
4414,299-W12-2,1.899446485
4442,299-W12-2,1.683631089
4473,299-W12-2,1.829689173
4503,299-W12-2,1.73815764
4534,299-W12-2,1.763874132
4564,299-W12-2,1.67729537
4595,299-W12-2,1.703741912
4626,299-W12-2,1.675211673
4656,299-W12-2,1.595202434
5022,299-W12-2,17.78931521
5387,299-W12-2,15.47552361
5752,299-W12-2,13.8789059
6117,299-W12-2,12.66672028
6483,299-W12-2,11.72972019
6848,299-W12-2,10.89257257
7213,299-W12-2,10.20363967
7578,299-W12-2,9.597338608
7944,299-W12-2,9.076964288
8309,299-W12-2,8.554248683
9447.8418,299-W12-2,0
10025.8174,299-W12-2,0
10609.5723,299-W12-2,0
11199.165,299-W12-2,0
11794.6533,299-W12-2,0
12396.0967,299-W12-2,0
13003.5547,299-W12-2,0
13617.0869,299-W12-2,0
14236.7549,299-W12-2,0
14862.6191,299-W12-2,0
15494.7422,299-W12-2,0
16133.1865,299-W12-2,0
16778.0156,299-W12-2,0
17429.293,299-W12-2,0
18087.082,299-W12-2,0
18751.4492,299-W12-2,0
19422.4609,299-W12-2,0
20100.1816,299-W12-2,0
20784.6797,299-W12-2,0
21476.0234,299-W12-2,0
22174.2813,299-W12-2,0
22879.5215,299-W12-2,0
23591.8145,299-W12-2,0
24311.2305,299-W12-2,0
25037.8398,299-W12-2,0
25771.7148,299-W12-2,0
26512.9297,299-W12-2,0
27261.5566,299-W12-2,0
28017.6699,299-W12-2,0
28781.3438,299-W12-2,0
29552.6543,299-W12-2,0
30331.6777,299-W12-2,0
31118.4922,299-W12-2,0
31913.1738,299-W12-2,0
32715.8027,299-W12-2,0
33526.457,299-W12-2,0
34345.2188,299-W12-2,0
35172.168,299-W12-2,0
36007.3867,299-W12-2,0
36850.957,299-W12-2,0
37702.9648,299-W12-2,0
38563.4922,299-W12-2,0
39432.625,299-W12-2,0
40310.4492,299-W12-2,0
41197.0508,299-W12-2,0
42092.5195,299-W12-2,0
42996.9414,299-W12-2,0
43910.4063,299-W12-2,0
44833,299-W12-2,0
31,299-W11-50,11.80768673
59,299-W11-50,10.28014647
90,299-W11-50,12.13626422
120,299-W11-50,11.31822899
151,299-W11-50,11.66607247
181,299-W11-50,11.28763569
212,299-W11-50,12.04076737
243,299-W11-50,10.36141971
273,299-W11-50,11.13474947
304,299-W11-50,11.75797995
334,299-W11-50,11.09608795
365,299-W11-50,9.603758095
396,299-W11-50,8.0442738
425,299-W11-50,8.201369486
456,299-W11-50,8.120523211
486,299-W11-50,7.30800869
517,299-W11-50,7.783508573
547,299-W11-50,7.589966582
578,299-W11-50,8.890007889
609,299-W11-50,7.082271057
639,299-W11-50,6.857089181
670,299-W11-50,4.224025962
700,299-W11-50,3.429069345
731,299-W11-50,9.124493031
762,299-W11-50,9.166825302
790,299-W11-50,7.905563929
821,299-W11-50,6.782596122
851,299-W11-50,6.168369039
882,299-W11-50,6.78854202
912,299-W11-50,5.581089808
943,299-W11-50,6.993927208
974,299-W11-50,6.009458154
1004,299-W11-50,5.697452766
1035,299-W11-50,5.044437122
1065,299-W11-50,4.943509781
1096,299-W11-50,5.198397467
1127,299-W11-50,4.969336836
1155,299-W11-50,4.343291865
1186,299-W11-50,4.761632107
1216,299-W11-50,4.911312432
1247,299-W11-50,4.625335195
1277,299-W11-50,4.43467005
1308,299-W11-50,4.555994647
1339,299-W11-50,4.406253694
1369,299-W11-50,2.944217816
1400,299-W11-50,4.105989726
1430,299-W11-50,3.747359795
1461,299-W11-50,4.272915577
1492,299-W11-50,4.203211634
1520,299-W11-50,3.732404804
1551,299-W11-50,4.179750559
1581,299-W11-50,3.585768628
1612,299-W11-50,4.012062556
1642,299-W11-50,3.732703606
1673,299-W11-50,3.916212716
1704,299-W11-50,3.850422496
1734,299-W11-50,3.55039919
1765,299-W11-50,3.653620547
1795,299-W11-50,1.03280304
1826,299-W11-50,3.656317593
1857,299-W11-50,4.410443681
1886,299-W11-50,4.401818592
1917,299-W11-50,4.563341594
1947,299-W11-50,4.398798644
1978,299-W11-50,4.328050089
2008,299-W11-50,4.265785115
2039,299-W11-50,4.58442377
2070,299-W11-50,4.833841481
2100,299-W11-50,5.023923438
2131,299-W11-50,4.553713596
2161,299-W11-50,1.405589359
2192,299-W11-50,2.033821367
2223,299-W11-50,2.528308379
2251,299-W11-50,1.059471055
2282,299-W11-50,4.80474661
2312,299-W11-50,4.54566534
2343,299-W11-50,4.695782661
2373,299-W11-50,4.393239196
2404,299-W11-50,4.362767114
2435,299-W11-50,4.387237038
2465,299-W11-50,4.10674663
2496,299-W11-50,3.481506187
2526,299-W11-50,4.009630358
2557,299-W11-50,4.055325574
2588,299-W11-50,3.945957288
2616,299-W11-50,3.514998072
2647,299-W11-50,3.822520049
2677,299-W11-50,1.497869061
2708,299-W11-50,2.906379787
2738,299-W11-50,3.025691943
2769,299-W11-50,2.845121368
2800,299-W11-50,2.767784967
2830,299-W11-50,2.563545189
2861,299-W11-50,2.656203941
2891,299-W11-50,2.516980591
2922,299-W11-50,2.542951921
2953,299-W11-50,2.452202059
2981,299-W11-50,2.172504497
3012,299-W11-50,2.373034656
3042,299-W11-50,2.263614449
3073,299-W11-50,1.153599752
3103,299-W11-50,1.432301613
3134,299-W11-50,1.550626628
3165,299-W11-50,1.63395325
3195,299-W11-50,1.329674773
3226,299-W11-50,1.577960862
3256,299-W11-50,1.473928924
3287,299-W11-50,1.508016621
3318,299-W11-50,2.35191711
3347,299-W11-50,2.145302398
3378,299-W11-50,2.236472106
3408,299-W11-50,2.110257228
3439,299-W11-50,2.126255845
3469,299-W11-50,2.006431198
3500,299-W11-50,2.021679466
3531,299-W11-50,1.970501327
3561,299-W11-50,1.859407204
3592,299-W11-50,1.871304545
3622,299-W11-50,1.760797602
3653,299-W11-50,1.766134115
3684,299-W11-50,1.711143695
3712,299-W11-50,1.498206593
3743,299-W11-50,1.606239001
3773,299-W11-50,1.502524615
3804,299-W11-50,1.499690158
3834,299-W11-50,1.401078694
3865,299-W11-50,1.396932475
3896,299-W11-50,1.346502364
3926,299-W11-50,1.256309727
3957,299-W11-50,0
3987,299-W11-50,0
4018,299-W11-50,0
4049,299-W11-50,0
4077,299-W11-50,0
4108,299-W11-50,0
4138,299-W11-50,0
4169,299-W11-50,0
4199,299-W11-50,0
4230,299-W11-50,0
4261,299-W11-50,0
4291,299-W11-50,0
4322,299-W11-50,0
4352,299-W11-50,0
4383,299-W11-50,0
4414,299-W11-50,0
4442,299-W11-50,0
4473,299-W11-50,0
4503,299-W11-50,0
4534,299-W11-50,0
4564,299-W11-50,0
4595,299-W11-50,0
4626,299-W11-50,0
4656,299-W11-50,0
5022,299-W11-50,0
5387,299-W11-50,0
5752,299-W11-50,0
6117,299-W11-50,0
6483,299-W11-50,0
6848,299-W11-50,0
7213,299-W11-50,0
7578,299-W11-50,0
7944,299-W11-50,0
8309,299-W11-50,0
9447.8418,299-W11-50,0
10025.8174,299-W11-50,0
10609.5723,299-W11-50,0
11199.165,299-W11-50,0
11794.6533,299-W11-50,0
12396.0967,299-W11-50,0
13003.5547,299-W11-50,0
13617.0869,299-W11-50,0
14236.7549,299-W11-50,0
14862.6191,299-W11-50,0
15494.7422,299-W11-50,0
16133.1865,299-W11-50,0
16778.0156,299-W11-50,0
17429.293,299-W11-50,0
18087.082,299-W11-50,0
18751.4492,299-W11-50,0
19422.4609,299-W11-50,0
20100.1816,299-W11-50,0
20784.6797,299-W11-50,0
21476.0234,299-W11-50,0
22174.2813,299-W11-50,0
22879.5215,299-W11-50,0
23591.8145,299-W11-50,0
24311.2305,299-W11-50,0
25037.8398,299-W11-50,0
25771.7148,299-W11-50,0
26512.9297,299-W11-50,0
27261.5566,299-W11-50,0
28017.6699,299-W11-50,0
28781.3438,299-W11-50,0
29552.6543,299-W11-50,0
30331.6777,299-W11-50,0
31118.4922,299-W11-50,0
31913.1738,299-W11-50,0
32715.8027,299-W11-50,0
33526.457,299-W11-50,0
34345.2188,299-W11-50,0
35172.168,299-W11-50,0
36007.3867,299-W11-50,0
36850.957,299-W11-50,0
37702.9648,299-W11-50,0
38563.4922,299-W11-50,0
39432.625,299-W11-50,0
40310.4492,299-W11-50,0
41197.0508,299-W11-50,0
42092.5195,299-W11-50,0
42996.9414,299-W11-50,0
43910.4063,299-W11-50,0
44833,299-W11-50,0
31,299-W11-90,31.11738167
59,299-W11-90,25.75027518
90,299-W11-90,30.84108036
120,299-W11-90,27.64437866
151,299-W11-90,28.39884971
181,299-W11-90,27.81349069
212,299-W11-90,28.69511499
243,299-W11-90,24.25137054
273,299-W11-90,25.98780528
304,299-W11-90,27.83434746
334,299-W11-90,24.16388434
365,299-W11-90,21.02507276
396,299-W11-90,17.60812083
425,299-W11-90,25.70762935
456,299-W11-90,28.46393049
486,299-W11-90,16.30062789
517,299-W11-90,16.74407949
547,299-W11-90,16.18645905
578,299-W11-90,23.653742
609,299-W11-90,19.04934406
639,299-W11-90,22.71698091
670,299-W11-90,19.49507032
700,299-W11-90,17.69141039
731,299-W11-90,16.08402039
762,299-W11-90,18.66062104
790,299-W11-90,16.21490333
821,299-W11-90,13.67624288
851,299-W11-90,12.36241351
882,299-W11-90,13.53907744
912,299-W11-90,10.99412836
943,299-W11-90,16.04898422
974,299-W11-90,17.50281157
1004,299-W11-90,16.47874289
1035,299-W11-90,15.83480101
1065,299-W11-90,13.21534109
1096,299-W11-90,13.50191382
1127,299-W11-90,13.76498304
1155,299-W11-90,12.1406969
1186,299-W11-90,13.20994461
1216,299-W11-90,10.48094994
1247,299-W11-90,12.70737934
1277,299-W11-90,12.10557288
1308,299-W11-90,12.35254523
1339,299-W11-90,12.11878926
1369,299-W11-90,8.300958056
1400,299-W11-90,12.5959671
1430,299-W11-90,11.51503982
1461,299-W11-90,11.98019435
1492,299-W11-90,12.11689334
1520,299-W11-90,8.018850314
1551,299-W11-90,7.375281578
1581,299-W11-90,8.748625507
1612,299-W11-90,10.7167888
1642,299-W11-90,9.399308374
1673,299-W11-90,9.684876726
1704,299-W11-90,9.579492341
1734,299-W11-90,9.121471402
1765,299-W11-90,9.136735335
1795,299-W11-90,11.54511954
1826,299-W11-90,12.38598824
1857,299-W11-90,8.738675527
1886,299-W11-90,7.852747293
1917,299-W11-90,8.571822021
1947,299-W11-90,8.898711523
1978,299-W11-90,8.80109567
2008,299-W11-90,6.261313633
2039,299-W11-90,1.035033029
2070,299-W11-90,8.122353616
2100,299-W11-90,7.471514848
2131,299-W11-90,8.438827967
2161,299-W11-90,8.23572195
2192,299-W11-90,8.384219234
2223,299-W11-90,8.729842729
2251,299-W11-90,8.344896837
2282,299-W11-90,8.077848083
2312,299-W11-90,7.368260402
2343,299-W11-90,7.943159695
2373,299-W11-90,7.468620939
2404,299-W11-90,7.459770194
2435,299-W11-90,7.630514961
2465,299-W11-90,7.246980884
2496,299-W11-90,7.469273265
2526,299-W11-90,7.174847012
2557,299-W11-90,7.29298338
2588,299-W11-90,7.198643123
2616,299-W11-90,6.467922498
2647,299-W11-90,7.614799572
2677,299-W11-90,7.67755569
2708,299-W11-90,7.137362114
2738,299-W11-90,7.440025587
2769,299-W11-90,7.155138063
2800,299-W11-90,7.061416574
2830,299-W11-90,6.522333232
2861,299-W11-90,6.906345642
2891,299-W11-90,6.603246196
2922,299-W11-90,2.644201652
2953,299-W11-90,6.586614873
2981,299-W11-90,5.884536669
3012,299-W11-90,6.47164119
3042,299-W11-90,6.258698294
3073,299-W11-90,7.765256426
3103,299-W11-90,7.993559103
3134,299-W11-90,8.786086444
3165,299-W11-90,8.68939815
3195,299-W11-90,7.103006369
3226,299-W11-90,8.530244522
3256,299-W11-90,8.0634852
3287,299-W11-90,8.331802237
3318,299-W11-90,8.186842924
3347,299-W11-90,7.56591026
3378,299-W11-90,7.989192829
3408,299-W11-90,7.634821666
3439,299-W11-90,7.789342388
3469,299-W11-90,7.441447003
3500,299-W11-90,7.589871647
3531,299-W11-90,7.488957097
3561,299-W11-90,7.15184243
3592,299-W11-90,7.278323979
3622,299-W11-90,6.88307554
3653,299-W11-90,6.948872977
3684,299-W11-90,6.78701567
3712,299-W11-90,5.994451038
3743,299-W11-90,6.487173767
3773,299-W11-90,6.130679169
3804,299-W11-90,6.183922941
3834,299-W11-90,5.839621752
3865,299-W11-90,5.885522994
3896,299-W11-90,5.735720039
3926,299-W11-90,5.409482171
3957,299-W11-90,5.442563277
3987,299-W11-90,5.12515417
4018,299-W11-90,5.150245791
4049,299-W11-90,5.00335815
4077,299-W11-90,4.394376815
4108,299-W11-90,4.729147511
4138,299-W11-90,4.442732945
4169,299-W11-90,4.455241017
4199,299-W11-90,4.183095786
4230,299-W11-90,4.192870404
4261,299-W11-90,4.06427213
4291,299-W11-90,3.813818098
4322,299-W11-90,3.822095176
4352,299-W11-90,3.587641672
4383,299-W11-90,3.596047026
4414,299-W11-90,3.486636303
4442,299-W11-90,3.05788646
4473,299-W11-90,3.287177349
4503,299-W11-90,3.085475752
4534,299-W11-90,3.092242455
4564,299-W11-90,2.902090112
4595,299-W11-90,2.908034359
4626,299-W11-90,2.818338793
4656,299-W11-90,2.644407454
5022,299-W11-90,26.89262798
5387,299-W11-90,18.74214822
5752,299-W11-90,13.39341222
6117,299-W11-90,9.87946166
6483,299-W11-90,7.574527115
6848,299-W11-90,5.983300865
7213,299-W11-90,4.89087996
7578,299-W11-90,4.100786057
7944,299-W11-90,3.516314876
8309,299-W11-90,3.04433586
9447.8418,299-W11-90,0
10025.8174,299-W11-90,0
10609.5723,299-W11-90,0
11199.165,299-W11-90,0
11794.6533,299-W11-90,0
12396.0967,299-W11-90,0
13003.5547,299-W11-90,0
13617.0869,299-W11-90,0
14236.7549,299-W11-90,0
14862.6191,299-W11-90,0
15494.7422,299-W11-90,0
16133.1865,299-W11-90,0
16778.0156,299-W11-90,0
17429.293,299-W11-90,0
18087.082,299-W11-90,0
18751.4492,299-W11-90,0
19422.4609,299-W11-90,0
20100.1816,299-W11-90,0
20784.6797,299-W11-90,0
21476.0234,299-W11-90,0
22174.2813,299-W11-90,0
22879.5215,299-W11-90,0
23591.8145,299-W11-90,0
24311.2305,299-W11-90,0
25037.8398,299-W11-90,0
25771.7148,299-W11-90,0
26512.9297,299-W11-90,0
27261.5566,299-W11-90,0
28017.6699,299-W11-90,0
28781.3438,299-W11-90,0
29552.6543,299-W11-90,0
30331.6777,299-W11-90,0
31118.4922,299-W11-90,0
31913.1738,299-W11-90,0
32715.8027,299-W11-90,0
33526.457,299-W11-90,0
34345.2188,299-W11-90,0
35172.168,299-W11-90,0
36007.3867,299-W11-90,0
36850.957,299-W11-90,0
37702.9648,299-W11-90,0
38563.4922,299-W11-90,0
39432.625,299-W11-90,0
40310.4492,299-W11-90,0
41197.0508,299-W11-90,0
42092.5195,299-W11-90,0
42996.9414,299-W11-90,0
43910.4063,299-W11-90,0
44833,299-W11-90,0
31,299-W11-96,18.91820253
59,299-W11-96,13.58432424
90,299-W11-96,17.50619391
120,299-W11-96,16.38531851
151,299-W11-96,17.13468153
181,299-W11-96,18.92020372
212,299-W11-96,20.40724014
243,299-W11-96,20.19674302
273,299-W11-96,19.67422561
304,299-W11-96,16.26726359
334,299-W11-96,13.05271095
365,299-W11-96,16.51242375
396,299-W11-96,13.43205175
425,299-W11-96,15.634811
456,299-W11-96,19.16146794
486,299-W11-96,0.015787678
517,299-W11-96,0.027977793
547,299-W11-96,0
578,299-W11-96,10.48450444
609,299-W11-96,11.86543237
639,299-W11-96,18.65504983
670,299-W11-96,0.399721442
700,299-W11-96,8.256541584
731,299-W11-96,17.3119727
762,299-W11-96,18.91602123
790,299-W11-96,15.26617262
821,299-W11-96,8.941739243
851,299-W11-96,3.233911975
882,299-W11-96,16.36946355
912,299-W11-96,16.14871838
943,299-W11-96,17.14730116
974,299-W11-96,3.4658522
1004,299-W11-96,17.74019876
1035,299-W11-96,17.98315439
1065,299-W11-96,17.64269347
1096,299-W11-96,18.46357599
1127,299-W11-96,18.38701514
1155,299-W11-96,16.41077632
1186,299-W11-96,18.06011976
1216,299-W11-96,17.43000199
1247,299-W11-96,17.87795988
1277,299-W11-96,17.03724007
1308,299-W11-96,17.59358481
1339,299-W11-96,17.37430974
1369,299-W11-96,16.04025374
1400,299-W11-96,17.45609646
1430,299-W11-96,16.67560465
1461,299-W11-96,17.1096274
1492,299-W11-96,15.42718528
1520,299-W11-96,9.853000354
1551,299-W11-96,11.10687231
1581,299-W11-96,9.936241391
1612,299-W11-96,12.89318555
1642,299-W11-96,7.483885783
1673,299-W11-96,12.75660396
1704,299-W11-96,11.86901665
1734,299-W11-96,11.12185679
1765,299-W11-96,11.0129271
1795,299-W11-96,11.2924142
1826,299-W11-96,13.74135505
1857,299-W11-96,13.65379197
1886,299-W11-96,12.66736588
1917,299-W11-96,13.11863397
1947,299-W11-96,12.31469823
1978,299-W11-96,12.17706588
2008,299-W11-96,11.91969051
2039,299-W11-96,12.2772179
2070,299-W11-96,12.38441825
2100,299-W11-96,11.8469693
2131,299-W11-96,11.81089419
2161,299-W11-96,11.38917457
2192,299-W11-96,11.47915136
2223,299-W11-96,11.19849997
2251,299-W11-96,9.854671185
2282,299-W11-96,11.16530012
2312,299-W11-96,10.36356817
2343,299-W11-96,11.13421606
2373,299-W11-96,10.24530326
2404,299-W11-96,7.519152941
2435,299-W11-96,7.104779907
2465,299-W11-96,8.142946654
2496,299-W11-96,10.26270849
2526,299-W11-96,9.813659546
2557,299-W11-96,10.09449079
2588,299-W11-96,9.825026469
2616,299-W11-96,8.764433069
2647,299-W11-96,8.242873628
2677,299-W11-96,9.097184951
2708,299-W11-96,9.157138654
2738,299-W11-96,8.746317702
2769,299-W11-96,8.282506861
2800,299-W11-96,8.271022506
2830,299-W11-96,8.215961629
2861,299-W11-96,8.540679665
2891,299-W11-96,8.136792537
2922,299-W11-96,8.325987417
2953,299-W11-96,8.038844911
2981,299-W11-96,7.182232921
3012,299-W11-96,6.168019728
3042,299-W11-96,7.328859592
3073,299-W11-96,7.438206883
3103,299-W11-96,5.789490858
3134,299-W11-96,5.714794321
3165,299-W11-96,5.600069109
3195,299-W11-96,4.702843675
3226,299-W11-96,5.355834061
3256,299-W11-96,5.021670865
3287,299-W11-96,5.144444568
3318,299-W11-96,5.184874305
3347,299-W11-96,4.774034119
3378,299-W11-96,5.024331181
3408,299-W11-96,4.786178648
3439,299-W11-96,4.868137503
3469,299-W11-96,4.63676352
3500,299-W11-96,4.715251135
3531,299-W11-96,4.638734284
3561,299-W11-96,4.417074343
3592,299-W11-96,4.461472845
3622,299-W11-96,4.179309724
3653,299-W11-96,4.176689563
3684,299-W11-96,4.035520695
3712,299-W11-96,3.526771445
3743,299-W11-96,3.77671642
3773,299-W11-96,3.529933605
3804,299-W11-96,3.521626153
3834,299-W11-96,3.289185189
3865,299-W11-96,3.279307186
3896,299-W11-96,3.161282434
3926,299-W11-96,2.950335291
3957,299-W11-96,2.939278865
3987,299-W11-96,2.741636014
4018,299-W11-96,2.730227519
4049,299-W11-96,2.62951577
4077,299-W11-96,2.291766062
4108,299-W11-96,2.448917999
4138,299-W11-96,2.285071672
4169,299-W11-96,2.277446143
4199,299-W11-96,2.126439282
4230,299-W11-96,2.120845571
4261,299-W11-96,2.046646738
4291,299-W11-96,1.913202986
4322,299-W11-96,1.910610683
4352,299-W11-96,1.787737265
4383,299-W11-96,1.786996255
4414,299-W11-96,1.728451861
4442,299-W11-96,1.513041605
4473,299-W11-96,1.624237651
4503,299-W11-96,1.523053645
4534,299-W11-96,1.525658306
4564,299-W11-96,1.431852496
4595,299-W11-96,1.435548827
4626,299-W11-96,1.39274443
4656,299-W11-96,1.308815352
5022,299-W11-96,13.62005143
5387,299-W11-96,10.13965121
5752,299-W11-96,7.91204741
6117,299-W11-96,6.381102932
6483,299-W11-96,5.283571179
6848,299-W11-96,4.430456712
7213,299-W11-96,3.782771145
7578,299-W11-96,3.271252041
7944,299-W11-96,2.867003422
8309,299-W11-96,2.521943244
9447.8418,299-W11-96,0
10025.8174,299-W11-96,0
10609.5723,299-W11-96,0
11199.165,299-W11-96,0
11794.6533,299-W11-96,0
12396.0967,299-W11-96,0
13003.5547,299-W11-96,0
13617.0869,299-W11-96,0
14236.7549,299-W11-96,0
14862.6191,299-W11-96,0
15494.7422,299-W11-96,0
16133.1865,299-W11-96,0
16778.0156,299-W11-96,0
17429.293,299-W11-96,0
18087.082,299-W11-96,0
18751.4492,299-W11-96,0
19422.4609,299-W11-96,0
20100.1816,299-W11-96,0
20784.6797,299-W11-96,0
21476.0234,299-W11-96,0
22174.2813,299-W11-96,0
22879.5215,299-W11-96,0
23591.8145,299-W11-96,0
24311.2305,299-W11-96,0
25037.8398,299-W11-96,0
25771.7148,299-W11-96,0
26512.9297,299-W11-96,0
27261.5566,299-W11-96,0
28017.6699,299-W11-96,0
28781.3438,299-W11-96,0
29552.6543,299-W11-96,0
30331.6777,299-W11-96,0
31118.4922,299-W11-96,0
31913.1738,299-W11-96,0
32715.8027,299-W11-96,0
33526.457,299-W11-96,0
34345.2188,299-W11-96,0
35172.168,299-W11-96,0
36007.3867,299-W11-96,0
36850.957,299-W11-96,0
37702.9648,299-W11-96,0
38563.4922,299-W11-96,0
39432.625,299-W11-96,0
40310.4492,299-W11-96,0
41197.0508,299-W11-96,0
42092.5195,299-W11-96,0
42996.9414,299-W11-96,0
43910.4063,299-W11-96,0
44833,299-W11-96,0
31,299-W17-3,5.429131916
59,299-W17-3,4.607036987
90,299-W17-3,5.430525191
120,299-W17-3,5.081622564
151,299-W17-3,4.984282129
181,299-W17-3,5.056482732
212,299-W17-3,5.499886133
243,299-W17-3,5.319766944
273,299-W17-3,4.710047369
304,299-W17-3,5.252078616
334,299-W17-3,4.702664664
365,299-W17-3,4.298507343
396,299-W17-3,3.365118794
425,299-W17-3,3.097192505
456,299-W17-3,2.960117973
486,299-W17-3,2.42757915
517,299-W17-3,1.192173109
547,299-W17-3,0.284495694
578,299-W17-3,3.215077688
609,299-W17-3,2.98436725
639,299-W17-3,2.793129635
670,299-W17-3,0.74025383
700,299-W17-3,3.434400487
731,299-W17-3,4.378957152
762,299-W17-3,4.029175914
790,299-W17-3,3.078764023
821,299-W17-3,2.947582582
851,299-W17-3,2.359232003
882,299-W17-3,2.787652556
912,299-W17-3,2.873561711
943,299-W17-3,3.145814435
974,299-W17-3,0.316383737
1004,299-W17-3,2.900839058
1035,299-W17-3,3.124722764
1065,299-W17-3,3.15888213
1096,299-W17-3,3.586302638
1127,299-W17-3,3.594002919
1155,299-W17-3,3.247187709
1186,299-W17-3,2.517372395
1216,299-W17-3,1.78238587
1247,299-W17-3,2.87435663
1277,299-W17-3,2.543782437
1308,299-W17-3,0.280688776
1339,299-W17-3,0.235799132
1369,299-W17-3,0.769871
1400,299-W17-3,1.422275653
1430,299-W17-3,1.920805184
1461,299-W17-3,2.542441076
1492,299-W17-3,2.707116885
1520,299-W17-3,1.949198556
1551,299-W17-3,2.60853571
1581,299-W17-3,1.582702257
1612,299-W17-3,2.067013145
1642,299-W17-3,2.181870997
1673,299-W17-3,2.640505132
1704,299-W17-3,1.84327346
1734,299-W17-3,2.330965538
1765,299-W17-3,2.478992098
1795,299-W17-3,2.580167862
1826,299-W17-3,2.741032442
1857,299-W17-3,2.648556547
1886,299-W17-3,2.451644924
1917,299-W17-3,1.839307523
1947,299-W17-3,0
1978,299-W17-3,0
2008,299-W17-3,0
2039,299-W17-3,1.200519076
2070,299-W17-3,1.685793903
2100,299-W17-3,1.611773193
2131,299-W17-3,2.247689649
2161,299-W17-3,2.246874329
2192,299-W17-3,2.293337506
2223,299-W17-3,2.279808168
2251,299-W17-3,2.115276102
2282,299-W17-3,2.443713195
2312,299-W17-3,2.259458455
2343,299-W17-3,2.399485252
2373,299-W17-3,2.249759075
2404,299-W17-3,2.343642494
2435,299-W17-3,2.191024983
2465,299-W17-3,1.995524825
2496,299-W17-3,2.248104402
2526,299-W17-3,2.165179632
2557,299-W17-3,2.233772988
2588,299-W17-3,2.112768495
2616,299-W17-3,1.975008133
2647,299-W17-3,1.638331883
2677,299-W17-3,2.061248344
2708,299-W17-3,2.092090642
2738,299-W17-3,1.492624561
2769,299-W17-3,2.066797502
2800,299-W17-3,1.906623341
2830,299-W17-3,1.836846006
2861,299-W17-3,1.971186871
2891,299-W17-3,1.924796287
2922,299-W17-3,1.239904861
2953,299-W17-3,1.741808946
2981,299-W17-3,1.688094711
3012,299-W17-3,1.774954852
3042,299-W17-3,1.841277033
3073,299-W17-3,1.926148657
3103,299-W17-3,1.844080049
3134,299-W17-3,1.863154349
3165,299-W17-3,1.834360026
3195,299-W17-3,1.544961422
3226,299-W17-3,1.793931614
3256,299-W17-3,1.701997209
3287,299-W17-3,1.754082977
3318,299-W17-3,1.737812961
3347,299-W17-3,1.610955866
3378,299-W17-3,1.705983003
3408,299-W17-3,1.634882795
3439,299-W17-3,1.672408108
3469,299-W17-3,1.601907598
3500,299-W17-3,1.638321519
3531,299-W17-3,1.621296561
3561,299-W17-3,1.553072729
3592,299-W17-3,0
3622,299-W17-3,0
3653,299-W17-3,0
3684,299-W17-3,0
3712,299-W17-3,0
3743,299-W17-3,0
3773,299-W17-3,0
