Month_End,WELL_NAME,MASS_KG
03/31/2014,299-W22-92,0.334183723
04/30/2014,299-W22-92,0.306051469
05/31/2014,299-W22-92,0.300859578
06/30/2014,299-W22-92,0.351993794
07/31/2014,299-W22-92,0.422521864
08/31/2014,299-W22-92,0.402764964
09/30/2014,299-W22-92,0.39562158
10/31/2014,299-W22-92,0.432229477
11/30/2014,299-W22-92,0.396814935
12/31/2014,299-W22-92,0.366379629
01/31/2015,299-W22-92,0.37710948
02/28/2015,299-W22-92,0.35011792
03/31/2015,299-W22-92,0.400272981
04/30/2015,299-W22-92,0.391645533
05/31/2015,299-W22-92,0.388486329
06/30/2015,299-W22-92,0.355112682
07/31/2015,299-W22-92,0.36408488
08/31/2015,299-W22-92,0.324490419
09/30/2015,299-W22-92,0.353011794
10/31/2015,299-W22-92,0.386872323
11/30/2015,299-W22-92,0.375787754
12/31/2015,299-W22-92,0.389731613
01/31/2016,299-W22-92,0.392173869
02/29/2016,299-W22-92,0.361556153
03/31/2016,299-W22-92,0.339413562
04/30/2016,299-W22-92,0.354734693
05/31/2016,299-W22-92,0.380403026
06/30/2016,299-W22-92,0.370589845
07/31/2016,299-W22-92,0.402091588
08/31/2016,299-W22-92,0.397897074
09/30/2016,299-W22-92,0.383260419
10/31/2016,299-W22-92,0.388132775
11/30/2016,299-W22-92,0.362589948
12/31/2016,299-W22-92,0.337942634
01/31/2017,299-W22-92,0.338313333
02/28/2017,299-W22-92,0.266273128
03/31/2017,299-W22-92,0.276314644
04/30/2017,299-W22-92,0.298446334
05/31/2017,299-W22-92,0.343289275
06/30/2017,299-W22-92,0.360217448
07/31/2017,299-W22-92,0.316801827
08/31/2017,299-W22-92,0.247130671
09/30/2017,299-W22-92,0.250574559
10/31/2017,299-W22-92,0.333156477
11/30/2017,299-W22-92,0.181848119
12/31/2017,299-W22-92,0.363209977
01/31/2018,299-W22-92,0.348699689
02/28/2018,299-W22-92,0.318481315
03/31/2018,299-W22-92,0.350660489
04/30/2018,299-W22-92,0.33849968
05/31/2018,299-W22-92,0.349232614
06/30/2018,299-W22-92,0.357205528
07/31/2018,299-W22-92,0.342731007
08/31/2018,299-W22-92,0.304992924
09/30/2018,299-W22-92,0.27282488
10/31/2018,299-W22-92,0.313144382
11/30/2018,299-W22-92,0.314230604
12/31/2018,299-W22-92,0.294147028
01/31/2019,299-W22-92,0.270800174
02/28/2019,299-W22-92,0.251061357
03/31/2019,299-W22-92,0.293808467
04/30/2019,299-W22-92,0.275005639
05/31/2019,299-W22-92,0.325197526
06/30/2019,299-W22-92,0.31373769
07/31/2019,299-W22-92,0.324469312
08/31/2019,299-W22-92,0.287403517
09/30/2019,299-W22-92,0.28065898
10/31/2019,299-W22-92,0.279084619
11/30/2019,299-W22-92,0.27354248
12/31/2019,299-W22-92,0.293788829
01/31/2020,299-W22-92,0.284858617
02/29/2020,299-W22-92,0.267099358
03/31/2020,299-W22-92,0.287041719
04/30/2020,299-W22-92,0.279831104
05/31/2020,299-W22-92,0.281343052
06/30/2020,299-W22-92,0.275030499
07/31/2020,299-W22-92,0.293701866
08/31/2020,299-W22-92,0.291134337
09/30/2020,299-W22-92,0.290304631
10/31/2020,299-W22-92,0.300550645
11/30/2020,299-W22-92,0.295022495
12/31/2020,299-W22-92,0.303410779
01/31/2021,299-W22-92,0.282340995
02/28/2021,299-W22-92,0.240281852
03/31/2021,299-W22-92,0.255302858
04/30/2021,299-W22-92,0.239744816
05/31/2021,299-W22-92,0.23775503
06/30/2021,299-W22-92,0.22103177
07/31/2021,299-W22-92,0.219035445
08/31/2021,299-W22-92,0.227366595
09/30/2021,299-W22-92,0.219351888
10/31/2021,299-W22-92,0.230170886
11/30/2021,299-W22-92,0.223933925
12/31/2021,299-W22-92,0.235432027
01/31/2022,299-W22-92,0.245036075
02/28/2022,299-W22-92,0.229565396
03/31/2022,299-W22-92,0.185354399
04/30/2022,299-W22-92,0.194085971
05/31/2022,299-W22-92,0.124527993
06/30/2022,299-W22-92,0.166210171
07/31/2022,299-W22-92,0.230659306
08/31/2022,299-W22-92,0.235715339
09/30/2022,299-W22-92,0.219713312
10/31/2022,299-W22-92,0.228992934
11/30/2022,299-W22-92,0.21641644
12/31/2022,299-W22-92,0.204801184
01/31/2023,299-W22-92,0.212236106
02/28/2023,299-W22-92,0.190613906
03/31/2023,299-W22-92,0.209686997
04/30/2023,299-W22-92,0.2017929
05/31/2023,299-W22-92,0.205637953
06/30/2023,299-W22-92,0.195502386
07/31/2023,299-W22-92,0.198800658
08/31/2023,299-W22-92,0.192477892
09/30/2023,299-W22-92,0.147864882
10/31/2023,299-W22-92,0.164769422
11/30/2023,299-W22-92,0.142628291
12/31/2023,299-W22-92,0.131660171
01/31/2024,299-W22-92,0.12162042
02/29/2024,299-W22-92,0.130603759
03/31/2024,299-W22-92,0.150022406
04/30/2024,299-W22-92,0.145784861
05/31/2024,299-W22-92,0.168702158
06/30/2024,299-W22-92,0.170362888
07/31/2024,299-W22-92,0.184227381
08/31/2024,299-W22-92,0.189836568
09/30/2024,299-W22-92,0.187084888
10/31/2024,299-W22-92,0.183909947
11/30/2024,299-W22-92,0.155034313
12/31/2024,299-W22-92,0.187911486
07/31/2012,299-W22-91,0
08/31/2012,299-W22-91,0.015823015
09/30/2012,299-W22-91,0.059128135
10/31/2012,299-W22-91,0.204033695
11/30/2012,299-W22-91,0.352270421
12/31/2012,299-W22-91,0.43554948
01/31/2013,299-W22-91,0.605688927
02/28/2013,299-W22-91,0.301906751
03/31/2013,299-W22-91,0.398901345
04/30/2013,299-W22-91,0.454576417
05/31/2013,299-W22-91,0.500415215
06/30/2013,299-W22-91,0.508367283
07/31/2013,299-W22-91,0.546268448
08/31/2013,299-W22-91,0.535809896
09/30/2013,299-W22-91,0.320359399
10/31/2013,299-W22-91,0.044709499
11/30/2013,299-W22-91,0.378481183
12/31/2013,299-W22-91,0.385545362
01/31/2014,299-W22-91,0.569821742
02/28/2014,299-W22-91,0.479523576
03/31/2014,299-W22-91,0.467613565
04/30/2014,299-W22-91,0.426405909
05/31/2014,299-W22-91,0.439604056
06/30/2014,299-W22-91,0.445330729
07/31/2014,299-W22-91,0.45526572
08/31/2014,299-W22-91,0.426281411
09/30/2014,299-W22-91,0.408633732
10/31/2014,299-W22-91,0.437941458
11/30/2014,299-W22-91,0.401457679
12/31/2014,299-W22-91,0.371470752
01/31/2015,299-W22-91,0.378412716
02/28/2015,299-W22-91,0.343215057
03/31/2015,299-W22-91,0.383409341
04/30/2015,299-W22-91,0.370303002
05/31/2015,299-W22-91,0.384860611
06/30/2015,299-W22-91,0.366795046
07/31/2015,299-W22-91,0.387914153
08/31/2015,299-W22-91,0.346830197
09/30/2015,299-W22-91,0.377442841
10/31/2015,299-W22-91,0.413566828
11/30/2015,299-W22-91,0.394165003
12/31/2015,299-W22-91,0.399100927
01/31/2016,299-W22-91,0.393378603
02/29/2016,299-W22-91,0.359407327
03/31/2016,299-W22-91,0.333775991
04/30/2016,299-W22-91,0.346312257
05/31/2016,299-W22-91,0.364149376
06/30/2016,299-W22-91,0.352926478
07/31/2016,299-W22-91,0.360806948
08/31/2016,299-W22-91,0.348459483
09/30/2016,299-W22-91,0.302304117
10/31/2016,299-W22-91,0.322275313
11/30/2016,299-W22-91,0.331745847
12/31/2016,299-W22-91,0.358827337
01/31/2017,299-W22-91,0.337148279
02/28/2017,299-W22-91,0.281665224
03/31/2017,299-W22-91,0.303733506
04/30/2017,299-W22-91,0.319406697
05/31/2017,299-W22-91,0.355559891
06/30/2017,299-W22-91,0.373445377
07/31/2017,299-W22-91,0.323204841
08/31/2017,299-W22-91,0.223685718
09/30/2017,299-W22-91,0.227774539
10/31/2017,299-W22-91,0.345003336
11/30/2017,299-W22-91,0.3434366
12/31/2017,299-W22-91,0.359794068
01/31/2018,299-W22-91,0.352046099
02/28/2018,299-W22-91,0.292806049
03/31/2018,299-W22-91,0.35551197
04/30/2018,299-W22-91,0.347766766
05/31/2018,299-W22-91,0.377603568
06/30/2018,299-W22-91,0.372389221
07/31/2018,299-W22-91,0.361855785
08/31/2018,299-W22-91,0.335141797
09/30/2018,299-W22-91,0.309473741
10/31/2018,299-W22-91,0.330666373
11/30/2018,299-W22-91,0.323934987
12/31/2018,299-W22-91,0.321749376
01/31/2019,299-W22-91,0.317525529
02/28/2019,299-W22-91,0.275738371
03/31/2019,299-W22-91,0.296730171
04/30/2019,299-W22-91,0.254997281
05/31/2019,299-W22-91,0.277465196
06/30/2019,299-W22-91,0.250966748
07/31/2019,299-W22-91,0.260595063
08/31/2019,299-W22-91,0.253433628
09/30/2019,299-W22-91,0.239340228
10/31/2019,299-W22-91,0.243088776
11/30/2019,299-W22-91,0.264287828
12/31/2019,299-W22-91,0.275273643
01/31/2020,299-W22-91,0.25970831
02/29/2020,299-W22-91,0.241480254
03/31/2020,299-W22-91,0.258061391
04/30/2020,299-W22-91,0.249713601
05/31/2020,299-W22-91,0.249870201
06/30/2020,299-W22-91,0.243251623
07/31/2020,299-W22-91,0.257766677
08/31/2020,299-W22-91,0.259206381
09/30/2020,299-W22-91,0.25060719
10/31/2020,299-W22-91,0.256982481
11/30/2020,299-W22-91,0.249319911
12/31/2020,299-W22-91,0.254688751
01/31/2021,299-W22-91,0.169959365
02/28/2021,299-W22-91,0.195259765
03/31/2021,299-W22-91,0.20837654
04/30/2021,299-W22-91,0.195321914
05/31/2021,299-W22-91,0.193938311
06/30/2021,299-W22-91,0.168564348
07/31/2021,299-W22-91,0.176333888
08/31/2021,299-W22-91,0.183139448
09/30/2021,299-W22-91,0.17679501
10/31/2021,299-W22-91,0.185646044
11/30/2021,299-W22-91,0.180896173
12/31/2021,299-W22-91,0.189889416
01/31/2022,299-W22-91,0.194880766
02/28/2022,299-W22-91,0.181422628
03/31/2022,299-W22-91,0.147754347
04/30/2022,299-W22-91,0.172827235
05/31/2022,299-W22-91,0.176450307
06/30/2022,299-W22-91,0.137310764
07/31/2022,299-W22-91,0.190951912
08/31/2022,299-W22-91,0.195608509
09/30/2022,299-W22-91,0.17978617
10/31/2022,299-W22-91,0.184099829
11/30/2022,299-W22-91,0.17003809
12/31/2022,299-W22-91,0.174665188
01/31/2023,299-W22-91,0.182046273
02/28/2023,299-W22-91,0.156318792
03/31/2023,299-W22-91,0.163219158
04/30/2023,299-W22-91,0.147679498
05/31/2023,299-W22-91,0.140998476
06/30/2023,299-W22-91,0.129279617
07/31/2023,299-W22-91,0.150746566
08/31/2023,299-W22-91,0.161090891
09/30/2023,299-W22-91,0.123810657
10/31/2023,299-W22-91,0.13817462
11/30/2023,299-W22-91,0.123062814
12/31/2023,299-W22-91,0.125769447
01/31/2024,299-W22-91,0.116680188
02/29/2024,299-W22-91,0.118254015
03/31/2024,299-W22-91,0.132589696
04/30/2024,299-W22-91,0.126241906
05/31/2024,299-W22-91,0.143463128
06/30/2024,299-W22-91,0.141646362
07/31/2024,299-W22-91,0.144220563
08/31/2024,299-W22-91,0.138650257
09/30/2024,299-W22-91,0.130131114
10/31/2024,299-W22-91,0.130393539
11/30/2024,299-W22-91,0.104230454
12/31/2024,299-W22-91,0.149552476
07/31/2012,299-W22-90,0
08/31/2012,299-W22-90,0.004330821
09/30/2012,299-W22-90,0.02192732
10/31/2012,299-W22-90,0.081248974
11/30/2012,299-W22-90,0.16348062
12/31/2012,299-W22-90,0.249275938
01/31/2013,299-W22-90,0.261881329
02/28/2013,299-W22-90,0.241202489
03/31/2013,299-W22-90,0.253959327
04/30/2013,299-W22-90,0.234248749
05/31/2013,299-W22-90,0.274501091
06/30/2013,299-W22-90,0.292987087
07/31/2013,299-W22-90,0.324435903
08/31/2013,299-W22-90,0.314929302
09/30/2013,299-W22-90,0.186346434
10/31/2013,299-W22-90,0.035510948
11/30/2013,299-W22-90,0.301728381
12/31/2013,299-W22-90,0.328371133
01/31/2014,299-W22-90,0.340581615
02/28/2014,299-W22-90,0.306254611
03/31/2014,299-W22-90,0.325136933
04/30/2014,299-W22-90,0.304860322
05/31/2014,299-W22-90,0.310475689
06/30/2014,299-W22-90,0.241847193
07/31/2014,299-W22-90,0.202611754
08/31/2014,299-W22-90,0.201789169
09/30/2014,299-W22-90,0.207972216
10/31/2014,299-W22-90,0.235756862
11/30/2014,299-W22-90,0.222830519
12/31/2014,299-W22-90,0.220082778
01/31/2015,299-W22-90,0.245433318
02/28/2015,299-W22-90,0.269253213
03/31/2015,299-W22-90,0.292361095
04/30/2015,299-W22-90,0.272718125
05/31/2015,299-W22-90,0.281106801
06/30/2015,299-W22-90,0.265964113
07/31/2015,299-W22-90,0.279497741
08/31/2015,299-W22-90,0.248552977
09/30/2015,299-W22-90,0.269665165
10/31/2015,299-W22-90,0.29674619
11/30/2015,299-W22-90,0.302593452
12/31/2015,299-W22-90,0.328093584
01/31/2016,299-W22-90,0.341261913
02/29/2016,299-W22-90,0.310168681
03/31/2016,299-W22-90,0.284479198
04/30/2016,299-W22-90,0.291764159
05/31/2016,299-W22-90,0.31103964
06/30/2016,299-W22-90,0.306672683
07/31/2016,299-W22-90,0.310830216
08/31/2016,299-W22-90,0.243790049
09/30/2016,299-W22-90,0.105015242
10/31/2016,299-W22-90,0.06657427
11/30/2016,299-W22-90,0
12/31/2016,299-W22-90,0.090396364
01/31/2017,299-W22-90,0.2583312
02/28/2017,299-W22-90,0.220341503
03/31/2017,299-W22-90,0.243442193
04/30/2017,299-W22-90,0.263299445
05/31/2017,299-W22-90,0.291921115
06/30/2017,299-W22-90,0.316306566
07/31/2017,299-W22-90,0.321574779
08/31/2017,299-W22-90,0.296420306
09/30/2017,299-W22-90,0.30748927
10/31/2017,299-W22-90,0.391256491
11/30/2017,299-W22-90,0.375267549
12/31/2017,299-W22-90,0.393224105
01/31/2018,299-W22-90,0.39637132
02/28/2018,299-W22-90,0.377885001
03/31/2018,299-W22-90,0.428784808
04/30/2018,299-W22-90,0.415074045
05/31/2018,299-W22-90,0.427903019
06/30/2018,299-W22-90,0.417127588
07/31/2018,299-W22-90,0.415641999
08/31/2018,299-W22-90,0.402127094
09/30/2018,299-W22-90,0.373090231
10/31/2018,299-W22-90,0.415586003
11/30/2018,299-W22-90,0.410124823
12/31/2018,299-W22-90,0.374567997
01/31/2019,299-W22-90,0.334083709
02/28/2019,299-W22-90,0.05820684
03/31/2019,299-W22-90,0.042991926
04/30/2019,299-W22-90,0.230703667
05/31/2019,299-W22-90,0.377682415
06/30/2019,299-W22-90,0.35948943
07/31/2019,299-W22-90,0.362237344
08/31/2019,299-W22-90,0.336685254
09/30/2019,299-W22-90,0.303996554
10/31/2019,299-W22-90,0.305830649
11/30/2019,299-W22-90,0.33673429
12/31/2019,299-W22-90,0.360353359
01/31/2020,299-W22-90,0.361168365
02/29/2020,299-W22-90,0.339786709
03/31/2020,299-W22-90,0.365715843
04/30/2020,299-W22-90,0.356240777
05/31/2020,299-W22-90,0.357255772
06/30/2020,299-W22-90,0.350252832
07/31/2020,299-W22-90,0.372606377
08/31/2020,299-W22-90,0.379218764
09/30/2020,299-W22-90,0.370781326
10/31/2020,299-W22-90,0.384802969
11/30/2020,299-W22-90,0.273392644
12/31/2020,299-W22-90,0.387803707
01/31/2021,299-W22-90,0.346013987
02/28/2021,299-W22-90,0.286672208
03/31/2021,299-W22-90,0.305762377
04/30/2021,299-W22-90,0.286463308
05/31/2021,299-W22-90,0.285213847
06/30/2021,299-W22-90,0.299294069
07/31/2021,299-W22-90,0.332398026
08/31/2021,299-W22-90,0.332328152
09/30/2021,299-W22-90,0.304226817
10/31/2021,299-W22-90,0.302253609
11/30/2021,299-W22-90,0.27802394
12/31/2021,299-W22-90,0.284777989
01/31/2022,299-W22-90,0.294795324
02/28/2022,299-W22-90,0.275398756
03/31/2022,299-W22-90,0.218281761
04/30/2022,299-W22-90,0.243853736
05/31/2022,299-W22-90,0.24879337
06/30/2022,299-W22-90,0.199770382
07/31/2022,299-W22-90,0.285148347
08/31/2022,299-W22-90,0.299284492
09/30/2022,299-W22-90,0.274479578
10/31/2022,299-W22-90,0.279952652
11/30/2022,299-W22-90,0.257080353
12/31/2022,299-W22-90,0.256192454
01/31/2023,299-W22-90,0.251776669
02/28/2023,299-W22-90,0.21953126
03/31/2023,299-W22-90,0.235349791
04/30/2023,299-W22-90,0.219407499
05/31/2023,299-W22-90,0.21664308
06/30/2023,299-W22-90,0.200452879
07/31/2023,299-W22-90,0.206929991
08/31/2023,299-W22-90,0.204602142
09/30/2023,299-W22-90,0.167983588
10/31/2023,299-W22-90,0.198049902
11/30/2023,299-W22-90,0.17897907
12/31/2023,299-W22-90,0.184525438
01/31/2024,299-W22-90,0.172378993
02/29/2024,299-W22-90,0.176447661
03/31/2024,299-W22-90,0.199530557
04/30/2024,299-W22-90,0.190484164
05/31/2024,299-W22-90,0.217171935
06/30/2024,299-W22-90,0.215984389
07/31/2024,299-W22-90,0.225733693
08/31/2024,299-W22-90,0.223300535
09/30/2024,299-W22-90,0.216420751
10/31/2024,299-W22-90,0.217667477
11/30/2024,299-W22-90,0.178446603
12/31/2024,299-W22-90,0.222253378
07/31/2012,299-W14-22,0
08/31/2012,299-W14-22,0
09/30/2012,299-W14-22,0
10/31/2012,299-W14-22,0
11/30/2012,299-W14-22,0
12/31/2012,299-W14-22,0
01/31/2013,299-W14-22,0
02/28/2013,299-W14-22,0
03/31/2013,299-W14-22,0
04/30/2013,299-W14-22,0
05/31/2013,299-W14-22,0
06/30/2013,299-W14-22,0
07/31/2013,299-W14-22,0
08/31/2013,299-W14-22,0
09/30/2013,299-W14-22,0
10/31/2013,299-W14-22,0
11/30/2013,299-W14-22,0
12/31/2013,299-W14-22,0
01/31/2014,299-W14-22,0
02/28/2014,299-W14-22,0
03/31/2014,299-W14-22,0
04/30/2014,299-W14-22,0
05/31/2014,299-W14-22,0
06/30/2014,299-W14-22,0
07/31/2014,299-W14-22,0
08/31/2014,299-W14-22,0
09/30/2014,299-W14-22,0
10/31/2014,299-W14-22,0.042813007
11/30/2014,299-W14-22,2.614546065
12/31/2014,299-W14-22,3.574658983
01/31/2015,299-W14-22,3.432809752
02/28/2015,299-W14-22,3.348535548
03/31/2015,299-W14-22,4.733334745
04/30/2015,299-W14-22,3.507260967
05/31/2015,299-W14-22,4.35162375
06/30/2015,299-W14-22,4.87945164
07/31/2015,299-W14-22,5.599843784
08/31/2015,299-W14-22,5.29217658
09/30/2015,299-W14-22,4.941155345
10/31/2015,299-W14-22,5.545195811
11/30/2015,299-W14-22,5.331046455
12/31/2015,299-W14-22,5.039052549
01/31/2016,299-W14-22,2.3591249
02/29/2016,299-W14-22,2.903526268
03/31/2016,299-W14-22,2.438411534
04/30/2016,299-W14-22,0.067043547
05/31/2016,299-W14-22,0.002591055
06/30/2016,299-W14-22,0
07/31/2016,299-W14-22,2.334985257
08/31/2016,299-W14-22,2.782238817
09/30/2016,299-W14-22,4.735053039
10/31/2016,299-W14-22,2.599183721
11/30/2016,299-W14-22,4.446654657
12/31/2016,299-W14-22,5.398352505
01/31/2017,299-W14-22,4.738063489
02/28/2017,299-W14-22,3.653776793
03/31/2017,299-W14-22,3.050360373
04/30/2017,299-W14-22,2.788988097
05/31/2017,299-W14-22,4.413154069
06/30/2017,299-W14-22,5.013895771
07/31/2017,299-W14-22,5.988212125
08/31/2017,299-W14-22,1.084963071
09/30/2017,299-W14-22,6.416420743
10/31/2017,299-W14-22,6.755606513
11/30/2017,299-W14-22,7.508928065
12/31/2017,299-W14-22,8.3482865
01/31/2018,299-W14-22,8.526180177
02/28/2018,299-W14-22,8.072454045
03/31/2018,299-W14-22,7.565246531
04/30/2018,299-W14-22,7.028125654
05/31/2018,299-W14-22,7.828010788
06/30/2018,299-W14-22,7.277465279
07/31/2018,299-W14-22,4.815101868
08/31/2018,299-W14-22,7.843665426
09/30/2018,299-W14-22,7.457857627
10/31/2018,299-W14-22,8.64757251
11/30/2018,299-W14-22,9.542140181
12/31/2018,299-W14-22,7.242772591
01/31/2019,299-W14-22,6.190341465
02/28/2019,299-W14-22,6.661851693
03/31/2019,299-W14-22,8.381672384
04/30/2019,299-W14-22,6.438888476
05/31/2019,299-W14-22,7.976996567
06/30/2019,299-W14-22,7.107182273
07/31/2019,299-W14-22,8.509919339
08/31/2019,299-W14-22,6.90633671
09/30/2019,299-W14-22,6.640637191
10/31/2019,299-W14-22,6.094167787
11/30/2019,299-W14-22,6.919972758
12/31/2019,299-W14-22,7.856239267
01/31/2020,299-W14-22,8.392594631
02/29/2020,299-W14-22,7.859662825
03/31/2020,299-W14-22,8.196906102
04/30/2020,299-W14-22,7.707494689
05/31/2020,299-W14-22,7.674713644
06/30/2020,299-W14-22,7.607571865
07/31/2020,299-W14-22,7.792513193
08/31/2020,299-W14-22,7.470836861
09/30/2020,299-W14-22,6.823354651
10/31/2020,299-W14-22,6.543610841
11/30/2020,299-W14-22,6.031815783
12/31/2020,299-W14-22,6.124404694
01/31/2021,299-W14-22,7.091915328
02/28/2021,299-W14-22,6.549708911
03/31/2021,299-W14-22,6.203918255
04/30/2021,299-W14-22,4.929324683
05/31/2021,299-W14-22,4.269590138
06/30/2021,299-W14-22,4.47706183
07/31/2021,299-W14-22,4.472439871
08/31/2021,299-W14-22,5.648867799
09/30/2021,299-W14-22,5.95174299
10/31/2021,299-W14-22,6.560912473
11/30/2021,299-W14-22,6.634116989
12/31/2021,299-W14-22,6.707204668
01/31/2022,299-W14-22,5.748604567
02/28/2022,299-W14-22,4.860092653
03/31/2022,299-W14-22,5.550709548
04/30/2022,299-W14-22,6.093358717
05/31/2022,299-W14-22,6.10112271
06/30/2022,299-W14-22,5.122129284
07/31/2022,299-W14-22,4.67790896
08/31/2022,299-W14-22,3.777928907
09/30/2022,299-W14-22,3.801749492
10/31/2022,299-W14-22,4.399200193
11/30/2022,299-W14-22,4.578735803
12/31/2022,299-W14-22,4.857628254
01/31/2023,299-W14-22,4.410965076
02/28/2023,299-W14-22,3.56322195
03/31/2023,299-W14-22,3.85197578
04/30/2023,299-W14-22,3.826653108
05/31/2023,299-W14-22,3.883709593
06/30/2023,299-W14-22,3.698304627
07/31/2023,299-W14-22,3.893733305
08/31/2023,299-W14-22,4.016210157
09/30/2023,299-W14-22,3.572339214
10/31/2023,299-W14-22,4.325627313
11/30/2023,299-W14-22,4.131540155
12/31/2023,299-W14-22,4.188878504
01/31/2024,299-W14-22,4.076508561
02/29/2024,299-W14-22,3.915939911
03/31/2024,299-W14-22,4.246703441
04/30/2024,299-W14-22,4.199941905
05/31/2024,299-W14-22,4.500767399
06/30/2024,299-W14-22,4.389713418
07/31/2024,299-W14-22,2.758555226
08/31/2024,299-W14-22,3.319840862
09/30/2024,299-W14-22,2.604902646
10/31/2024,299-W14-22,2.368638145
11/30/2024,299-W14-22,1.619308311
12/31/2024,299-W14-22,2.376632934
07/31/2012,299-W12-4,0.852455711
08/31/2012,299-W12-4,5.080202178
09/30/2012,299-W12-4,1.685842715
10/31/2012,299-W12-4,10.05831092
11/30/2012,299-W12-4,14.04177286
12/31/2012,299-W12-4,20.31573515
01/31/2013,299-W12-4,21.50962039
02/28/2013,299-W12-4,17.62388977
03/31/2013,299-W12-4,18.8994501
04/30/2013,299-W12-4,19.90094993
05/31/2013,299-W12-4,22.2932143
06/30/2013,299-W12-4,14.48285653
07/31/2013,299-W12-4,8.971276877
08/31/2013,299-W12-4,15.20519316
09/30/2013,299-W12-4,13.09276383
10/31/2013,299-W12-4,12.5946383
11/30/2013,299-W12-4,14.60642077
12/31/2013,299-W12-4,23.35356722
01/31/2014,299-W12-4,26.55837236
02/28/2014,299-W12-4,12.73527463
03/31/2014,299-W12-4,14.25807352
04/30/2014,299-W12-4,13.21533546
05/31/2014,299-W12-4,10.73323992
06/30/2014,299-W12-4,14.28711154
07/31/2014,299-W12-4,14.8735541
08/31/2014,299-W12-4,13.71115338
09/30/2014,299-W12-4,12.57204638
10/31/2014,299-W12-4,19.20849025
11/30/2014,299-W12-4,15.06325253
12/31/2014,299-W12-4,12.95031904
01/31/2015,299-W12-4,14.53031231
02/28/2015,299-W12-4,11.47701303
03/31/2015,299-W12-4,14.89156308
04/30/2015,299-W12-4,13.45091606
05/31/2015,299-W12-4,13.33469039
06/30/2015,299-W12-4,13.15502975
07/31/2015,299-W12-4,14.26939969
08/31/2015,299-W12-4,13.41856667
09/30/2015,299-W12-4,13.01237774
10/31/2015,299-W12-4,12.79916953
11/30/2015,299-W12-4,11.3373874
12/31/2015,299-W12-4,11.02246879
01/31/2016,299-W12-4,8.340149452
02/29/2016,299-W12-4,9.194304014
03/31/2016,299-W12-4,7.356556021
04/30/2016,299-W12-4,0.146587101
05/31/2016,299-W12-4,0.007648399
06/30/2016,299-W12-4,0
07/31/2016,299-W12-4,5.862689092
08/31/2016,299-W12-4,6.073669812
09/30/2016,299-W12-4,10.01032612
10/31/2016,299-W12-4,6.893098798
11/30/2016,299-W12-4,9.649856356
12/31/2016,299-W12-4,12.12297808
01/31/2017,299-W12-4,8.248961952
02/28/2017,299-W12-4,7.168398438
03/31/2017,299-W12-4,5.80510157
04/30/2017,299-W12-4,4.702751828
05/31/2017,299-W12-4,6.751337802
06/30/2017,299-W12-4,7.05172413
07/31/2017,299-W12-4,11.39056385
08/31/2017,299-W12-4,7.182152347
09/30/2017,299-W12-4,15.55136088
10/31/2017,299-W12-4,15.94835388
11/30/2017,299-W12-4,14.90773195
12/31/2017,299-W12-4,14.78845869
01/31/2018,299-W12-4,14.52439447
02/28/2018,299-W12-4,13.00937206
03/31/2018,299-W12-4,12.10328054
04/30/2018,299-W12-4,12.34611153
05/31/2018,299-W12-4,11.88923647
06/30/2018,299-W12-4,8.060300594
07/31/2018,299-W12-4,11.96098306
08/31/2018,299-W12-4,13.50381593
09/30/2018,299-W12-4,12.26121337
10/31/2018,299-W12-4,15.87997509
11/30/2018,299-W12-4,16.44647118
12/31/2018,299-W12-4,15.32557
01/31/2019,299-W12-4,13.01520903
02/28/2019,299-W12-4,10.92015825
03/31/2019,299-W12-4,13.83403189
04/30/2019,299-W12-4,12.46875595
05/31/2019,299-W12-4,14.62918102
06/30/2019,299-W12-4,13.38958396
07/31/2019,299-W12-4,14.41752166
08/31/2019,299-W12-4,12.35645233
09/30/2019,299-W12-4,10.93883816
10/31/2019,299-W12-4,9.091694385
11/30/2019,299-W12-4,10.88122729
12/31/2019,299-W12-4,13.75672705
01/31/2020,299-W12-4,15.79570128
02/29/2020,299-W12-4,14.76588731
03/31/2020,299-W12-4,15.05032085
04/30/2020,299-W12-4,13.77977819
05/31/2020,299-W12-4,13.60874542
06/30/2020,299-W12-4,13.3448357
07/31/2020,299-W12-4,13.5683716
08/31/2020,299-W12-4,13.07995897
09/30/2020,299-W12-4,12.07290865
10/31/2020,299-W12-4,11.95115045
11/30/2020,299-W12-4,11.08185447
12/31/2020,299-W12-4,11.27684752
01/31/2021,299-W12-4,12.61745438
02/28/2021,299-W12-4,11.92760954
03/31/2021,299-W12-4,12.63390612
04/30/2021,299-W12-4,11.52230894
05/31/2021,299-W12-4,11.69520187
06/30/2021,299-W12-4,10.44434588
07/31/2021,299-W12-4,8.332611835
08/31/2021,299-W12-4,10.43576353
09/30/2021,299-W12-4,11.15062237
10/31/2021,299-W12-4,12.51684933
11/30/2021,299-W12-4,12.81868546
12/31/2021,299-W12-4,12.39443979
01/31/2022,299-W12-4,9.127816025
02/28/2022,299-W12-4,6.301164805
03/31/2022,299-W12-4,8.030962362
04/30/2022,299-W12-4,10.57913665
05/31/2022,299-W12-4,11.34867565
06/30/2022,299-W12-4,9.788121359
07/31/2022,299-W12-4,8.976527401
08/31/2022,299-W12-4,7.366992178
09/30/2022,299-W12-4,7.4391123
10/31/2022,299-W12-4,8.59949479
11/30/2022,299-W12-4,8.924680978
